nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,MSI-H/dMMR,HER2,PD-L1,POLE,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT06518564,Avelumab and M1774 in ARID1A-mutated Endometrial Cancer,PHASE2,Phase 2,RECRUITING,25,"Panagiotis Konstantinopoulos, MD, PhD","Panagiotis Konstantinopoulos, MD, PhD",1,0,1,single_arm,1,avelumab;m1774,avelumab;m1774,PD-L1,Monoclonal Antibody,PD-L1,1,1,0,0,1,0,1,0,1,PD-L1+,metastatic · 1st-line · squamous · measurable (RECIST)
NCT06531486,A Study of XS-02 Capsules in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,96,"NovaOnco Therapeutics Co., Ltd.",NovaOnco Therapeutics,3,1,0,single_arm,1,xs-02 capsules,xs-02 capsules,,,,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST) · ECOG 0-1
NCT06533059,A Study to Learn About Study Medicine ALTA2618 in Adults With AKT1 E17K-Mutant Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,110,"Alterome Therapeutics, Inc.",Alterome Therapeutics,2,1,0,single_arm,1,alta2618,alta2618,AKT1,Small Molecule,AKT1;BRAF;KRAS;genomic,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06535607,Study of Volrustomig as Monotherapy or in Combination With Anti- Cancer Agents in Participants With Advanced/Metastatic Solid Tumors,PHASE2,Phase 2,RECRUITING,257,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,8,volrustomig,carboplatin;cisplatin;fluorouracil;paclitaxel;volrustomig,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,1,0,0,0,1,PD-L1+,metastatic · measurable (RECIST)
NCT06543576,External Beam Radiation Therapy and Brachytherapy With Chemotherapy and Immunotherapy for the Treatment of Stage IVB Cervical Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,35,Jonsson Comprehensive Cancer Center,Jonsson Comprehensive Cancer Center,117,0,1,single_arm,1,bevacizumab;biospecimen collection;brachytherapy;cisplatin;external beam radiation therapy;paclitaxel;pembrolizumab;questionnaire administration,bevacizumab;biospecimen collection;brachytherapy;cisplatin;external beam radiation therapy;paclitaxel;pembrolizumab;questionnaire administration,VEGF/VEGFR,Monoclonal Antibody,MET;PD-L1,1,1,0,0,1,0,0,1,1,PD-L1+,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06547840,A Study of MOv18 IgE in Patients With Solid Tumours That Express Folate Receptor Alpha,PHASE1,Phase 1,RECRUITING,45,Epsilogen Ltd,Epsilogen,1,1,0,single_arm,1,mov18 ige,mov18 ige,FOLR1,Monoclonal Antibody,ER;Folate Receptor Alpha;HER2,1,1,0,1,0,0,0,0,1,HER2−,metastatic · squamous · measurable (RECIST)
NCT06584032,Study of Fruquintinib Plus Sintilimab for Treatment of Advanced Endometrial Cancer,PHASE3,Phase 3,RECRUITING,412,Hutchmed,HUTCHMED,35,1,0,active_comparator,2,doxorubicin;paclitaxel,fruquintinib;sintilimab,VEGF/VEGFR,Small Molecule,MMR;MSI;MSI-H;PD-L1;biomarker;dMMR,0,1,1,0,1,0,1,0,1,"MSI-H/dMMR, PD-L1+",metastatic · 1st-line
NCT06586957,A Study With NKT3964 for Adults With Advanced/Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,150,"NiKang Therapeutics, Inc.",NiKang Therapeutics,5,1,0,multi_experimental,2,nkt3964,nkt3964,CDK2,Small Molecule,HER2,0,1,0,1,0,0,0,1,1,HER2+,metastatic · 2nd-line+ · adenoca.
NCT06614751,A PARG Inhibitor DAT-2645 Monotherapy in Patients with Advanced/Metastatic Solid Tumors Harboring BRCA1/2 Loss of Function Alterations And/or Other Defects in the DDR Pathway,PHASE1,Phase 1,NOT_YET_RECRUITING,112,"Danatlas Pharmaceuticals Co., Ltd",Danatlas Pharmaceuticals,3,1,0,multi_experimental,3,dat-2645 tablet,dat-2645 tablet,PARP,Small Molecule,BRCA1;BRCA2,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06620029,"BMX-001 + Paclitaxel in Adult Patients With Advanced, Recurrent, Metastatic Ovarian or Endometrial Cancer",PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,27,"BioMimetix JV, LLC",BioMimetix JV,5,1,0,single_arm,1,bmx-001;paclitaxel (taxol),bmx-001;paclitaxel (taxol),,,biomarker,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 0-1
NCT06671548,Efficacy & Safety Study of Relugolix in Women With Heavy Menstrual Bleeding Associated With Uterine Fibroids,PHASE3,Phase 3,RECRUITING,120,"Qilu Pharmaceutical Co., Ltd.",Qilu Pharmaceutical,108,1,0,placebo_comparator,2,relugolix placebo,relugolix,GnRH,Small Molecule,,0,1,0,0,0,0,0,0,0,,
NCT06672653,Tolerance and Effectiveness of C14 on HPV Infection,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,66,MGB Pharma,MGB Pharma,1,1,0,placebo_comparator,2,distilled water group,"the monoterpenoid zinc tetra-ascorbo-camphorate (""c14"")",,,,0,1,0,0,0,0,0,0,0,,
NCT06677190,Belzutifan in Recurrent Clear Cell Carcinoma of Gynecologic Origin,PHASE2,Phase 2,RECRUITING,32,Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,326,0,1,single_arm,1,belzutifan,belzutifan,HIF-2α,Small Molecule,HIF-2α;VHL,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06692166,A Study to Evaluate 9MW2821 Versus Treatment of Physician's Choice for Subjects With Recurrent or Metastatic Cervical Cancer,PHASE3,Phase 3,RECRUITING,420,"Mabwell (Shanghai) Bioscience Co., Ltd.",Mabwell (Shanghai) Bioscience,33,1,0,active_comparator,2,,9mw2821,Nectin-4,ADC,TROP-1,1,0,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06695845,A Phase 2 Study of Zanidatamab in Patients With HER2-expressing Tumors,PHASE2,Phase 2,RECRUITING,200,Jazz Pharmaceuticals,Jazz Pharmaceuticals,59,1,0,single_arm,1,zanidatamab,zanidatamab,HER2,Bispecific Antibody,ALK;BRAF;EGFR;HER2;KRAS;MET;ROS1,1,1,0,1,0,0,0,0,1,HER2+,metastatic · small-cell · measurable (RECIST)
NCT06710847,"A Study to Investigate the Safety, Pharmacokinetics, and Preliminary Effectiveness of GSK4418959 Alone or in Combination With Other Anti-cancer Agents in Participants With Solid Tumors",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,14,GlaxoSmithKline,GSK,468,1,1,multi_experimental,3,gsk4418959,gsk4418959;pd-1 inhibitor,WRN,Small Molecule,MMR;MSI;MSI-H;dMMR,0,1,1,0,0,0,0,0,1,MSI-H/dMMR,metastatic · squamous · measurable (RECIST)
NCT06712472,Randomized Phase III Trial Testing Maintenance Olaparib Versus Observation After Adjuvant Chemoradiation for p53abn Endometrial Cancer,PHASE3,Phase 3,RECRUITING,554,"Gustave Roussy, Cancer Campus, Grand Paris","Gustave Roussy, Cancer Campus, Grand Paris",31,0,1,multi_experimental,2,olaparib (,olaparib (,PARP,Small Molecule,P53ABN,0,1,0,0,0,1,0,0,1,POLEm,metastatic · ductal
NCT06714617,Evaluate BL-M17D1 in Patients w/HER2-Expressing/Mutant Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,120,SystImmune Inc.,SystImmune,7,1,0,multi_experimental,3,bl-m17d1,bl-m17d1,HER2,ADC,HER2;MET,1,1,0,1,0,0,0,1,1,HER2+,metastatic · 2nd-line+ · squamous · measurable (RECIST) · ECOG 0-1
NCT06724263,"A Multicenter, Open-label Phase IIa Clinical Study to Evaluate the Efficacy and Safety of B1962 Injection in the Treatment of Advanced Malignant Solid Tumors",PHASE2,Phase 2,NOT_YET_RECRUITING,120,"Tasly Biopharmaceuticals Co., Ltd.",Tasly Biopharmaceuticals,3,1,0,single_arm,1,b1962,b1962,,,ER;PD-L1;PR,0,1,0,0,1,0,1,0,1,PD-L1+,metastatic · 1st-line · squamous · measurable (RECIST)
NCT06730347,A Study of Lorigerlimab in Participants With Advanced Solid Tumors,PHASE2,Phase 2,RECRUITING,80,MacroGenics,MacroGenics,29,1,0,multi_experimental,4,lorigerlimab,lorigerlimab,PD-1,Bispecific Antibody,PD-L1;PR,1,1,0,0,1,0,1,1,1,PD-L1+,metastatic · 1st-line · squamous · measurable (RECIST)
NCT06738966,"A Study of BL0175 Injection in Postmenopausal Female Adults With HR-positive, Locally Advanced or Metastatic Cancer",PHASE1,Phase 1,RECRUITING,9,"Shanghai Best-Link Bioscience, LLC",Shanghai Best-Link Bioscience,6,1,0,multi_experimental,5,bl0175,bl0175,HER2,Peptide,ER;HER2;PR,0,1,0,1,0,0,0,0,1,HER2+,metastatic · squamous
NCT06746116,A Study to Evaluate the Use of Durvalumab in Combination With Platinum-based Chemotherapy Followed by Durvalumab With Olaparib as First-line Treatment in Advanced or Recurrent Endometrial Cancer in Spain,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,45,AstraZeneca,AstraZeneca,780,1,1,single_arm,1,durvalumab + chemotherapy phase;durvalumab + olaparib phase,durvalumab + chemotherapy phase;durvalumab + olaparib phase,PD-L1,Monoclonal Antibody,MET;MMR;PD-L1;biomarker;pMMR,1,1,0,0,1,0,1,0,1,PD-L1+,metastatic · 1st-line · measurable (RECIST) · ECOG 2
NCT06747585,A Study to Investigate ALE.P02 as Monotherapy in Adult Patients With Selected CLDN1+ Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,170,Alentis Therapeutics AG,Alentis Therapeutics,3,1,0,multi_experimental,3,ale.p02,ale.p02,CLDN1,ADC,CLDN1,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06751277,QL1706 Combined with Chemotherapy in the Treatment of Recurrent or Metastatic Endometrial Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,26,xiang yang,xiang yang,1,0,0,single_arm,1,followed by ql1706;ql1706 plus carboplatin plus paclitaxel for six to eight cycles at the investigator's discretion,followed by ql1706;ql1706 plus carboplatin plus paclitaxel for six to eight cycles at the investigator's discretion,PD-1/CTLA-4,Bispecific Antibody,PD-L1,1,1,0,0,1,0,1,1,1,PD-L1+,metastatic · 1st-line · squamous · measurable (RECIST)
NCT06751329,A Study of DM002 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,280,"Xadcera Biopharmaceutical (Suzhou) Co., Ltd.",Xadcera Biopharmaceutical (Suzhou),2,1,0,multi_experimental,5,dm002,dm002,HER3,ADC,biomarker,1,1,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT06755515,"A Phase Ⅱ/Ⅲ Study of Rulonilimab Plus Chemotherapy± Bevacizumab for the First-Line Treatment of Persistent, Recurrent or Metastatic Cervical Cancer",PHASE2;PHASE3,Phase 3,ENROLLING_BY_INVITATION,510,"Shandong New Time Pharmaceutical Co., LTD",Shandong New Time Pharmaceutical,21,1,0,placebo_comparator,2,cisplatin/carboplatin + paclitaxel ± bevacizumab,cisplatin/carboplatin + paclitaxel ± bevacizumab;rulonilimab,LAG-3,Monoclonal Antibody,MET;PD-L1,1,1,0,0,1,0,1,1,1,PD-L1+,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT06758557,A Study to Evaluate the Safety and Efficacy of HB0025 Injection in Patients With Advanced Solid Tumor,PHASE1;PHASE2,Phase 2,RECRUITING,282,"Huabo Biopharm Co., Ltd.",Huabo Biopharm,8,1,0,multi_experimental,6,hb0025,carboplatin;hb0025;paclitaxel;pemetrexed,PD-L1,Bispecific Antibody,ALK;BRAF;MET;NTRK;PD-L1;RET;ROS1;genomic,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST) · ECOG 0
NCT06760676,"A Multiple Tumor Species, Open and Multi-center Clinical Study of Alpaloritovorelli Antibodies (QL-1706) Combined with Pulsed Low Dose Rate External Irradiation (PLDR) for Disease Progression After Previous Anti-tumor Therapy",PHASE1,Phase 1,NOT_YET_RECRUITING,90,Anhui Provincial Hospital,Anhui Provincial Hospital,6,0,0,single_arm,1,alpaloritovorelli antibodies;pulsed low dose rate radiotherapy (pldr),alpaloritovorelli antibodies;pulsed low dose rate radiotherapy (pldr),PD-1,,,0,1,0,0,0,0,1,0,0,,metastatic · 1st-line · squamous · measurable (RECIST) · ECOG 0
NCT06769152,A Phase II Clinical Study to Evaluate the Efficacy and Safety of HLX43 (Anti-PD-L1 ADC) in Patients With Advanced Gynecological Malignant Tumors,PHASE2,Phase 2,RECRUITING,190,Shanghai Henlius Biotech,Shanghai Henlius,98,1,0,multi_experimental,4,hlx43,hlx43,PD-L1,ADC,PD-L1,1,1,0,0,1,0,1,0,1,PD-L1+,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT06774963,A Phase 1 Study of LNCB74 in Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,145,"NextCure, Inc.",NextCure,8,1,0,multi_experimental,2,lncb74,lncb74,B7-H4,ADC,,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT06792552,A Phase I Study of SIM0505 in Participants With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,738,"NextCure, Inc.",NextCure,8,1,0,multi_experimental,5,sim0505 for injection,sim0505 for injection,CDH6,ADC,PD-L1;PR;biomarker,1,1,0,0,1,0,1,1,1,PD-L1+,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT06795009,Zanzalintinib in Combination With Paclitaxel in Recurrent High Grade Uterine Cancer,PHASE1,Phase 1,RECRUITING,36,Washington University School of Medicine,Washington University School of Medicine,178,0,0,multi_experimental,3,paclitaxel;zanzalintinib,paclitaxel;zanzalintinib,EGFR,Small Molecule,HER2;MET;MSI;MSI-H;PD-L1;dMMR,0,1,1,1,0,0,0,0,1,"MSI-H/dMMR, HER2+",metastatic · measurable (RECIST)
NCT06799637,Study of XNW28012 in Subjects With Advanced Solid Tumors Who Failed Standard Treatments,PHASE1;PHASE2,Phase 2,RECRUITING,350,Evopoint Biosciences Inc.,Evopoint Biosciences,13,1,0,single_arm,1,xnw28012,,TF,Cell Therapy,,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 2
NCT06805864,Pembrolizumab Concurrent With and Following Carbon-ion Radiotherapy for Locally Advanced Cervical Adenocarcinoma,PHASE2,Phase 2,NOT_YET_RECRUITING,45,Gunma University,Gunma University,1,0,1,single_arm,1,pembrolizumab (keytruda),pembrolizumab (keytruda),PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,1,0,0,0,1,PD-L1+,adenoca. · measurable (RECIST)
NCT06814496,Radiation Combined With BIspecific T-Cell Engager in DLL3 Expressing Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,30,University of Arizona,University of Arizona,8,0,1,multi_experimental,4,tarlatamab,concurrent radiation therapy;sequential radiation therapy;tarlatamab,DLL3,Bispecific Antibody,DLL3;MET,1,1,0,0,0,0,1,1,0,,metastatic · 1st-line · small-cell · measurable (RECIST)
NCT06840886,A Study of PHST001 in Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,272,Pheast Therapeutics,Pheast Therapeutics,1,1,0,multi_experimental,2,phst001,chemotherapy per standard of care;phst001,CD24,Small Molecule,,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT06859775,SHR-A1811 Combination Regimen for the Treatment of Recurrent or Metastatic Cervical Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,100,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,multi_experimental,3,adebelimab injection;bevacizumab injection;shr-a1811,adebelimab injection;bevacizumab injection;carboplatin injection;cisplatin injection;shr-8068;shr-a1811,HER2,ADC,HER2,1,1,0,0,0,0,0,0,0,,metastatic
NCT06906341,Relacorilant in Combination With Different Treatment Regimens in Patients With Gynecological Cancers,PHASE2,Phase 2,RECRUITING,270,Corcept Therapeutics,Corcept Therapeutics,18,1,0,multi_experimental,3,nab-paclitaxel;relacorilant,bevacizumab;nab-paclitaxel;relacorilant,VEGF/VEGFR,Monoclonal Antibody,,1,1,0,0,0,0,0,0,0,,metastatic
NCT06910657,IDOV-Immune for Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,78,"ViroMissile, Inc.",ViroMissile,1,1,0,single_arm,1,idov-immune (oncolytic vaccinia virus),idov-immune (oncolytic vaccinia virus),,Oncolytic Virus,,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06925724,A Study of Ivonescimab in People With Endometrial and Cervical Cancers,PHASE2,Phase 2,RECRUITING,50,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,0,multi_experimental,2,ivonescimab,ivonescimab,PD-1,Bispecific Antibody,BRAF;MSS;PD-L1;pMMR,1,1,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06943521,A Study of MT-4561 in Patients With Various Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,27,"Tanabe Pharma America, Inc.",Tanabe Pharma America,3,1,0,single_arm,1,mt-4561,mt-4561,BRD4,Small Molecule,,0,1,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06943833,A Study of Volrustomig in Women With High Risk Locally Advanced Cervical Cancer (IVOLGA),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,37,AstraZeneca,AstraZeneca,780,1,1,single_arm,1,volrustomig,volrustomig,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,1,0,0,0,1,PD-L1+,metastatic · adenoca.
NCT06952504,A Study to Compare Sacituzumab Tirumotecan (MK-2870) in Combination With Pembrolizumab (MK-3475) Versus Pembrolizumab Alone as Treatment in Participants With Mismatch Repair Proficient Endometrial Cancer (MK-2870-033/TroFuse-033/GOG-3119/ENGOT-en29),PHASE3,Phase 3,RECRUITING,1123,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,4,carboplatin;cisplatin;docetaxel;paclitaxel;pembrolizumab;sacituzumab tirumotecan,carboplatin;cisplatin;docetaxel;paclitaxel;pembrolizumab;sacituzumab tirumotecan,PD-1,Monoclonal Antibody,MMR;PD-L1;dMMR,1,1,1,0,0,0,0,0,1,MSI-H/dMMR,recurrent · measurable (RECIST)
NCT06974110,Study of Orally Administered MOMA-341 in Participants With Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,132,MOMA Therapeutics,MOMA Therapeutics,2,1,0,multi_experimental,3,moma-341,immunotherapy;irinotecan;moma-341,WRN,Small Molecule,MET;MMR;MSI;MSI-H;TA repeat expansions;dMMR,0,1,1,0,0,0,0,0,1,MSI-H/dMMR,metastatic · measurable (RECIST) · ECOG 2
NCT06989112,"DESTINY-Endometrial01: A Phase III Study of Trastuzumab Deruxtecan Plus Rilvegostomig or Pembrolizumab as First-Line Treatment of HER2-Expressing (IHC 3+/2+), Mismatch Repair Proficient (pMMR) Endometrial Cancer",PHASE3,Phase 3,RECRUITING,600,AstraZeneca,AstraZeneca,780,1,1,active_comparator,3,carboplatin;docetaxel;paclitaxel;pembrolizumab,pembrolizumab;rilvegostomig;trastuzumab deruxtecan,PD-1,Monoclonal Antibody,HER2;PD-L1,1,1,0,1,1,0,0,0,1,"HER2+, PD-L1+",metastatic · measurable (RECIST) · ECOG 0-1
NCT06999187,"A Study of DR-0202 in Patients With Locally Advanced or Metastatic, Relapsed or Refractory Carcinomas",PHASE1,Phase 1,RECRUITING,96,Dren Bio,Dren Bio,2,1,0,multi_experimental,8,dr-0202,dr-0202,,Bispecific Antibody,HER2,1,1,0,1,0,0,0,1,1,HER2+,metastatic · 2nd-line+ · measurable (RECIST)
NCT07006727,Phase I Study of [225Ac]Ac-ETN029 in Patients With Advanced DLL3-expressing Solid Tumors,PHASE1,Phase 1,RECRUITING,123,Novartis Pharmaceuticals,Novartis,836,1,1,single_arm,1,111in-etn029;225ac-etn029,111in-etn029;225ac-etn029,DLL3,Radiopharmaceutical,DLL3;PD-L1,0,1,0,0,1,0,0,0,1,PD-L1+,metastatic · measurable (RECIST)
NCT07013851,Clinical Trial to Assess the Efficacy of Dostarlimab as Neoadjuvant Therapy in Patients With MMRd/MSI-H Stage II-III Endometrial Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,25,Grupo Español de Investigación en Cáncer de Ovario,Grupo Español de Investigación en Cáncer de Ovario,8,0,1,single_arm,1,dostarlimab,dostarlimab,PD-1,Monoclonal Antibody,MSI;MSI-H;dMMR,1,1,0,0,0,0,1,0,0,,metastatic · 1st-line · adenoca.
NCT07020117,A Study of [225Ac]Ac-AKY-1189 in Patients With Solid Tumors,PHASE1,Phase 1,RECRUITING,150,"Aktis Oncology, Inc.",Aktis Oncology,2,1,0,single_arm,1,[225ac]ac-aky-1189 (therapeutic);[64cu]cu-aky-1189 (imaging),[225ac]ac-aky-1189 (therapeutic);[64cu]cu-aky-1189 (imaging),NECTIN4,Radiopharmaceutical,NECTIN4,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07022483,Study of Trastuzumab Deruxtecan Versus Standard of Care Chemotherapy for HER2-Expressing (IHC 3+/2+) Endometrial Cancer,PHASE3,Phase 3,RECRUITING,710,Daiichi Sankyo,Daiichi Sankyo,178,1,1,active_comparator,2,,trastuzumab deruxtecan,HER2,ADC,HER2,1,0,0,1,0,1,0,0,1,"HER2+, POLEm",recurrent
NCT07038369,A Phase 1 Study of ATV-1601 in Patients With Advanced Cancer That Have AKT1 E17K Mutations,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,134,"Atavistik Bio, Inc",Atavistik Bio,1,1,0,multi_experimental,2,,atv-1601;atv-1601 + fulvestrant,AKT1,Small Molecule,AKT1;BRAF;HER2;KRAS,0,1,0,1,0,0,0,0,1,HER2+,metastatic · measurable (RECIST)
NCT07044336,Puxitatug Samrotecan (AZD8205) Monotherapy vs Chemotherapy in B7-H4-selected Endometrial Cancer (Bluestar-Endometrial01),PHASE3,Phase 3,RECRUITING,800,AstraZeneca,AstraZeneca,780,1,1,active_comparator,2,doxorubicin;paclitaxel,puxitatug samrotecan,B7-H4,ADC,B7-H4;PD-L1,1,1,0,0,1,0,0,0,1,PD-L1+,metastatic · measurable (RECIST)
NCT07046923,A Study of LY4175408 in Participants With Advanced Cancer,PHASE1,Phase 1,RECRUITING,240,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,5,ly4175408,carboplatin;cisplatin;ly4175408;pembrolizumab,PTK7,ADC,HER2;genomic,1,1,0,1,0,0,1,0,1,HER2−,metastatic · 1st-line · small-cell · measurable (RECIST)
NCT07051486,A Phase II Trial of SHR-A1811 in HER2-Expressing Recurrent/Metastatic Cervical Cancer,PHASE2,Phase 2,RECRUITING,60,"Jiangsu HengRui Medicine Co., Ltd.",Hengrui,312,1,0,single_arm,1,shr-a1811 injection,shr-a1811 injection,HER2,ADC,HER2,1,1,0,0,0,0,0,0,0,,metastatic
NCT07054567,A Study of BL-B01D1 + Pembrolizumab ± Bevacizumab in Patients With Recurrent or Metastatic Cervical Cancer and Endometrial Cancer,PHASE2,Phase 2,RECRUITING,96,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,bevacizumab;bl-b01d1;pembrolizumab,bevacizumab;bl-b01d1;pembrolizumab,PD-1,ADC,PD-L1,1,1,0,0,1,0,0,0,1,PD-L1+,metastatic · measurable (RECIST)
NCT07064018,"Trial of Single Protein Encapsulated Doxorubicin, SPEDOX-6 in Advanced Malignancies",PHASE1;PHASE2,Phase 2,RECRUITING,67,"University of California, Irvine","University of California, Irvine",22,0,0,multi_experimental,8,spedox-6,filgrastim;pegfilgrastim;spedox-6,KRAS,Small Molecule,FCRN;KRAS,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07070518,Study of GV20-0251 in Participants With Solid Tumor Malignancies,PHASE1;PHASE2,Phase 2,RECRUITING,350,GV20 Therapeutics,GV20 Therapeutics,3,1,0,single_arm,1,gv20-0251,gv20-0251,IGSF8,Oncolytic Virus,IGSF8 RNA;IGSF8 membrane protein;PD-L1,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT07072728,Psilocybin-Assisted Psychotherapy in Cancer Patients With Adjustment Disorder,PHASE2,Phase 2,RECRUITING,87,Psyence Australia Pty Ltd,Psyence Australia Pty,1,1,0,active_comparator,3,psilocybin therapy,,,,,0,0,0,0,0,0,0,0,0,,metastatic
NCT07080216,Study of ZG005 in Combination With Gecacitinib in Participants With Advanced Cervical Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,120,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Suzhou Zelgen Biopharmaceuticals,49,1,0,multi_experimental,2,bevacizumab;gecacitinib;zg005,bevacizumab;gecacitinib;zg005,VEGF/VEGFR,Bispecific Antibody,,1,1,0,0,0,0,0,0,0,,advanced · adenoca.
NCT07081984,Study of TI-0093 Injection With Recurrent/Metastatic HPV-16 Positive Solid Tumors,PHASE1,Phase 1,RECRUITING,12,Therorna,Therorna,1,1,0,single_arm,1,therapeutic tumor vaccine,therapeutic tumor vaccine,HPV-16,Oncolytic Virus,HPV-16,1,1,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT07106827,A Study of GV20-0251 in Advanced or Refractory Solid Tumors,PHASE1,Phase 1,RECRUITING,10,West China Hospital,West China Hospital,11,0,0,single_arm,1,gv20-0251,gv20-0251,IGSF8,Oncolytic Virus,IGSF8 RNA;IGSF8 membrane protein;PD-L1,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT07108270,A Study of Dostarlimab in Combination With Carboplatin-paclitaxel in Chinese Participants With Primary Advanced or Recurrent Endometrial Cancer (EC),PHASE2,Phase 2,RECRUITING,30,GlaxoSmithKline,GSK,468,1,1,single_arm,1,carboplatin;dostarlimab;paclitaxel,carboplatin;dostarlimab;paclitaxel,PD-1,Monoclonal Antibody,MMR;MSI;MSI-H;PD-L1;dMMR,1,1,1,0,1,0,0,0,1,"MSI-H/dMMR, PD-L1+",metastatic · measurable (RECIST) · ECOG 0
NCT07109726,A Phase 1/2 Trial of TER-2013 in Patients With Solid Tumors Harboring AKT/PI3K/PTEN Pathway Alterations,PHASE1;PHASE2,Phase 2,RECRUITING,205,Terremoto Biosciences Inc.,Terremoto Biosciences,1,1,0,multi_experimental,4,ter-2013,fulvestrant injection;ter-2013,AKT,Small Molecule,AKT;BRAF;HER2;KRAS;PI3K;PTEN,0,1,0,1,0,0,0,0,1,HER2+,metastatic · adenoca. · measurable (RECIST)
NCT07114601,A Study of LY4257496 in Participants With Cancer (OMNIRAY),PHASE1,Phase 1,RECRUITING,421,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,5,diagnostic test: ly4257529;ly4257496,diagnostic test: ly4257529;ly4257496;standard of care anticancer therapies,GRPR,Radiopharmaceutical,ER;GRPR;HER2,0,1,0,1,0,0,0,1,1,HER2+,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
