nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,PD-L1_CPS,HPV_p16,EGFR,MSI-H/dMMR,first_line,later_line,biomarker_selected
NCT07358806,Study to Assess the Effect of OCT-598 in Patients With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,51,Oscotec Inc.,Oscotec,3,1,0,multi_experimental,9,oct-598,docetaxel;oct-598,EP2/EP4,Small Molecule,,0,1,0,0,1,0,0,1,1
NCT07358884,First in Human Study of QLS5316 in Solid Tumors,PHASE1,Phase 1,NOT_YET_RECRUITING,300,"Qilu Pharmaceutical Co., Ltd.",Qilu Pharmaceutical,108,1,0,single_arm,1,qls5316,qls5316,,,MET,0,1,0,0,1,0,0,0,1
NCT07390838,A Study of SH009 Injection in Patients With Advanced Solid Tumors.,PHASE1,Phase 1,RECRUITING,150,"Nanjing Sanhome Pharmaceutical, Co., Ltd.",Nanjing Sanhome Pharmaceutical,16,1,0,single_arm,1,sh009,sh009,,,PD-L1;biomarker,0,1,1,0,0,0,0,0,1
NCT07408063,A Comprehensive Multiomic Biomarker Evaluation Across Two Single-arm Cohorts to Elucidate Mechanisms of Response and Resistance in Recurrent/Metastatic (R/M) Head and Neck Squamous Cell Carcinoma (HNSCC),PHASE2,Phase 2,RECRUITING,30,"University Health Network, Toronto","University Health Network, Toronto",91,0,1,multi_experimental,2,gsk5764227,dostarlimab;gsk5764227,B7-H3,ADC,MET;MSI-H;PD-L1;biomarker,1,1,0,1,0,0,1,1,1
NCT07423078,Window of Opportunity in Preserving Laryngeal Function Trial,PHASE2,Phase 2,RECRUITING,87,Matthew Spector,Matthew Spector,3,0,0,multi_experimental,3,carboplatin;cisplatin;paclitaxel;toripalimab,carboplatin;cisplatin;paclitaxel;radiation therapy;toripalimab,PD-1,Monoclonal Antibody,MET;PD-L1,1,1,0,0,0,0,1,0,0
NCT07455032,Neoadjuvant CADI-05 in Combination With Pembrolizumab for Surgically Resectable Locally Advanced Head and Neck Squamous Cell Carcinomas,PHASE1,Phase 1,RECRUITING,22,Fox Chase Cancer Center,Fox Chase Cancer Center,34,0,0,single_arm,1,intradermal injection of cadi-05;pembrolizumab,intradermal injection of cadi-05;pembrolizumab,PD-1,,PD-L1,0,1,1,1,0,0,0,0,1
NCT07459283,"The Safety, Dosimetry and Efficacy of 177Lu-INN805 in Patients With Malignant Solid Tumors",EARLY_PHASE1,Phase 1,RECRUITING,10,"FindCure Biosciences (ZhongShan) Co., Ltd.",FindCure Biosciences (ZhongShan),5,1,0,single_arm,1,inn805,inn805,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0
NCT07462377,A Phase 1 Study of EPI-326 in EGFR-mutant NSCLC and HNSCC,PHASE1,Phase 1,RECRUITING,110,EpiBiologics,EpiBiologics,1,1,0,single_arm,1,epi-326,epi-326,EGFR,Bispecific Antibody,EGFR,1,1,0,0,1,0,0,0,1
NCT07465276,Neoadjuvant Ficerafusp Alfa With Pembrolizumab in Resectable SCC,PHASE2,Phase 2,RECRUITING,32,Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,326,0,0,single_arm,1,ficerafusp alfa;pembrolizumab,ficerafusp alfa;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,1,1,0,0,0,1
NCT07484139,"H&N NEO-COMBAT XL: Neoadjuvant XL-092 (Zanzalintinib) and Pembrolizumab (Keytruda) in Surgically Resectable, HPV Negative Oral Cavity Squamous Cell Carcinoma (OCSCC)",PHASE2,Phase 2,NOT_YET_RECRUITING,26,UNC Lineberger Comprehensive Cancer Center,UNC Lineberger Comprehensive Cancer Center,85,0,0,single_arm,1,pembrolizumab;xl092,pembrolizumab;xl092,PD-1,Small Molecule,PD-L1,0,1,1,1,0,0,0,0,1
NCT07485569,Drug Repurposing in Thyroid Carcinoma: a Feasibility Trial,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,10,Radboud University Medical Center,Radboud University Medical Center,32,0,0,single_arm,1,personalised treatment,personalised treatment,,,molecular profiling,0,1,0,0,0,0,0,1,0
NCT07501650,Pembrolizumab Plus Ultrasound-Induced Microbubble Cavitation in Head and Neck Cancer,PHASE1,Phase 1,RECRUITING,6,Thomas Jefferson University,Thomas Jefferson University,22,0,0,single_arm,1,definity;device: ultrasound-induced microbubble cavitation;pembrolizumab,definity;device: ultrasound-induced microbubble cavitation;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,1,0,0,0,0,1
NCT07503808,A Study of IDE034 in Adult Participants With Locally Advanced/Metastatic Solid Tumors Types,PHASE1,Phase 1,RECRUITING,150,IDEAYA Biosciences,IDEAYA Biosciences,11,1,0,multi_experimental,2,ide034,ide034,PTK7,ADC,HER2,1,1,0,0,1,0,0,0,1
NCT07513324,Risk-adapted Therapy in HPV-positive Oropharyngeal Cancer Using Circulating Tumor (ct) HPV DNA Profiling (ReACT 2.0),PHASE2,Phase 2,NOT_YET_RECRUITING,116,Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,326,0,1,active_comparator,2,observation,pembroluzimab,PD-1,Monoclonal Antibody,HPV;MET;PD-L1,1,1,1,1,0,0,0,0,1
NCT07517198,Dose Determining Study of EXS74539 (REC-4539) in Participants With Select Solid Tumors,PHASE1,Phase 1,RECRUITING,40,"Exscientia AI Ltd., a wholly owned subsidiary of Recursion Pharmaceuticals, Inc.","Exscientia AI Ltd., a wholly owned subsidiary of Recursion Pharmaceuticals",3,1,0,single_arm,1,exs74539,exs74539,LSD1,Small Molecule,,0,1,0,0,0,0,0,1,0
NCT07521670,Sacituzumab Tirumotecan in Recurrent/Metastatic Adenoid Cystic Carcinoma and Papillary Thyroid Carcinoma (STRAP),PHASE2,Phase 2,NOT_YET_RECRUITING,68,"National Cancer Centre, Singapore","National Cancer Centre, Singapore",19,0,1,single_arm,1,sacituzumab tirumotecan,sacituzumab tirumotecan,TROP-1,ADC,MET;TROP-1;TROP2,1,1,0,0,0,0,0,1,0
NCT07529873,Phase II Study of Ficerafusp Alfa in Combination With Nivolumab in Patients With Platinum-refractory Head and Neck Squamous Cell Carcinoma,PHASE2,Phase 2,NOT_YET_RECRUITING,131,Groupe Oncologie Radiotherapie Tete et Cou,Groupe Oncologie Radiotherapie Tete et Cou,7,0,0,active_comparator,2,nivolumab,ficerafusp alfa;nivolumab,PD-1,Monoclonal Antibody,CD30;PD-L1,1,1,1,1,1,0,0,0,1
NCT07552558,"Ficerafusp Alfa, Pembrolizumab, and Stereotactic Body Radiotherapy (SBRT) for Head and Neck Squamous Cell Carcinoma (HNSCC)",PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,45,Washington University School of Medicine,Washington University School of Medicine,178,0,0,multi_experimental,5,ficerafusp alfa;hypofractionated stereotactic body radiotherapy (sbrt);pembrolizumab,ficerafusp alfa;hypofractionated stereotactic body radiotherapy (sbrt);pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,1,0,0,0,0,1
NCT07554768,Neoadjuvant Radio-immunotherapy Versus Immunotherapy Alone for Locally Advanced HNSCC,PHASE2,Phase 2,NOT_YET_RECRUITING,36,Chen Chunyan,Chen Chunyan,1,0,0,active_comparator,2,adebrelimab,adebrelimab;radiotherapy,PD-1,Monoclonal Antibody,PD-L1,1,1,1,1,0,0,1,0,1
NCT07578467,Combining Neo-adjuvant ATR-inhibition With Nodal SBRT for Early-stage Resectable HPV+ OPSCCs,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,35,Abramson Cancer Center at Penn Medicine,Abramson Cancer Center at Penn Medicine,31,0,0,single_arm,1,atrn-119;stereotactic body radiation therapy (sbrt),atrn-119;stereotactic body radiation therapy (sbrt),ATR,Small Molecule,TP53,0,1,0,1,0,0,0,0,1
NCT07583316,"A Phase 1 First-in-Human Study of CRPA1A2, a MAGE-A1/HLA-A*02:01 Bispecific T-Cell Engager, in Patients With Solid Tumors",PHASE1,Phase 1,NOT_YET_RECRUITING,192,"Corregene Biotechnology Co., Ltd",Corregene Biotechnology,4,1,0,multi_experimental,3,crpa1a2,crpa1a2,MAGE-A1,Bispecific Antibody,HLA-A*02:01;MAGE-A1;MET,1,1,0,0,0,0,0,0,0
NCT07586124,Pucotenlimab Plus Becotatug Vedotin in Perioperative Treatment of Locally Advanced Resectable Head and Neck Squamous Cell Carcinoma,PHASE2,Phase 2,RECRUITING,80,"Lepu Biopharma Co., Ltd.",Lepu Biopharma,16,1,0,placebo_comparator,2,pucotenlimab injection,becotatug vedotin for injection;pucotenlimab injection,CD33,ADC,PD-L1,1,1,1,0,0,0,0,0,1
NCT07589205,"Study of IBI3028 in Participants With Locally Advanced, Unresectable, or Metastatic Solid Tumors",PHASE1,Phase 1,RECRUITING,493,"Innovent Biopharmaceutical Technology (Hangzhou) Co., LTD.",Innovent,107,1,0,single_arm,1,drug: ibi3028,drug: ibi3028,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1
NCT07601204,Treatment of Recurrent/Metastatic Head and Neck Cancer,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,128,"Shanghai Chia Tai Tianqing Pharmaceutical Technology Development Co., Ltd.",Shanghai Chia Tai Tianqing Pharmaceutical Technology Development,7,1,0,single_arm,1,tqb2922 subcutaneous injection,tqb2922 subcutaneous injection,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,1,0,1,0,1
NCT07602842,A Study of IDP-001 in Advanced or Metastatic Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,132,"InduPro, Inc.",InduPro,1,1,0,multi_experimental,2,idp-001,idp-001,EGFR,ADC,,1,1,0,0,0,0,0,0,0
NCT07613723,"A Study to Test the Safety, Tolerability and Effect of ZI-MA4-1 for Patients With Locally Advanced or Metastatic Solid Malignancies",PHASE1,Phase 1,RECRUITING,9,Zelluna Immunotherapy AS,Zelluna Immunotherapy AS,1,1,0,single_arm,1,cyclophosphamide;fludarabine;zi-ma4-1 (tcr-nk cells),cyclophosphamide;fludarabine;zi-ma4-1 (tcr-nk cells),MAGE-A4,Cell Therapy,HLA-A*02:01;MAGE-A4,1,1,0,0,0,0,0,0,0
NCT07617805,EGFR/HER2 Dual-Target CAR-NK Cells for Recurrent or Metastatic HNSCC,PHASE1;PHASE2,Phase 2,RECRUITING,42,Beijing Biotech,Beijing Biotech,30,1,0,single_arm,1,cyclophosphamide;egfr/her2 dual-target car-nk cells;fludarabine,cyclophosphamide;egfr/her2 dual-target car-nk cells;fludarabine,EGFR,CAR-T,EGFR;HER2;PD-L1;biomarker;genomic,1,1,1,0,1,0,0,0,1
NCT07620574,Long-Term Extension Study for Participants Previously Enrolled in an Exelixis-Sponsored Study,PHASE3,Phase 3,ENROLLING_BY_INVITATION,5000,Exelixis,Exelixis,52,1,1,single_arm,1,abiraterone;atezolizumab;cabozantinib;enzalutamide;nivolumab;zanzalintinib,abiraterone;atezolizumab;cabozantinib;enzalutamide;nivolumab;zanzalintinib,MET,Small Molecule,MET;PD-L1,0,1,0,0,0,0,0,0,0
NCT07623369,A First-in-Human Study of HH160 in Participants With Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,299,Huahui Health,Huahui Health,3,1,0,multi_experimental,3,hh160,hh160,PD-1,Bispecific Antibody,,1,1,0,0,0,0,0,0,0
NCT07623642,"A Phase II Study of GV20-0251 in Combination With Anti-PD-1 Monoclonal Antibodies in Patients With Unresectable, Locally Advanced, or Metastatic Solid Tumors.",PHASE2,Phase 2,NOT_YET_RECRUITING,227,GV20 Therapeutics,GV20 Therapeutics,3,1,0,single_arm,1,anti-pd-1 monoclonal antibodies;gv20-0251,anti-pd-1 monoclonal antibodies;gv20-0251,IGSF8,Monoclonal Antibody,IGSF8 RNA;IGSF8 membrane protein;PD-L1,1,1,1,0,0,0,1,0,1
NCT07628062,"Phase 2 Study of NAI, HPV Vaccine, and Nab-Paclitaxel in HPV-Positive Oropharyngeal Cancer Followed by De-Intensified Radiation Compared With Standard Chemoradiation",PHASE2,Phase 2,NOT_YET_RECRUITING,70,"ImmunityBio, Inc.",ImmunityBio,63,1,0,active_comparator,3,cisplatin;de-intensified imrt;standard of care imrt,cisplatin;de-intensified imrt;had5-hpv vaccine (ibrx-042);nab-paclitaxel;nogapendekin alfa inbakicept (nai),HPV,Oncolytic Virus,HPV,1,1,0,1,0,0,1,0,1
NCT07631650,Bevonescein for Improved Intraoperative Nerve Visualization to Improve Voice Outcomes in Thyroidectomy Patients,PHASE2,Phase 2,RECRUITING,40,Matthew Spector,Matthew Spector,3,0,0,single_arm,1,bevonescein (alm 488) infusion,bevonescein (alm 488) infusion,,ADC,MET,1,1,0,0,0,0,0,0,0
NCT07650266,A Study of Cemiplimab and Fianlimab in People With Nasopharyngeal Carcinoma,PHASE1,Phase 1,NOT_YET_RECRUITING,60,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,1,active_comparator,2,cemiplimab;fianlimab,cemiplimab,PD-1,Monoclonal Antibody,,1,1,0,0,0,0,0,0,0
NCT07662720,A Phase II Trial for MOR Antagonism With Axelopran to Enhance Immunotherapy in Head and Neck Cancer,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,18,Glycyx Therapeutics,Glycyx Therapeutics,1,1,0,single_arm,1,axelopran;pembolizumab,axelopran;pembolizumab,PD-1,Monoclonal Antibody,PD-L1;biomarker,1,1,1,0,1,0,1,0,1
NCT07667296,APG-157 in Locally Advanced Head and Neck Squamous Cell Carcinoma,PHASE3,Phase 3,NOT_YET_RECRUITING,826,"Aveta Biomics, Inc.",Aveta Biomics,3,1,0,active_comparator,4,radiation/;surgery,apg-157;radiation/;surgery,BCL2,Small Molecule,BCL-2;MET;PD-L1,0,1,1,1,0,0,1,0,1
NCT07668154,A Phase II Study to Evaluate the Efficacy and Safety of SKB571 in Recurrent or Metastatic HNSCC Participants,PHASE2,Phase 2,RECRUITING,120,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd.",Kelun,50,1,0,multi_experimental,3,skb571,carboplatin;cisplatin;pembrolizumab;skb571,,,,0,1,0,0,0,0,0,0,0
NCT07732634,"RiMO-HNC-NEO1: Phase 2 Study of RiMO-301 and Hypofractionated Radiotherapy With Pembrolizumab for the Neoadjuvant Treatment of Resectable, Locally Advanced Head-Neck Cancer",PHASE2,Phase 2,NOT_YET_RECRUITING,20,University of Illinois at Chicago,University of Illinois at Chicago,8,0,0,single_arm,1,pembrolizumab;radiation;rimo-301;surgical resection,pembrolizumab;radiation;rimo-301;surgical resection,PD-1,,,0,1,0,1,0,0,0,0,1
NCT07743723,A Study of IOV-5001 in Adults With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,106,"Iovance Biotherapeutics, Inc.",Iovance Biotherapeutics,15,1,0,multi_experimental,5,iov-5001,iov-5001,,,ALK;ER;HER2;MMR;MSI;MSI-H;PD-L1;PR;ROS1;dMMR;genomic,0,1,1,0,1,1,0,0,1
NCT07744126,"A Study to Assess Adverse Events, Change in Disease Activity and Optimal Dose of Intravenous (IV) Telisotuzumab Adizutecan With IV Pembrolizumab for First-Line Treatment of Adult Participants With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma",PHASE2,Phase 2,NOT_YET_RECRUITING,150,AbbVie,AbbVie,274,1,1,active_comparator,3,carboplatin;cisplatin;fluorouracil;pembrolizumab,pembrolizumab;telisotuzumab adizutecan,PD-1,Monoclonal Antibody,MET;PD-L1,1,1,0,0,0,0,0,0,0
NCT07752875,A Study of LG00313112 in Participants With Advanced Solid Malignancies Harboring a TP53 Y220C Mutation,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,250,LG Chem,LG Chem,2,1,0,single_arm,1,lg00313112,lg00313112,,,,0,1,0,0,0,0,0,1,0
NCT07755397,"First in Human Multicenter Open Name Dose-increase, Consolidation Method to Study Safety Drug-level in Blood & Drug Metabolism Clinical Activity of Oral JBI-778 in Lung Cancer Patients With, Without Brain Metastasis IDH Mutated WHO Grade 3,4 Recurrent Glioma, Salivary Glands Tumor",PHASE1,Phase 1,RECRUITING,30,Jubilant Therapeutics India Limited,Jubilant Therapeutics India,1,1,0,single_arm,1,jbi-778,jbi-778,EGFR,Small Molecule,,0,1,0,0,1,0,0,1,1
NCT07756190,"Radscopal Radiotherapy Plus Immunotherapy for Chemotherapy-Ineligible Patients With Newly Diagnosed Metastatic Nasopharyngeal Cancer: A Single-Center, Open-Label, Phase II Study",PHASE2,Phase 2,NOT_YET_RECRUITING,28,Sun Yat-sen University,Sun Yat-sen University,73,0,0,single_arm,1,ipilimumab;radscopal radiotherapy;sintilimab,ipilimumab;radscopal radiotherapy;sintilimab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1
NCT07758621,SYS6010 vs Investigator's Choice of Monotherapy in Patients With Recurrent or Metastatic HNSCC,PHASE3,Phase 3,NOT_YET_RECRUITING,340,"CSPC Megalith Biopharmaceutical Co.,Ltd.",CSPC Megalith Biopharmaceutical,29,1,0,active_comparator,2,investigator's choice of monotherapy,sys6010,,,,0,1,0,0,1,0,0,0,1
NCT07763639,A Study of SI-B036 in Patients With Locally Advanced or Metastatic Head and Neck Tumors and Other Solid Tumors,PHASE1,Phase 1,NOT_YET_RECRUITING,30,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,si-b036,si-b036,,,,0,1,0,0,0,0,0,0,0
NCT07766889,Neoadjuvant Presurgical Becotatug Vedotin (MRG003) Plus Pucotenlimab (HX008) in Oral Cavity Squamous Cell Carcinoma,PHASE2,Phase 2,NOT_YET_RECRUITING,32,Sun Yat-sen University,Sun Yat-sen University,73,0,0,single_arm,1,becotatug vedotin (mrg003);pucotenlimab,becotatug vedotin (mrg003);pucotenlimab,PD-L1,ADC,PD-L1;biomarker,1,1,1,0,0,0,1,0,1
NCT07768189,A Study to Evaluate CRB-701 Compared to Investigator's Choice Therapy in Previously Treated Oropharyngeal Squamous Cell Carcinoma,PHASE3,Phase 3,NOT_YET_RECRUITING,260,Corbus Pharmaceuticals Inc.,Corbus Pharmaceuticals,3,1,0,active_comparator,2,capcitabine;cetuximab (egfr inhibitor);docetaxel,crb-701,NECTIN4,ADC,NECTIN-4,1,1,0,0,0,0,0,1,0
NCT07783321,A Study of Anti-PD-1 Antibody With or Without BL-B01D1 as Maintenance Therapy Following Anti-PD-1 Antibody Plus Chemotherapy for the First-line Treatment of Recurrent or Metastatic Nasopharyngeal Carcinoma (PANKU-NPC02),PHASE3,Phase 3,NOT_YET_RECRUITING,404,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,active_comparator,2,cisplatin;gemcitabine;pd-1 monoclonal antibody,bl-b01d1;cisplatin;gemcitabine;pd-1 monoclonal antibody,PD-1,,,0,1,0,0,1,0,0,1,1
NCT07788950,A Study of BL-M08D1 in Patients With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma and Other Solid Tumors,PHASE2,Phase 2,NOT_YET_RECRUITING,30,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,bl-m08d1,bl-m08d1,,,,0,1,0,0,0,0,0,0,0
NCT07791745,A Clinical Trial Comparing the Efficacy and Safety of Anyouping® and Platinum-based Chemotherapy With or Without Enlituo® in Advanced Recurrent/Metastatic Head and Neck Squamous Cell Carcinoma.,PHASE2;PHASE3,Phase 3,NOT_YET_RECRUITING,362,"Taizhou Mabtech Pharmaceutical Co.,Ltd",Taizhou Mabtech Pharmaceutical,5,1,0,placebo_comparator,2,placebo-enlituo + anyouping + pbc,enlituo + anyouping + pbc,,,MET;PD-L1,0,1,1,1,1,0,1,1,1
NCT07795034,To Evaluate the Efficacy and Safety of Accelerator-Based Boron Neutron Capture Therapy (AB-BNCT) Combined With NBB-001 and NBB-002 for Patients With Recurrent Head and Neck Malignancies,PHASE2,Phase 2,RECRUITING,35,"Neuboron Bio-SciTech Co., Ltd.",Neuboron Bio-SciTech,1,1,0,single_arm,1,boron neutron capture therapy,boron neutron capture therapy,,,,0,1,0,0,0,0,0,0,0
NCT07797881,A Study of BL-B01D1 With or Without PD-1 Monoclonal Antibody in Patients With High-Risk Locally Advanced Nasopharyngeal Carcinoma,PHASE2,Phase 2,NOT_YET_RECRUITING,60,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,active_comparator,3,cisplatin;gemcitabine,bl-b01d1;pd-1 monoclonal antibody,PD-1,,,0,1,0,0,0,0,0,0,0
NCT07807163,A Study Evaluating Ficerafusp Alfa (BCA101) QW in Combination With Pembrolizumab vs Alternative Ficerafusp Alfa Dosing in 1L R or M HNSCC,PHASE2,Phase 2,RECRUITING,160,Bicara Therapeutics,Bicara,3,1,0,multi_experimental,2,ficerafusp alfa;pembrolizumab (keytruda),ficerafusp alfa;pembrolizumab (keytruda),PD-L1,Monoclonal Antibody,PD-L1,1,1,1,1,1,0,0,0,1
NCT07807956,"A Study to Assess Adverse Events, Change in Disease Activity and How Intravenous ABBV-253 Moves Through the Body in Adult Participants With Advanced Solid Tumors",PHASE1,Phase 1,NOT_YET_RECRUITING,130,AbbVie,AbbVie,274,1,1,multi_experimental,4,abbv-253,abbv-253,,,,0,1,0,0,0,0,0,0,0
NCT07812467,Rimegepant-Sensitized Neoadjuvant Chemoimmunotherapy for Oral or Oropharyngeal Squamous Cell Carcinoma,PHASE2,Phase 2,NOT_YET_RECRUITING,220,Shanghai Zhongshan Hospital,Shanghai Zhongshan Hospital,14,0,1,active_comparator,3,cisplatin;nab-paclitaxel;tislelizumab,cisplatin;nab-paclitaxel;rimegepant;tislelizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0
NCT07812805,SKL35501 With SKL35502 Imaging in Adults With NTSR1 Positive Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,100,"SK Life Science, Inc.",SK Life Science,2,1,0,multi_experimental,2,diagnostic test: skl35502;skl35501,diagnostic test: skl35502;skl35501,,Small Molecule,MSI;MSI-H;dMMR,0,1,0,0,1,1,0,1,1
NCT07814248,"A Phase 1, First-in-Human (FIH), Open-Label, Dose-Escalation and Dose Expansion Study of the Peptide Drug Conjugate (PDC), TS-104, as a Monotherapy in Subjects With Select Advanced Solid Tumors",PHASE1,Phase 1,NOT_YET_RECRUITING,74,"TwoStep Therapeutics, Inc.",TwoStep Therapeutics,1,1,0,multi_experimental,3,ts-104,ts-104,,ADC,MET,1,1,0,0,0,0,0,0,0
