nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,RAS/RAF_wt,MSI-H/dMMR,MSS/pMMR,HER2,BRAF_mut,KRAS_G12C,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT07221058,Adaptive Radiation Boost for Rectal Cancer,PHASE1,Phase 1,RECRUITING,37,Fox Chase Cancer Center,Fox Chase Cancer Center,34,0,0,single_arm,1,adaptive radiotherapy boost,adaptive radiotherapy boost,,,,0,1,0,0,0,0,0,0,0,1,0,,2nd-line+ · adenoca.
NCT07221357,"A Study to Evaluate the Safety and Efficacy of Pumitamig in Combination With Chemotherapy Versus Bevacizumab in Combination With Chemotherapy in Participants With Previously Untreated, Unresectable, or Metastatic Colorectal Cancer",PHASE2;PHASE3,Phase 3,RECRUITING,990,Bristol-Myers Squibb,Bristol Myers Squibb,764,1,1,multi_experimental,5,FOLFIRI;FOLFOX;pumitamig,CAPOX;FOLFIRI;FOLFOX;pumitamig,VEGF/VEGFR,Monoclonal Antibody,BRAF;MMR;MSI;MSI-H;PD-L1;dMMR,1,1,0,1,0,0,0,0,1,0,1,MSI-H/dMMR,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT07222800,Symbiotic-GI-03: A Study to Learn About the Study Medicine Called PF-08634404 in Combination With Chemotherapy in Adult Participants With Metastatic Colorectal Cancer,PHASE3,Phase 3,RECRUITING,800,Pfizer,Pfizer,687,1,1,active_comparator,2,bevacizumab,pf-08634404,PD-1,Bispecific Antibody,BRAF;MMR;MMR-PROFICIENT;MSI;MSI-H;PD-L1;RAS;ctDNA;dMMR;pMMR,1,1,0,1,0,0,1,0,0,0,1,"MSI-H/dMMR, BRAFm",metastatic · adenoca. · measurable (RECIST) · ECOG 0-1
NCT07223047,"A Study to Evaluate the Safety, Tolerability, and Efficacy of BMS-986523 Alone and in Combination With Anti-Cancer Agents in Participants With Advanced Solid Malignancies",PHASE1;PHASE2,Phase 2,RECRUITING,252,Bristol-Myers Squibb,Bristol Myers Squibb,764,1,1,multi_experimental,6,bms-986523,bms-986523;cetuximab;gemcitabine;nab-paclitaxel;pembrolizumab,,,KRAS;PD-L1,0,1,0,0,0,0,0,0,0,0,0,,metastatic
NCT07224022,Cemiplimab With Fianlimab for Resectable Non-Metastatic Colon Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,24,"John Strickler, M.D.","John Strickler, M.D.",3,0,1,single_arm,1,cemiplimab + fianlimab [fixed dose combination (fdc)],cemiplimab + fianlimab [fixed dose combination (fdc)],PD-1,Monoclonal Antibody,MMR;MSI-H;PD-L1,1,1,0,0,1,0,0,0,1,0,1,MSS/pMMR,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT07227168,A Study of STRO-004 in Adults With Refractory/Recurrent Metastatic Cancer,PHASE1,Phase 1,RECRUITING,200,"Sutro Biopharma, Inc.",Sutro Biopharma,8,1,0,multi_experimental,3,stro-004,pembrolizumab;stro-004,PD-1,ADC,genomic,1,1,0,0,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT07227636,A Study of Botensilimab and Balstilimab for Colorectal Cancer With ctDNA+ After Surgery and Chemotherapy,PHASE2,Phase 2,RECRUITING,284,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,0,multi_experimental,4,balstilimab;botensilimab,balstilimab;botensilimab,PD-1,Monoclonal Antibody,MSI;MSI-H;PD-L1,1,1,0,1,1,0,0,0,0,0,1,"MSI-H/dMMR, MSS/pMMR",metastatic · ECOG 0
NCT07228832,Phase III Study of Ivonescimab or Bevacizumab Combined With FOLFOX in Patients With Metastatic Colorectal Cancer,PHASE3,Phase 3,RECRUITING,600,Summit Therapeutics,Summit Therapeutics,5,1,0,active_comparator,2,drug: bevacizumab injection,drug: ivonescimab injection,PD-1/VEGF,Bispecific Antibody,BRAF;KRAS;MMR;MSI;MSI-H;dMMR,1,1,0,1,0,0,1,0,0,0,1,"MSI-H/dMMR, BRAFm",metastatic
NCT07233850,A Phase II Clinical Study Evaluating SSGJ-706 in Combination Therapy for Advanced Gastrointestinal Cancers,PHASE2,Phase 2,NOT_YET_RECRUITING,300,"Shenyang Sunshine Pharmaceutical Co., LTD.",Shenyang Sunshine Pharmaceutical,14,1,0,multi_experimental,4,,ssgj-706+ag;ssgj-706+bevacizumab+xelox;ssgj-706+tp;ssgj-706+xelox,,,HER2;MSI;MSI-H;dMMR,0,1,0,1,0,1,0,0,0,1,1,"MSI-H/dMMR, HER2+",metastatic · 2nd-line+ · adenoca. · measurable (RECIST) · ECOG 0-1
NCT07235293,A Study to Test DSP107 in Combination With Atezolizumab in Comparison With Fruquintinib as a New Treatment for Colorectal Cancer.,PHASE2,Phase 2,RECRUITING,90,Kahr Bio Australia Pty Ltd,Kahr Bio Australia Pty,1,1,0,active_comparator,2,fruquintinib,dsp107 + atezolizumab,PD-L1,Monoclonal Antibody,MSI-STABLE,1,1,0,0,1,0,0,0,0,0,1,MSS/pMMR,metastatic · measurable (RECIST)
NCT07244705,A Study of ABT-301 Plus Tislelizumab With Bevacizumab in pMMR/Non-MSI-H Locally Advanced or mCRC,PHASE1;PHASE2,Phase 2,RECRUITING,66,"Anbogen Therapeutics, Inc.",Anbogen Therapeutics,2,1,0,multi_experimental,2,abt-301;bevacizumab (avastin);tislelizumab,abt-301;bevacizumab (avastin);tislelizumab,HDAC,Small Molecule,BRAF;HER2;KRAS;MET;MSI;MSI-H;NTRK;Non-MSI-H;PD-L1;RET;biomarker;pMMR,0,1,0,1,1,1,1,1,0,0,1,"MSI-H/dMMR, MSS/pMMR, HER2+, BRAFm, KRAS G12C",metastatic · ductal · measurable (RECIST)
NCT07247396,CEA CAR-T Therapy After Cytoreduction in Colorectal Cancer Patients With Peritoneal Metastases,PHASE1,Phase 1,RECRUITING,12,"Second Affiliated Hospital, Zhejiang University, School of Medicine","Second Affiliated Hospital, Zhejiang University, School of Medicine",12,0,0,single_arm,1,cea-targeted car-t cells,cea-targeted car-t cells,CEA,CAR-T,CEA,1,1,0,0,0,0,0,0,0,0,0,,metastatic
NCT07255664,"A FIH, Phase I/IIa, Trial Assessing Feasibility of Administrations of TIL-based Immunotherapy in Patients With Metastatic CRC and PC",PHASE1;PHASE2,Phase 2,RECRUITING,12,CuraCell TX AB,CuraCell TX,1,1,0,single_arm,1,cc-38;cyclophosphamid;interleukin-2;pembrolizumab;uromitexan,cc-38;cyclophosphamid;interleukin-2;pembrolizumab;uromitexan,,Cell Therapy,BRAF,1,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07259590,A Study of GFH375 Combined With Cetuximab or Chemotherapy in Participants With Solid Tumors Harboring KRAS G12D Mutation,PHASE1;PHASE2,Phase 2,RECRUITING,126,Genfleet Therapeutics (Shanghai) Inc.,Genfleet Therapeutics (Shanghai),15,1,0,multi_experimental,2,gfh375,gfh375,,Monoclonal Antibody,KRAS,1,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07260058,Immune Cell Therapy for Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,48,"Liaoning Medical Diagnosis and Treatment Technology Research and Development Co., Ltd.",Liaoning Medical Diagnosis and Treatment Technology Research and Development,1,1,0,active_comparator,2,standard,autologous immune cells;standard,,Cell Therapy,,1,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07261631,Phase I Study of [177Lu]Lu-DFC413 in Patients With Solid Tumors,PHASE1,Phase 1,RECRUITING,180,Novartis Pharmaceuticals,Novartis,836,1,1,single_arm,1,177lu-dfc413;68ga-nns309,177lu-dfc413;68ga-nns309,,Radiopharmaceutical,HER2;MMR;MSI;MSI-H;dMMR;genomic,0,1,0,1,0,1,0,0,0,0,1,"MSI-H/dMMR, HER2+",metastatic · ductal
NCT07262619,"EIK1005-002: A Clinical Research Study Evaluating EIK1005, a Werner Helicase Inhibitor, as Monotherapy and in Combination With Pembrolizumab in Participants With Advanced Solid Tumors Including Microsatellite Instability High (MSI-H) Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,160,Eikon Therapeutics,Eikon Therapeutics,10,1,1,multi_experimental,3,eik1005,eik1005;pembrolizumab (keytruda ),WRN,Small Molecule,MMR;MSI;MSI-H;dMMR,0,1,0,1,1,0,0,0,0,1,1,"MSI-H/dMMR, MSS/pMMR",metastatic · 2nd-line+ · measurable (RECIST) · ECOG 0-1
NCT07272642,"A Phase 1, Multicenter Imaging Study of LNTH-2403 in Participants With Locally Advanced or Metastatic Solid Tumors.",PHASE1,Phase 1,NOT_YET_RECRUITING,16,"Radiopharm Theranostics, Ltd",Radiopharm Theranostics,7,1,0,single_arm,1,lnth-2403,lnth-2403,LRRC15,Radiopharmaceutical,biomarker,0,1,0,0,0,0,0,0,0,0,0,,metastatic · squamous
NCT07277322,Neoadjuvant Dupilumab and Toripalimab in MSS CRC Subjects With Resectable Liver Metastases,PHASE1;PHASE2,Phase 2,RECRUITING,24,Dan Feng,Dan Feng,2,0,0,single_arm,1,dupilumab;toripalimab,dupilumab;toripalimab,IL-4R,Monoclonal Antibody,MET;MSI;MSI-H,1,1,0,1,1,0,0,0,1,0,1,"MSI-H/dMMR, MSS/pMMR",metastatic · 1st-line · squamous
NCT07281716,Combination Immunotherapy for the Treatment of Chemotherapy-refractory Metastatic MSS CRC,PHASE1;PHASE2,Phase 2,RECRUITING,24,Dan Feng,Dan Feng,2,0,0,single_arm,1,nadunolimab;toripalimab,nadunolimab;toripalimab,IL1RAP,Monoclonal Antibody,MSI;MSI-H;PD-L1,1,1,0,1,1,0,0,0,0,0,1,"MSI-H/dMMR, MSS/pMMR",
NCT07281768,Capecitabine/Oxaliplatin Chemotherapy and Cemiplimab With or Without Fianlimab or REGN7075 in Locally Advanced Rectal Cancer,PHASE2,Phase 2,RECRUITING,66,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,160,0,1,multi_experimental,3,capecitabine;cemiplimab;oxaliplatin,capecitabine;cemiplimab;fianlimab;oxaliplatin;regn7075,PD-1,Monoclonal Antibody,MMR;PD-L1,1,1,0,0,1,0,0,0,0,0,1,MSS/pMMR,metastatic · adenoca.
NCT07283367,A Phase Ib/II Trial of HS-20110 Combination Therapies in Advanced Colorectal Cancer Patients.,PHASE1;PHASE2,Phase 2,RECRUITING,502,Hansoh BioMedical R&D Company,Hansoh,82,1,0,multi_experimental,3,,cohort 1: hs-20110+ bevacizumab+5-fu/leucovorin;cohort 2: hs-20110+bevacizumab+oxaliplatin+5-fu/leucovorin;cohort 3: hs-20110+bevacizumab+oxaliplatin+capecitabine,VEGF/VEGFR,Monoclonal Antibody,BRAF;MSI;MSI-H,1,1,0,1,0,0,1,0,0,1,1,"MSI-H/dMMR, BRAFm",advanced · 2nd-line+ · measurable (RECIST)
NCT07284849,A Study to Evaluate the Efficacy and Safety of Standard-of-Care Chemotherapy and Bevacizumab With or Without INCA33890 in the First-Line Treatment of Metastatic Microsatellite Stable Colorectal Cancer,PHASE3,Phase 3,RECRUITING,700,Incyte Corporation,Incyte,162,1,0,placebo_comparator,2,FOLFOX;bevacizumab,FOLFOX;bevacizumab;inca33890,VEGF/VEGFR,Bispecific Antibody,BRAF;CD8;CXCL10;CXCL9;FOXP3;Granzyme B;HLA-DR;IFNγ;KI67;MSI;MSI-H;MSS;PSMAD;dMMR,1,1,0,1,0,0,1,0,0,0,1,"MSI-H/dMMR, BRAFm",metastatic · adenoca. · measurable (RECIST)
NCT07300150,A Study of PT0511 in Participants With KRAS Mutated or Amplified Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,210,"PAQ Therapeutics, Inc.",PAQ Therapeutics,2,1,0,multi_experimental,9,pt0511,cetuximab;pt0511,KRAS,Small Molecule,KRAS,0,1,1,0,0,0,0,0,0,0,1,RAS/RAF wt,metastatic · squamous · measurable (RECIST)
NCT07314294,Phase II Study of EMB-01 in Recurrent/Metastatic Colorectal Cancer Patients,PHASE2,Phase 2,RECRUITING,54,"Shanghai EpimAb Biotherapeutics Co., Ltd.",Shanghai EpimAb Biotherapeutics,10,1,0,multi_experimental,2,emb-01,emb-01;then every 2 weeks thereafter,EGFR,Bispecific Antibody,BRAF;EGFR;HER2;KRAS;MET;NTRK;RET,1,1,0,0,0,1,1,0,0,1,1,"HER2+, BRAFm",metastatic · 2nd-line+ · measurable (RECIST)
NCT07318805,A Study to Learn About the Study Medicine Called PF-08032562 in People With Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,260,Pfizer,Pfizer,687,1,1,multi_experimental,7,pf-08032562,bevacizumab;cetuximab;fluorouracil;fulvestrant;leucovorin;oxaliplatin;pf-08032562,,,,0,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07321106,"A Study to Investigate the Safety, Tolerability, Pharmacokinetics, and Anti-tumor Activity of CBI-1214 T Cell Engager in Participants With Advanced or Metastatic MSS/MSI-L Colorectal Cancer",PHASE1,Phase 1,RECRUITING,80,Cartography Biosciences,Cartography Biosciences,1,1,0,single_arm,1,cbi-1214,cbi-1214,LY6G6D,Bispecific Antibody,BRAF;HER2;MSI;MSI-H;MSI-L;MSS;dMMR;genomic,1,1,0,1,1,1,1,0,0,1,1,"MSI-H/dMMR, MSS/pMMR, HER2+, BRAFm",metastatic · 2nd-line+ · ductal
NCT07321847,Injection of IP-001 Into Thermally Ablated Hepatic Tumors in Patients With Colorectal Liver Metastases,PHASE2;PHASE3,Phase 3,NOT_YET_RECRUITING,717,"Immunophotonics, Inc.",Immunophotonics,2,1,0,active_comparator,3,microwave (thermal) tumor ablation,1.0% ip-001 for injection;a;microwave (thermal) tumor ablation,,Oncolytic Virus,MET,1,1,0,0,0,0,0,0,0,0,0,,metastatic
NCT07328087,"COLONYVAQ™, a Quantum-Classical Guided Personalized Neoantigen Vaccine for MSS Stage III Colorectal Cancer",EARLY_PHASE1,Phase 1,RECRUITING,12,Biogenea Pharmaceuticals Ltd.,Biogenea Pharmaceuticals,4,1,0,single_arm,1,experimental: colonyvaq-crc + mfolfox6 or capox + nivolumab,experimental: colonyvaq-crc + mfolfox6 or capox + nivolumab,PD-1,Monoclonal Antibody,MMR;MSI;MSI-H;PD-L1;dMMR,1,1,0,1,1,0,0,0,0,0,1,"MSI-H/dMMR, MSS/pMMR",metastatic · adenoca.
NCT07340567,Personalizing Chemotherapy Selection After Surgery for Patients With Stage III Colorectal Cancer Using a Blood Test,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,2450,UNICANCER,UNICANCER,64,0,0,active_comparator,4,FOLFOX;capecitabine;oxaliplatin,FOLFIRINOX;capecitabine,,,MSI;dMMR,0,1,0,1,1,0,0,0,0,0,1,"MSI-H/dMMR, MSS/pMMR",metastatic · adenoca.
NCT07341737,SL-28 for Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,60,Second Life Therapeutics,Second Life Therapeutics,1,1,0,multi_experimental,3,sl-28,sl-28,,,biomarker,0,1,0,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07348211,First in Human Study of SIM0610 in Solid Tumors,PHASE1,Phase 1,RECRUITING,260,"Jiangsu Simcere Pharmaceutical Co., Ltd.",Jiangsu Simcere Pharmaceutical,44,1,0,multi_experimental,2,sim0610 for injection,sim0610 for injection,,,,0,1,0,0,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT07349537,Study of RMC-5127 in Patients With Advanced KRAS G12V-Mutant Solid Tumors,PHASE1,Phase 1,RECRUITING,574,"Revolution Medicines, Inc.",Revolution Medicines,19,1,0,multi_experimental,3,rmc-5127,cetuximab;daraxonrasib;rmc-5127,KRAS,Small Molecule,KRAS,0,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07357220,A Study of AK112 in Combination With VG2025 in Colorectal Cancer With Liver Metastases,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,72,Akeso,Akeso,103,1,0,multi_experimental,2,ak112,ak112;vg2025,,Oncolytic Virus,BRAF;CEA;MSI;MSI-H;dMMR,1,1,0,1,0,0,1,0,0,1,1,"MSI-H/dMMR, BRAFm",metastatic · 2nd-line+ · adenoca. · measurable (RECIST) · ECOG 0
NCT07358585,A Phase Ib/II Study to Evaluate HLX43 Combined With HLX07 or Serplulimab in Patients With Advanced or Metastatic Colorectal Cancer,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,126,Shanghai Henlius Biotech,Shanghai Henlius,98,1,0,multi_experimental,4,,hlx43 dose 1 + hlx07;hlx43 dose 2 + hlx07;hlx43 dose 3 + serplulimab;hlx43 dose 4 + serplulimab,PD-L1,ADC,BRAF;MSI;MSI-H;PD-L1;dMMR,1,1,1,1,0,0,0,0,1,0,1,"RAS/RAF wt, MSI-H/dMMR",metastatic · 1st-line · adenoca.
NCT07358884,First in Human Study of QLS5316 in Solid Tumors,PHASE1,Phase 1,NOT_YET_RECRUITING,300,"Qilu Pharmaceutical Co., Ltd.",Qilu Pharmaceutical,108,1,0,single_arm,1,qls5316,qls5316,,,MET,0,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07359456,Testing Ivonescimab in Combination With Chemotherapy in Patients With Metastatic Colorectal Cancers Without Liver Metastases,PHASE2,Phase 2,NOT_YET_RECRUITING,130,UNICANCER,UNICANCER,64,0,0,active_comparator,2,bevacizumab;folfiri protocol,folfiri protocol;ivonescimab,VEGF/VEGFR,Monoclonal Antibody,BRAF;MSI;MSI-H;MSS;dMMR;pMMR,1,1,0,1,1,0,1,0,1,1,1,"MSI-H/dMMR, MSS/pMMR, BRAFm",metastatic · 1st-line · squamous · measurable (RECIST)
NCT07361003,A Phase Ib/III Study of Suvemcitug Plus FTD/TPI in Participants With Refractory Metastatic Colorectal Cancer,PHASE3,Phase 3,RECRUITING,464,"Jiangsu Simcere Pharmaceutical Co., Ltd.",Jiangsu Simcere Pharmaceutical,44,1,0,placebo_comparator,2,suvemcitug placebo injection;trifluridine/tipiracil tablets,suvemcitug injection;trifluridine/tipiracil tablets,VEGF/VEGFR,Monoclonal Antibody,,1,1,1,0,0,0,0,0,0,1,1,RAS/RAF wt,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07376707,A Phase 1 Study of TGI-5 as Monotherapy and in Combination With Nivolumab in Subjects With Locally Advanced/Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,194,"Hefei TG ImmunoPharma Co., Ltd.",Hefei TG ImmunoPharma,1,0,0,single_arm,1,tgi-5,tgi-5,PD-1,Monoclonal Antibody,ALK;BRAF;KRAS;MET;MSI;MSI-H;PD-L1,1,1,1,1,0,0,1,0,0,1,1,"RAS/RAF wt, MSI-H/dMMR, BRAFm",metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07381777,XELOX Plus DoSTARlimab Versus XELOX Alone as Consolidation Treatment After Standard Chemoradiation in pMMR/MSS or MSI-Low Locally Advanced Rectal Cancer (LARC) Patients,PHASE2,Phase 2,NOT_YET_RECRUITING,270,Gruppo Oncologico Italiano di Ricerca Clinica,Gruppo Oncologico Italiano di Ricerca Clinica,6,0,1,active_comparator,2,xelox (capecitabine and oxaliplatin),dostarlimab;xelox (capecitabine and oxaliplatin),PD-1,Monoclonal Antibody,MMR;MSI;MSI-H;dMMR,1,1,0,1,1,0,0,0,0,0,1,"MSI-H/dMMR, MSS/pMMR",metastatic · adenoca.
NCT07384377,"JSKN003 Versus Physician Choiced Treatment in Patients With HER2-positive and Advanced Colorectal Cancer Who Had Failed to Respond to Oxaliplatin, 5-Fu, and Irinotecan",PHASE3,Phase 3,NOT_YET_RECRUITING,123,Shanghai JMT-Bio Inc.,Shanghai JMT-Bio,33,1,0,active_comparator,2,fruquintinib.;include: tas-102;jskn003;physician choiced treatment;regorafenib,,HER2,Monoclonal Antibody,BRAF;HER2;MSI;MSI-H;PD-L1;dMMR,1,1,0,1,0,1,1,0,0,1,1,"MSI-H/dMMR, HER2+, BRAFm",metastatic · 2nd-line+ · measurable (RECIST) · ECOG 0-1
NCT07391566,LPM6690176 in Combination With Chemotherapy and Bevacizumab in Metastatic Colorectal Cancer Patients With RAS Mutation,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,99,Luye Pharma Group Ltd.,Luye Pharma,17,1,0,multi_experimental,3,bevacizumab;folfiri (5-fluorouracil;irinotecan);leucovorin;lpm6690176,bevacizumab;folfiri (5-fluorouracil;irinotecan);leucovorin;lpm6690176,VEGF/VEGFR,,MMR;MSI;MSI-H;dMMR,0,1,0,1,0,0,0,0,1,0,1,MSI-H/dMMR,metastatic · 1st-line · measurable (RECIST) · ECOG 0
NCT07397338,Study of RAS(ON) Inhibitors in Combination With Ivonescimab in Patients With Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,370,"Revolution Medicines, Inc.",Revolution Medicines,19,1,0,multi_experimental,3,ivonescimab,carboplatin/cisplatin + pemetrexed (cohort b2 only);carboplatin/cisplatin + pemetrexed (dose expansion only);cetuximab (cohort c2 only);daraxonrasib;daraxonrasib (cohort b1 only);elironrasib;ivonescimab;zoldonrasib,PD-1,Bispecific Antibody,BRAF;KRAS;MSS;PD-L1;VEGF;pMMR,1,1,0,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07407465,Upfront Trastuzumab-Deruxtecan Plus Capecitabine and Bevacizumab for Patients With HER-2 Positive Metastatic Colorectal Cancer.,PHASE2,Phase 2,RECRUITING,42,Gruppo Oncologico del Nord-Ovest,Gruppo Oncologico del Nord-Ovest,8,0,1,single_arm,1,bevacizumab;capecitabine;trastuzumab-deruxtecan (t-dxd),bevacizumab;capecitabine;trastuzumab-deruxtecan (t-dxd),VEGF/VEGFR,Monoclonal Antibody,HER2,1,1,0,0,1,1,0,0,0,0,1,"MSS/pMMR, HER2+",metastatic · adenoca. · measurable (RECIST)
NCT07412613,"Neoadjuvant/Adjuvant AK104 in Microsatellite Instability-high or Mismatch Repair-deficient, Resectable Colon Cancer",PHASE3,Phase 3,RECRUITING,386,Akeso,Akeso,103,1,0,active_comparator,2,5- fluorouracil;capecitabine;leucovorin;oxaliplatin,cadonilimab (ak104),PD-1,Bispecific Antibody,MMR;MSI;MSI-H;PD-L1;dMMR,1,1,0,1,0,0,0,0,0,0,1,MSI-H/dMMR,resectable · adenoca.
NCT07416552,A Study to Investigate CEA-PRIT 2.0 in Participants With Metastatic Colorectal Cancer (mCRC),PHASE1,Phase 1,RECRUITING,180,Hoffmann-La Roche,Roche/Genentech,922,1,1,multi_experimental,3,212pb-dotam;split abs,203pb-dotam;212pb-dotam;split abs,CEA,Radiopharmaceutical,CEA;MMR,0,1,0,0,1,0,0,0,0,0,1,MSS/pMMR,metastatic · adenoca. · measurable (RECIST)
NCT07432633,[18F]FPyQCP PET Imaging of Fibroblast Activation Protein in Selected Oncology Indications,PHASE1;PHASE2,Phase 2,RECRUITING,71,Blue Earth Diagnostics,Blue Earth Diagnostics,11,1,0,single_arm,1,[18f]fpyqcp,[18f]fpyqcp,FAP,Radiopharmaceutical,,0,1,0,0,0,0,0,0,1,0,0,,metastatic · 1st-line · squamous
NCT07433673,"Gemcitabine, Cisplatin, Nab-paclitaxel (GAP) and Cemiplimab for Locally Advanced Biliary Tract Cancer (BTC)",PHASE2,Phase 2,RECRUITING,20,Columbia University,Columbia University,40,0,1,single_arm,1,cemiplimab,cemiplimab,PD-1,Monoclonal Antibody,MET;PD-L1,1,1,0,0,0,0,0,0,1,0,0,,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT07435038,Study of BPI-572270 in Patients With Advanced Solid Tumors Harboring Specific Mutations in RAS,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,120,"Betta Pharmaceuticals Co., Ltd.",Betta Pharmaceuticals,66,1,0,single_arm,1,bpi-572270,bpi-572270,KRAS,Small Molecule,KRAS,0,1,0,0,0,0,0,0,0,0,0,,metastatic
NCT07438626,Phase II Trial of Sacituzumab Tirumotecan in Patients With SMARCB1-Deficient Renal Medullary Carcinoma,PHASE2,Phase 2,NOT_YET_RECRUITING,20,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,1,single_arm,1,sacituzumab tirumotecan,sacituzumab tirumotecan,TROP-1,ADC,MET;TROP-1;TROP2,1,1,0,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca.
NCT07446322,"FOLFIRI and Bevacizumab With or Without Pelareorep for Second-Line Treatment of Metastatic RAS-Mutated, Microsatellite-Stable Colorectal Cancer",PHASE2,Phase 2,RECRUITING,60,Oncolytics Biotech,Oncolytics Biotech,15,1,0,multi_experimental,2,FOLFIRI;bevacizumab,FOLFIRI;bevacizumab;pelareorep,VEGF/VEGFR,Monoclonal Antibody,MMR;MSI;MSI-H;dMMR,1,1,0,1,0,0,0,0,1,1,1,MSI-H/dMMR,metastatic · 1st-line · measurable (RECIST)
NCT07454642,AVA6103 in Subjects With Locally Advanced or Metastatic Selected Solid Tumors,PHASE1,Phase 1,RECRUITING,174,Avacta Life Sciences Ltd,Avacta Life Sciences,2,1,0,multi_experimental,3,ava6103,ava6103,FAP,Peptide,FAP;SLFN11,0,1,0,0,0,0,0,0,0,0,0,,metastatic
NCT07454720,A Clinical Study of Adebrelimab in Combination With SHR-8068 and Chemoradiotherapy as Perioperative Therapy for Locally Advanced Rectal Cancer,PHASE2;PHASE3,Phase 3,RECRUITING,165,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,multi_experimental,3,,adebrelimab combined with;adebrelimab in combination with shr-8068 and,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0,0,0,,metastatic
NCT07462143,A Phase Ⅱ/Ⅲ Clinical Trial of RC148 Plus Chemotherapy as 1L Therapy for Unresectable or Metastatic Colorectal Cancer,PHASE2;PHASE3,Phase 3,RECRUITING,80,"RemeGen Co., Ltd.",RemeGen,51,1,0,multi_experimental,2,,rc148 (dose 1) plus capecitabine and oxaliplatin;rc148 (dose 2) plus capecitabine and oxaliplatin,,,MMR;MSI;MSI-H;biomarker;dMMR,0,1,0,1,0,0,0,0,0,1,1,MSI-H/dMMR,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07462650,Dual-Target CAR-NK Cells for Biomarker-Selected Advanced Colorectal Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,48,Beijing Biotech,Beijing Biotech,30,1,0,multi_experimental,3,eb-duo-car-nk-cea/gcc (iv),eb-duo-car-nk-cea/gcc (iv),CEA,CAR-T,CEACAM5;GUCY2C;HER2;biomarker,1,1,0,0,0,1,0,0,0,0,1,HER2+,metastatic · adenoca. · measurable (RECIST)
NCT07463599,Safety and Efficacy of Tegavivint in Patients With Metastatic Colorectal Carcinoma,PHASE1;PHASE2,Phase 2,RECRUITING,126,HonorHealth Research Institute,HonorHealth Research Institute,8,0,0,multi_experimental,6,tegavivint,tegavivint,TBL1,Small Molecule,BRAF;IDH1;MMR;MSI;dMMR,0,1,1,1,0,0,0,0,0,0,1,"RAS/RAF wt, MSI-H/dMMR",metastatic · adenoca. · measurable (RECIST)
