nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,IDH,MGMT,EGFR,1p19q,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT06208657,Optimal Precision TherapIes to CustoMISE Care in Childhood and Adolescent Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,90,Australian & New Zealand Children's Haematology/Oncology Group,Australian & New Zealand Children's Haematology/Oncology,2,0,1,multi_experimental,2,,irinotecan (drug);opdualag;paxalisib;temozolomide (tmz),PI3K,Small Molecule,PI3K;PTEN,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT06253871,A Phase 1/1b Study of IAM1363 in HER2 Cancers,PHASE1,Phase 1,RECRUITING,383,"Iambic Therapeutics, Inc",Iambic Therapeutics,1,1,0,single_arm,1,iam1363,iam1363,HER2,Small Molecule,HER2,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT06258018,Niraparib and Temozolomide in Patients Glioblastoma,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,86,"Armando Santoro, MD","Armando Santoro, MD",1,0,1,multi_experimental,6,niraparib;temodal,niraparib;temodal,PARP,Small Molecule,BRCA1;BRCA2;HRD,0,1,1,1,0,0,0,0,1,"IDHm, MGMT",recurrent
NCT06264388,DB107-Retroviral Replicating Vector (RRV) Combined With DB107-Flucytosine (FC) in Patients With Recurrent Glioblastoma or Anaplastic Astrocytoma,PHASE2,Phase 2,RECRUITING,33,Ashish Shah,Ashish Shah,1,0,0,single_arm,1,db107-fc;db107-rrv,db107-fc;db107-rrv,,Oncolytic Virus,biomarker;genomic,1,1,0,0,1,0,0,0,1,EGFR+,unresectable · ductal · measurable (RECIST)
NCT06305910,CD200AR-L and Allogeneic Tumor Lysate Vaccine Immunotherapy for Recurrent HGG and Newly Diagnosed DMG/DIPG in Children and Young Adults,PHASE1,Phase 1,RECRUITING,24,OX2 Therapeutics,OX2 Therapeutics,2,1,0,single_arm,1,treatment with cd200ar-l,treatment with cd200ar-l,CD20,Vaccine,,1,1,0,0,0,0,0,0,0,,recurrent
NCT06326411,A Study to Investigate the Safety and Efficacy of NST-628 Oral Tablets in Subjects With Solid Tumors,PHASE1,Phase 1,RECRUITING,230,"Nested Therapeutics, Inc",Nested Therapeutics,1,1,0,single_arm,1,nst-628,nst-628,RAF/MEK,Small Molecule,BRAF;KRAS;MAPK pathway,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 0
NCT06333899,Lorlatinib for Newly-Diagnosed High-Grade Glioma With ROS or ALK Fusion,EARLY_PHASE1,Phase 1,RECRUITING,15,Nationwide Children's Hospital,Nationwide Children's Hospital,6,0,1,multi_experimental,4,lorlatinib,lorlatinib;lorlatinib post radiation;lorlatinib with chemotherapy 2;lorlatinib with chemotherapy1,ROS1,Small Molecule,ALK;ROS1,0,1,0,0,0,0,0,0,0,,
NCT06336291,A Study With L19TNF in Combination With Lomustine in Patients With Glioblastoma at Progression or Recurrence,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,90,Philogen S.p.A.,Philogen S.p.A.,45,1,0,multi_experimental,6,l19tnf;lomustine,l19tnf;lomustine,TNF,Monoclonal Antibody,IDH,1,1,0,1,0,0,0,0,1,MGMT,
NCT06357377,"A Study of the Safety, Dosing, and Delivery of NEO100 in Patients With Pediatric Brain Tumors",PHASE1,Phase 1,RECRUITING,12,"Neonc Technologies, Inc.",Neonc Technologies,4,1,0,single_arm,1,neo100,neo100,,,,0,1,1,0,0,0,0,0,1,IDHm,recurrent
NCT06388733,"A Study Comparing Niraparib With Temozolomide in Adult Participants With Newly-diagnosed, MGMT Unmethylated Glioblastoma",PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,450,Ivy Brain Tumor Center,Ivy Brain Tumor Center,1,0,1,active_comparator,2,temozolomide,niraparib,PARP,Small Molecule,BRCA1;BRCA2;HRD;genomic,0,1,1,1,0,0,0,0,1,"IDHm, MGMT",metastatic · squamous
NCT06395103,Substudy 01A: Zilovertamab Vedotin in Pediatric and Young Adult Participants With Hematologic Malignancies or Solid Tumors (MK-9999-01A/LIGHTBEAM-U01),PHASE1;PHASE2,Phase 2,RECRUITING,90,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,single_arm,1,zilovertamab vedotin,zilovertamab vedotin,ROR1,ADC,CD19,1,1,0,0,0,0,0,0,0,,
NCT06401824,Sacituzumab Govitecan and Bevacizumab for NSCLC Brain Metastases,PHASE2,Phase 2,RECRUITING,25,Maastricht University Medical Center,Maastricht University Medical Center,6,0,1,single_arm,1,sacituzumab govitecan-hziy,sacituzumab govitecan-hziy,TROP2,ADC,MET;PD-L1;TROP2,1,1,0,0,0,0,0,0,0,,metastatic · squamous
NCT06413706,A Study Comparing Abemaciclib Plus Temozolomide to Temozolomide Monotherapy in Children and Young Adults With High-grade Glioma Following Radiotherapy,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,45,Eli Lilly and Company,Eli Lilly,535,1,1,active_comparator,2,temozolomide,abemaciclib;temozolomide,ER,Small Molecule,ALK;BRAF;ER;HER2;NTRK,0,1,1,0,0,1,0,1,1,"IDHm, 1p19q-codel",recurrent · 2nd-line+
NCT06428045,STARLITE for Unresectable High-Grade Gliomas,PHASE1,Phase 1,RECRUITING,24,University of Miami,University of Miami,25,0,0,multi_experimental,2,abacavir;focal radiotherapy;lamivudine;magnetic resonance (mr)-guided laser interstitial thermal therapy (litt);ritonavir;temozolomide,abacavir;focal radiotherapy;lamivudine;magnetic resonance (mr)-guided laser interstitial thermal therapy (litt);ritonavir;temozolomide,,,,0,1,0,0,1,0,0,0,1,EGFR+,recurrent
NCT06450041,"NANT 2021-01 Phase II STING (Sequential Temozolomide, Irinotecan, NK Cells and GD2 mAb) Trial",PHASE2,Phase 2,RECRUITING,62,New Approaches to Neuroblastoma Therapy Consortium,New Approaches to Neuroblastoma Therapy Consortium,6,0,0,single_arm,1,dinutuximab;gm-csf;irinotecan;temozolomide;universal donor (ud) tgfβi nk cells,dinutuximab;gm-csf;irinotecan;temozolomide;universal donor (ud) tgfβi nk cells,GD2,Monoclonal Antibody,GD2;MET,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT06465199,"Eflornithine (DFMO) and AMXT 1501 for Neuroblastoma, CNS Tumors, and Sarcomas",PHASE1;PHASE2,Phase 2,RECRUITING,265,Milton S. Hershey Medical Center,Milton S. Hershey Medical Center,10,0,0,active_comparator,4,eflornithine (dfmo),amxt 1501 dicaprate;eflornithine (dfmo),ODC,Small Molecule,,0,1,0,0,1,0,0,1,1,EGFR+,metastatic · 2nd-line+
NCT06477939,Study of Adding or Not Liposomal Transcrocetin (L-TC) With Concomitant HypoFractionated Radiation ThErapy and TEmozolomide in Newly Diagnosed GLioblastoma (GBM) Patients,PHASE3,Phase 3,NOT_YET_RECRUITING,554,Institut de cancérologie Strasbourg Europe,Institut de cancérologie Strasbourg Europe,1,0,0,active_comparator,2,administration of l-tc,radiotherapy plus temozolomide,,Cell Therapy,,1,1,0,0,0,0,0,0,0,,
NCT06482905,Safety and Efficacy Study of TX103 CAR-T Cell Therapy for Recurrent or Progressive Grade 4 Glioma.,PHASE1,Phase 1,RECRUITING,52,Tcelltech Inc.,Tcelltech,4,1,0,multi_experimental,3,anti-b7-h3 chimeric antigen receptor t-cell (car-t cell) injection/tx103,anti-b7-h3 chimeric antigen receptor t-cell (car-t cell) injection/tx103,B7-H3,CAR-T,BRAF;NTRK,1,1,0,0,0,0,0,0,0,,recurrent
NCT06485947,Study Combining Dinutuximab Beta With Two Chemotherapy Regimens in Neuroblastoma,PHASE1,Phase 1,RECRUITING,38,Princess Maxima Center for Pediatric Oncology,Princess Maxima Center for Pediatric Oncology,9,0,0,multi_experimental,2,dinutuximab beta,chemotherapy treatment called gpoh;chemotherapy treatment called rapid cojec;dinutuximab beta,GD2,Monoclonal Antibody,GD2,1,1,0,0,0,0,0,0,0,,
NCT06496971,A Prospective Pivotal Study to Evaluate the Efficacy and Safety of Avastin® Bevacizumab (BEV) With or Without Microbubble-mediated Focused Ultrasound (FUS-MB) Using NaviFUS System in Recurrent Glioblastoma Multiforme Patients,PHASE3,Phase 3,RECRUITING,32,NaviFUS Corporation,NaviFUS,5,1,0,active_comparator,2,bevacizumab,bevacizumab;device: low-intensity focused ultrasound;microbubble,VEGF/VEGFR,Monoclonal Antibody,,1,1,0,0,0,0,0,0,0,,
NCT06504381,"DB107-RRV, DB107-FC, and Radiation Therapy With or Without Temozolomide (TMZ) for High Grade Glioma",PHASE1;PHASE2,Phase 2,RECRUITING,70,"University of California, San Francisco","University of California, San Francisco",90,0,0,multi_experimental,2,db107-fc;db107-rrv;magnetic resonance imaging (mri);radiation therapy (rt);surgical resection;temozolomide,db107-fc;db107-rrv;magnetic resonance imaging (mri);radiation therapy (rt);surgical resection;temozolomide,HSV-1,Oncolytic Virus,genomic,1,1,1,1,0,0,0,1,1,"IDHm, MGMT",2nd-line+ · squamous
NCT06521567,A Study of Cobolimab Plus Dostarlimab in Pediatric and Young Adult Participants With Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,83,GlaxoSmithKline,GSK,468,1,1,multi_experimental,2,cobolimab;dostarlimab,cobolimab;dostarlimab,PD-1,Monoclonal Antibody,BRAF;MET;PD-L1,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT06524063,Targeted Survivin DC Cell Injection for the Treatment of GBM,PHASE1,Phase 1,NOT_YET_RECRUITING,9,Beijing Tricision Biotherapeutics Inc,Beijing Tricision Biotherapeutics,2,1,0,single_arm,1,survivin-loaded dendritic cell injection,survivin-loaded dendritic cell injection,Survivin,Cell Therapy,,1,1,0,0,0,0,0,0,0,,
NCT06528691,Entrectinib as a Single Agent in Upfront Therapy for Children <3 Years of Age With NTRK1/2/3 or ROS1-FUSED CNS Tumors,PHASE2,Phase 2,RECRUITING,52,St. Jude Children's Research Hospital,St. Jude Children's Research Hospital,44,0,1,single_arm,1,carboplatin;cyclophosphamide;entrectinib;etoposide;g-csf;pegfilgrastim;surgery,carboplatin;cyclophosphamide;entrectinib;etoposide;g-csf;pegfilgrastim;surgery,ROS1,Small Molecule,NTRK;ROS1,0,1,0,0,0,0,0,0,0,,measurable (RECIST)
NCT06552260,A Surgical Window of Opportunity Clinical Trial of Troriluzole in Recurrent IDH Wild-Type Glioblastoma,EARLY_PHASE1,Phase 1,RECRUITING,27,Ugonma Chukwueke,Ugonma Chukwueke,1,0,0,multi_experimental,2,troriluzole,troriluzole,Glutamate,Peptide,,0,1,1,0,0,0,0,1,1,IDHm,recurrent · 2nd-line+ · measurable (RECIST)
NCT06556563,EF-41/KEYNOTE D58: Phase 3 Study of Optune Concomitant With Temozolomide Plus Pembrolizumab in Newly Diagnosed Glioblastoma,PHASE3,Phase 3,RECRUITING,741,NovoCure GmbH,NovoCure,23,1,1,placebo_comparator,2,device: optune device;temozolomide,device: optune device;pembrolizumab;temozolomide,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0,,adjuvant
NCT06586866,JK-1201I in Triple Negative Breast Cancer Patients with Brain Metastases,PHASE2,Phase 2,NOT_YET_RECRUITING,25,"JenKem Technology Co., Ltd.",JenKem Technology,5,1,0,single_arm,1,jk-1201i,jk-1201i,,,,0,1,0,0,0,0,0,0,0,,metastatic · ECOG 1
NCT06595186,JK-1201I Combined with Adjuvant Temozolomide in Patients with Newly Diagnosed Glioblastoma Multiforme (GBM),PHASE2,Phase 2,RECRUITING,25,"JenKem Technology Co., Ltd.",JenKem Technology,5,1,0,multi_experimental,2,jk-1201i;temozolomide (tmz),jk-1201i;temozolomide (tmz),,,,0,1,0,1,0,0,0,0,1,MGMT,
NCT06598787,A Study of BL-B01D1 in Patients With Recurrent Glioblastoma,PHASE2,Phase 2,RECRUITING,20,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,bl-b01d1 for injection,bl-b01d1 for injection,EGFR,ADC,EGFR,1,1,0,0,0,0,0,0,0,,recurrent
NCT06616727,The Safety and Efficacy of SNC-109 CAR-T Cells Therapy the rGBM,PHASE1,Phase 1,ENROLLING_BY_INVITATION,50,"Shanghai Simnova Biotechnology Co.,Ltd.",Shanghai Simnova Biotechnology,6,1,0,single_arm,1,snc109,snc109,,CAR-T,,1,1,0,0,0,0,0,0,0,,recurrent
NCT06630260,5G-RUBY: Avutometinib and Defactinib in Malignant Brain Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,182,"Institute of Cancer Research, United Kingdom","Institute of Cancer Research, United Kingdom",24,0,0,multi_experimental,2,avutometinib;defactinib,avutometinib;defactinib;temozolomide,MEK,Small Molecule,BRAF;KRAS;MET;biomarker,0,1,1,0,0,0,0,1,1,IDHm,recurrent · 2nd-line+ · measurable (RECIST)
NCT06632236,5G-EMERALD: Amivantamab in Malignant Brain Tumours,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,12,"Institute of Cancer Research, United Kingdom","Institute of Cancer Research, United Kingdom",24,0,1,single_arm,1,amivantamab,amivantamab,EGFR,Monoclonal Antibody,EGFR;biomarker,1,1,1,0,1,0,0,1,1,"IDHm, EGFR+",stage IV · 2nd-line+ · measurable (RECIST)
NCT06636162,Window of Opportunity Study of DSP-0390 in Gliomas,EARLY_PHASE1,Phase 1,RECRUITING,20,Washington University School of Medicine,Washington University School of Medicine,178,0,0,multi_experimental,2,,,EBP,Small Molecule,,0,0,1,0,0,0,0,0,1,IDHm,metastatic
NCT06645808,PET-imaging of Two Vartumabs in Patients With Solid Tumors,EARLY_PHASE1,Phase 1,RECRUITING,32,Var2 Pharmaceuticals,Var2 Pharmaceuticals,1,1,0,multi_experimental,2,pet/ct scan,89zr-dfo-n-suc-c9scfv;89zr-dfo-n-suc-f8scfv;pet/ct scan,oncofetal chondroitin sulfate,Radiopharmaceutical,,0,1,0,0,1,0,0,0,1,EGFR+,adjuvant · squamous
NCT06672575,A Phase I/II Study of IVONESCIMAB in Recurrent Glioblastoma,PHASE1;PHASE2,Phase 2,RECRUITING,45,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,0,single_arm,1,ivonescimab,ivonescimab,PD-1,Bispecific Antibody,BRAF;MSS;PD-L1;pMMR,1,1,1,0,1,0,0,0,1,"IDHm, EGFR+",metastatic
NCT06673329,Brodalumab in the Treatment of Immune-Related Adverse Events,PHASE1,Phase 1,RECRUITING,11,"Brian Henick, MD","Brian Henick, MD",1,0,0,single_arm,1,brodalumab;ct scan,brodalumab;ct scan,IL-17RA,Monoclonal Antibody,,1,1,0,0,0,0,0,0,0,,metastatic
NCT06674265,Safety and Efficacy of Systemic Allogenic NK Cells in R/R Neuroblastoma,PHASE1,Phase 1,RECRUITING,10,Marzieh Ebrahimi,Marzieh Ebrahimi,2,1,0,active_comparator,2,allogenic nk cells infusion,,,Cell Therapy,,1,0,0,0,0,0,0,0,0,,
NCT06684639,A Study on the Efficacy of GD2-CAR T Cells in the Treatment of Neuroblastoma,EARLY_PHASE1,Phase 1,RECRUITING,30,The General Hospital of Western Theater Command,The General Hospital of Western Theater Command,3,0,0,single_arm,1,gd2-car-t cell,gd2-car-t cell,GD2,CAR-T,GD2,1,1,0,0,0,0,0,1,0,,recurrent · 2nd-line+
NCT06687681,Injection of Active Allogeneic Natural Killer Cells in Patients With Gliomas,PHASE2,Phase 2,RECRUITING,40,Marzieh Ebrahimi,Marzieh Ebrahimi,2,1,0,multi_experimental,2,nk cell therapy,nk cell therapy,,Cell Therapy,,1,1,1,0,0,0,0,0,1,IDHm,
NCT06703255,A Phase 2 Study of HX301 in Patients with High-grade Giloma,PHASE1;PHASE2,Phase 2,RECRUITING,72,"Hangzhou Hanx Biopharmaceuticals, Ltd.",Hangzhou Hanx Biopharmaceuticals,6,1,0,single_arm,1,hx301+/temozolomide,hx301+/temozolomide,,Cell Therapy,,1,1,0,0,0,0,0,0,0,,metastatic
NCT06721689,"PEEL-224, Vincristine and Temozolomide in Pediatric Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,59,Theodore Laetsch,Theodore Laetsch,1,0,0,multi_experimental,2,peel-224,peel-224;temozolomide (tmz);vincristine,TOP1,Small Molecule,,0,1,0,0,1,0,0,1,1,EGFR+,metastatic · 2nd-line+ · measurable (RECIST)
NCT06737146,Study of MT027 in Patients with Recurrent or Progressive High-grade Glioma,PHASE1,Phase 1,NOT_YET_RECRUITING,12,"Suzhou Maximum Bio-tech Co., Ltd.",Suzhou Maximum Bio-tech,3,1,0,single_arm,1,mt027 cells suspension,mt027 cells suspension,,CAR-T,,1,1,0,0,0,0,0,0,0,,metastatic
NCT06742593,"Study of MT027 in Patients with Brain, Meninges, and Spinal Cord Metastatic Solid Tumors",PHASE1,Phase 1,NOT_YET_RECRUITING,12,"Suzhou Maximum Bio-tech Co., Ltd.",Suzhou Maximum Bio-tech,3,1,0,single_arm,1,mt027 cells suspension,mt027 cells suspension,,CAR-T,,1,1,0,0,0,0,0,0,0,,metastatic
NCT06763965,Evaluating the Safety and Efficacy of BioTTT001 in Patients With Recurrent/Progressive High-grade Glioma.,PHASE1;PHASE2,Phase 2,ENROLLING_BY_INVITATION,30,"Beijing Bio-Targeting Therapeutics Technology Co., Ltd",Beijing Bio-Targeting Therapeutics Technology,4,1,0,single_arm,1,biottt001 injection,biottt001 injection,,Oncolytic Virus,,1,1,0,0,0,0,0,0,0,,
NCT06773481,BC008-1A Injection for Recurrent CNS WHO G4 Glioma,PHASE1,Phase 1,RECRUITING,40,"Sichuan Luzhou Buchang Biopharmaceutical Co., Ltd.",Sichuan Luzhou Buchang Biopharmaceutical,3,1,0,multi_experimental,2,bc008-1a,bc008-1a,,,PD-L1,0,1,0,0,1,0,0,0,1,EGFR+,metastatic · squamous
NCT06777433,Phase 2b Imaging Study of RAD101 in Participants With Suspected Recurrent Brain Metastases,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,30,"Radiopharm Theranostics, Ltd",Radiopharm Theranostics,7,1,0,single_arm,1,rad101 (18f-fpia),rad101 (18f-fpia),,Radiopharmaceutical,,0,1,0,0,1,0,0,1,1,EGFR+,metastatic · 2nd-line+
NCT06805305,DOC1021 Dendritic Cell Immunotherapy for Treatment of Newly Diagnosed Adult Glioblastoma (GBM),PHASE2,Phase 2,RECRUITING,180,Diakonos Oncology Corporation,Diakonos Oncology,3,1,0,active_comparator,2,soc cranial radiation;temodar (temozolomide);tumor resection,doc1021;soc cranial radiation;temodar (temozolomide);tumor resection,,Cell Therapy,,1,1,1,0,0,0,0,0,1,IDHm,recurrent
NCT06807619,A Study of Sotorasib in People With Brain Tumors,PHASE1,Phase 1,RECRUITING,16,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,1,active_comparator,2,sotorasib,sotorasib,KRAS,Small Molecule,KRAS,0,1,0,0,0,0,0,0,0,,metastatic
NCT06810544,Safety and Tolerability of TNG456 Alone and in Combination With Abemaciclib in Patients With Solid Tumors With MTAP Loss,PHASE1;PHASE2,Phase 2,RECRUITING,191,"Tango Therapeutics, Inc.",Tango Therapeutics,6,1,1,multi_experimental,7,tng456,abemaciclib;tng456,MTAP,Small Molecule,MTAP,0,1,1,0,0,0,0,0,1,IDHm,measurable (RECIST)
NCT06814496,Radiation Combined With BIspecific T-Cell Engager in DLL3 Expressing Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,30,University of Arizona,University of Arizona,8,0,1,multi_experimental,4,tarlatamab,concurrent radiation therapy;sequential radiation therapy;tarlatamab,DLL3,Bispecific Antibody,DLL3;MET,1,1,0,0,1,0,1,1,1,EGFR+,metastatic · 1st-line · small-cell · measurable (RECIST)
NCT06822543,"A Single Arm, Phase 2 Study of Datopotamab Deruxtecan, Carboplatin, and Pembrolizumab for Treatment-naive Brain Metastases From NSCLC (Non-small Cell Lung Cancer)",PHASE2,Phase 2,RECRUITING,46,Latin American Cooperative Oncology Group,Latin American Cooperative Oncology,12,0,1,single_arm,1,carboplatin;datopotamab deruxtecan;pembrolizumab,carboplatin;datopotamab deruxtecan;pembrolizumab,PD-1,Monoclonal Antibody,ALK;HER2;MET;NTRK;PD-L1;RET;ROS1;genomic,1,1,0,0,1,0,0,0,1,EGFR+,metastatic · squamous · measurable (RECIST)
NCT06831526,Neoadjuvant Chemoradiotherapy With or Without Concurrent Azeliragon in Patients With Newly Diagnosed Glioblastoma,EARLY_PHASE1,Phase 1,RECRUITING,12,Washington University School of Medicine,Washington University School of Medicine,178,0,0,active_comparator,2,azeliragon;radiation therapy;surgery or litt;temozolomide,azeliragon;radiation therapy;surgery or litt;temozolomide,RAGE,Small Molecule,MGMT;S100A9,0,1,1,0,0,0,0,0,1,IDHm,metastatic
NCT06836505,"Safety and Efficacy of CAR-T Cell Therapy for Relapsed/refractory Neuroblastoma and Desmoplastic Small Round Cell Tumors: a Single-arm, Open-label Trial.",PHASE1;PHASE2,Phase 2,RECRUITING,10,Sun Yat-Sen University Cancer Center,Sun Yat-Sen University Cancer Center,4,0,0,single_arm,1,cart therapy,cart therapy,GD2,CAR-T,GD2;PR,1,1,0,0,1,0,0,1,1,EGFR+,2nd-line+ · squamous
NCT06838676,ACT001 for the Treatment of Diffuse Intrinsic Pontine Gliomas and H3K27-altered High Grade Gliomas,PHASE2,Phase 2,RECRUITING,60,Nationwide Children's Hospital,Nationwide Children's Hospital,6,0,0,multi_experimental,2,act001,act001,H3K27,Small Molecule,H3K27,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT06867978,Multi-center Study on CCeLL-In Vivo's Clinical Efficacy for Intraoperative Brain Tumor Diagnosis.,PHASE1,Phase 1,NOT_YET_RECRUITING,100,VPIX Medical,VPIX Medical,3,1,0,single_arm,1,device: ccell in vivo;indocyanine green,device: ccell in vivo;indocyanine green,,,,0,1,0,0,0,0,0,0,0,,
NCT06902350,"Safety, Pharmacokinetics and Preliminary Efficacy of CS231295 in Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,102,"Chipscreen Biosciences, Ltd.",Chipscreen Biosciences,25,1,0,single_arm,1,cs231295,cs231295,AURKB,Cell Therapy,RB1,1,1,0,0,0,0,0,0,0,,metastatic · small-cell · measurable (RECIST)
NCT06907485,A Multicenter Study to Assess the Feasibility of 5-Aminolevulinic Acid (5-ALA) in Pediatric Brain Tumor Patients,PHASE2,Phase 2,NOT_YET_RECRUITING,20,Costas Hadjipanayis,Costas Hadjipanayis,1,0,0,single_arm,1,aminolevulinic acid hydrochloride,aminolevulinic acid hydrochloride,,,,0,1,0,0,0,0,0,0,0,,recurrent
NCT06917885,CUE-102 in Recurrent Glioblastoma,PHASE1,Phase 1,RECRUITING,18,"David Reardon, MD","David Reardon, MD",2,0,0,single_arm,1,cue-102,cue-102,WT1,Bispecific Antibody,HLA-A*0201;MET;WT1;genomic,1,1,0,0,0,0,0,0,0,,recurrent · squamous
NCT06926075,Early Phase Study of KESONOTIDE™in Participants With Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,80,Filamon LTD,Filamon,1,1,0,multi_experimental,2,a novel hgiia-vimentin inhibitor;dose expansion,a novel hgiia-vimentin inhibitor;dose expansion,VIMENTIN,Small Molecule,biomarker,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06988475,DETERMINE Trial Treatment Arm 06: Capmatinib in Adult Patients With Cancers Harbouring MET Dysregulations,PHASE2;PHASE3,Phase 3,RECRUITING,30,Cancer Research UK,Cancer Research UK,16,0,1,single_arm,1,capmatinib,capmatinib,MET,Small Molecule,MET,0,1,0,0,0,0,0,0,0,,metastatic · squamous
NCT06991101,Ruxolitinib With Radiation and Temozolomide Compared to Radiation and Temozolomide for Newly Diagnosed Glioblastoma,PHASE2,Phase 2,RECRUITING,190,Baptist Health South Florida,Baptist Health South Florida,19,0,0,active_comparator,2,radiation therapy;temozolomide,radiation therapy;ruxolitinib;temozolomide,JAK1,Small Molecule,JAK2,0,1,1,1,0,0,0,0,1,"IDHm, MGMT",squamous
NCT07003139,A Study of the Boron Neutron Capture Therapy (BNCT) Using B10 L-BPA in Malignant Brain Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,10,China Medical University Hospital,China Medical University Hospital,2,0,0,single_arm,1,b10 l-bpa injection,b10 l-bpa injection,Boron,Radiopharmaceutical,,0,1,0,0,1,0,0,0,1,EGFR+,metastatic · measurable (RECIST)
NCT07027748,"Feasibility Study of Prolonged Administration of Naxitamab, Irinotecan, and Temozolomide for Patients With Relapsed or Refractory Neuroblastoma",PHASE1,Phase 1,RECRUITING,18,"Steven DuBois, MD","Steven DuBois, MD",1,0,0,single_arm,1,irinotecan;naxitamab;sargramostim granulocyte-macrophage colony stimulating factor;temozolomide,irinotecan;naxitamab;sargramostim granulocyte-macrophage colony stimulating factor;temozolomide,GD2,Monoclonal Antibody,GD2,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+
NCT07077616,Clinical Study for the Safety and Therapeutic Efficacy of the AI-QMMM Designed TamavaqTM Personalised Vaccine in Patients With Newly Diagnosed Glioma.,EARLY_PHASE1,Phase 1,RECRUITING,29,Biogenea Pharmaceuticals Ltd.,Biogenea Pharmaceuticals,4,1,0,single_arm,1,biological: personalized vaccine based on genetic and transcriptional sequencing information;personalized peptide vaccines would be designed and produced;,biological: personalized vaccine based on genetic and transcriptional sequencing information;personalized peptide vaccines would be designed and produced;,,Vaccine,TMB,1,1,0,0,1,0,0,0,1,EGFR+,recurrent · measurable (RECIST)
NCT07093814,A Study of VRT106 for Injection in Patients With Recurrent/Progressive Glioblastoma,PHASE1;PHASE2,Phase 2,RECRUITING,42,"Guangzhou Virotech Pharmaceutical Co., Ltd.",Guangzhou Virotech Pharmaceutical,6,1,0,single_arm,1,vrt106,vrt106,,Oncolytic Virus,,1,1,0,0,0,0,0,0,0,,metastatic
NCT07100730,Study of TLX101-Tx Plus Standard of Care (SoC) Versus SoC Alone for the Treatment of Patients With Recurrent Glioblastoma,PHASE3,Phase 3,RECRUITING,50,Telix Pharmaceuticals (Innovations) Pty Limited,Telix Pharmaceuticals (Innovations) Pty,19,1,0,multi_experimental,2,,tlx-101-tx + lomustine;tlx101-tx,,Radiopharmaceutical,,0,1,1,0,0,0,1,0,1,IDHm,recurrent · 1st-line · measurable (RECIST)
NCT07120984,A Study to Evaluate the Safety and Efficacy of L19TNF With Alkylating Chemotherapy for Patients With Recurrent IDH-mutant Astrocytoma or Oligodendroglioma,PHASE2,Phase 2,NOT_YET_RECRUITING,52,Philogen S.p.A.,Philogen S.p.A.,45,1,0,multi_experimental,7,,l19tnf;l19tnf and ccnu;l19tnf and ccnu in recurrent astrocytoma;l19tnf and tmz;l19tnf and tmz in recurrent astrocytoma;l19tnf monotherapy;l19tnf monothery in recurrent oligodendroglioma,TNF,Monoclonal Antibody,IDH,1,1,1,0,0,0,0,1,1,IDHm,2nd-line+ · measurable (RECIST)
NCT07126990,Clinical Study of a Novel Oncolytic Virus Ad-TD-nsIL12 in the Treatment of Primary High-grade Glioma,PHASE1;PHASE2,Phase 2,ENROLLING_BY_INVITATION,40,Xiaorong Wu,Xiaorong Wu,1,1,0,single_arm,1,novel oncolytic virus ad-td-nsil12,novel oncolytic virus ad-td-nsil12,,Oncolytic Virus,,1,1,0,0,0,0,0,0,0,,metastatic
