nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,AR,BRCA/HRR,PSMA,MSI-H/dMMR,first_line,later_line,biomarker_selected
NCT07115446,Phase Ib Study of HS-20093+HRS-5041 in Patients With Advanced Prostate Cancer,PHASE1,Phase 1,RECRUITING,63,Hansoh BioMedical R&D Company,Hansoh,82,1,0,single_arm,1,hrs-5041;hs-20093,hrs-5041;hs-20093,B7-H3,ADC,AR;PD-L1,1,1,0,0,0,0,0,0,0
NCT07140900,"Study Evaluating the Safety, Tolerability, and Efficacy of Xaluritamig in Combination With Androgen Receptor Pathway Inhibitors in Participants With Metastatic Hormone-sensitive Prostate Cancer",PHASE1,Phase 1,RECRUITING,60,Amgen,Amgen,323,1,1,multi_experimental,2,xaluritamig,abiraterone;darolutamide;xaluritamig,STEAP1,Bispecific Antibody,STEAP1 protein,1,1,0,0,0,0,0,0,0
NCT07142551,Supraphysiologic Testosterone Priming Induces Darolutamide Extended Response,PHASE2,Phase 2,RECRUITING,60,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,160,0,1,multi_experimental,3,,darolutamide;luteinizing hormone-releasing hormone (lhrh) analogue;testosterone cypionate,AR,Small Molecule,AR,0,1,1,0,1,0,0,0,1
NCT07145177,177Lu-PSMA-617 With Liver Directed Therapy in Metastatic Castration Resistant Prostate Cancer,PHASE1,Phase 1,RECRUITING,30,"University of California, San Francisco","University of California, San Francisco",90,0,1,single_arm,1,177lu-psma-617;ablation;positron emission tomography (pet)/computerized tomography (ct);questionnaire;trans-arterial chemoembolization (tace);tumor biopsy,177lu-psma-617;ablation;positron emission tomography (pet)/computerized tomography (ct);questionnaire;trans-arterial chemoembolization (tace);tumor biopsy,PSMA,Radiopharmaceutical,MET;PSMA,0,1,0,0,1,0,0,1,1
NCT07145255,"Phase 1/2 Dose Finding, Safety and PK Study in Advanced Refractory Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,150,MBrace Therapeutics,MBrace Therapeutics,2,1,0,multi_experimental,3,adc,adc,,ADC,AR;HER2,1,1,0,0,0,0,0,1,0
NCT07149831,"A Clinical Trial Evaluating the Safety and Tolerability, Biodistribution and Radiation Dosimetry, and Pharmacokinetics of Flotufolastat F-18 Injection in Healthy Chinese Adults",PHASE1,Phase 1,RECRUITING,6,Sinotau Pharmaceutical Group,Sinotau Pharmaceutical,6,1,0,single_arm,1,flotufolastat f-18 injection,flotufolastat f-18 injection,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0
NCT07164027,"Comparing a New PSMA Imaging Agent to MRI for Detecting Prostate Cancer, BEACON Trial",EARLY_PHASE1,Phase 1,RECRUITING,30,Jonsson Comprehensive Cancer Center,Jonsson Comprehensive Cancer Center,117,0,0,single_arm,1,biopsy of prostate;biospecimen collection;computed tomography;flotufolastat f-18 gallium;positron emission tomography,biopsy of prostate;biospecimen collection;computed tomography;flotufolastat f-18 gallium;positron emission tomography,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,0,0,0,0,0
NCT07164443,A Study of Pasritamig With or Without JNJ-87189401 Versus Placebo for Late Line Metastatic Castration-resistant Prostate Cancer (mCRPC),PHASE3,Phase 3,RECRUITING,1203,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,placebo_comparator,5,best supportive care (bsc),best supportive care (bsc);jnj-87189401;pasritamig,,,,0,1,0,1,1,0,0,1,1
NCT07172126,Clinical Trial to Evaluate the Tolerance of TQB3201 Tablets,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,291,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",Chia Tai Tianqing Pharmaceutical,213,1,0,single_arm,1,tqb3201 tablets,tqb3201 tablets,AR,Small Molecule,AR;AR-V7,0,1,1,0,0,0,0,0,1
NCT07174063,A Phase I Study of JSB462 (Luxdegalutamide) in Japanese Patients With Metastatic Prostate Cancer,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,6,Novartis Pharmaceuticals,Novartis,836,1,1,single_arm,1,jsb462,jsb462,AR,Small Molecule,PSMA,0,1,0,0,0,0,0,0,0
NCT07177937,A Study of DXC014 in Patients With Advanced Solid Tumors.,PHASE1,Phase 1,RECRUITING,150,"Hangzhou DAC Biotechnology Co., Ltd.",Hangzhou DAC Biotechnology,5,1,0,single_arm,1,dxc014,dxc014,B7-H3,ADC,,1,1,0,0,0,0,0,0,0
NCT07179783,Sacituzumab Tirumotecan in Combination With Tagitanlimab in the Treatment of Aggressive Variant Prostate Cancer (AVPC) and Neuroendocrine Prostate Cancer (NEPC),PHASE2,Phase 2,RECRUITING,28,Tianjin Medical University Second Hospital,Tianjin Medical University Second Hospital,5,0,0,single_arm,1,sacituzumab tirumotecan;tagitanlimab,sacituzumab tirumotecan;tagitanlimab,PD-L1,Monoclonal Antibody,TROP2,1,1,0,0,0,0,0,0,0
NCT07181161,Study of AZD0516 as Monotherapy and in Combination in Participants With Metastatic Prostate Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,283,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,2,azd0516,azd0516;azd9574,STEAP2,ADC,AR-V7,1,1,0,0,0,0,0,0,0
NCT07181473,"A Study to Evaluate the Safety, Pharmacokinetics and Efficacy of TJ101 in Patients With Advanced/Metastatic Solid Tumors",PHASE1,Phase 1,RECRUITING,200,Phrontline Biopharma,Phrontline Biopharma,2,1,0,single_arm,1,tj101,tj101,EGFR/B7-H3,ADC,biomarker;biomarker analysis,1,1,0,0,0,0,0,0,0
NCT07185165,An Investigational Scan (Flotufolastat F 18 PET/CT) for Detecting Residual or Recurrent Disease in Patients Who Completed Focal Therapy for Prostate Cancer.,PHASE2,Phase 2,RECRUITING,81,Jonsson Comprehensive Cancer Center,Jonsson Comprehensive Cancer Center,117,0,0,single_arm,1,computed tomography;fluorine f 18 flotufolastat;positron emission tomography;ultrasound-guided prostate biopsy,computed tomography;fluorine f 18 flotufolastat;positron emission tomography;ultrasound-guided prostate biopsy,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0
NCT07189403,A Study of DS9051b in Participants With Advanced or Metastatic Adrenocortical Carcinoma and Metastatic Castration-resistant Prostate Cancer,PHASE1,Phase 1,RECRUITING,40,Daiichi Sankyo,Daiichi Sankyo,178,1,1,single_arm,1,ds9051b,ds9051b,CYP17A1,Small Molecule,MET,0,1,0,0,0,0,0,0,0
NCT07189871,"177Lu-BetaBart in Patients With Relapsed/Refractory, Locally Advanced Inoperable, or Metastatic Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,61,"Radiopharm Theranostics, Ltd",Radiopharm Theranostics,7,1,0,single_arm,1,177lu-betabart,177lu-betabart,B7-H3,Radiopharmaceutical,,0,1,0,0,1,0,0,1,1
NCT07190300,"TulmiSTAR-02: A Phase I/II Open-label Study of Tulmimetostat in Combination With Darolutamide vs. Darolutamide, and Tulmimetostat With Abiraterone in Patients With Metastatic Hormone-sensitive Prostate Cancer (mHSPC)",PHASE1;PHASE2,Phase 2,RECRUITING,181,Novartis Pharmaceuticals,Novartis,836,1,1,active_comparator,5,darolutamide,abiraterone;darolutamide;tulmimetostat,EZH2,Small Molecule,ARID1A;KDM4A,0,1,0,0,0,0,0,0,0
NCT07192120,A Study of MHB048C in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,200,Minghui Pharmaceutical (Hangzhou) Ltd,Minghui Pharmaceutical (Hangzhou),10,1,0,multi_experimental,2,mhb048c for injection,mhb048c for injection,,Cell Therapy,,1,1,0,0,0,0,0,1,0
NCT07192614,"A Study to Learn How Safe AZD6621 is, How Well it Works, and How it Moves Throughout the Body Over Time, in Adult Male Participants With Metastatic Prostate Cancer",PHASE1;PHASE2,Phase 2,RECRUITING,52,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,4,azd6621,azd6621,STEAP2,Bispecific Antibody,genomic,1,1,0,0,0,0,0,0,0
NCT07198633,A Clinical Study of QLC5508 and/or QLH12016 in Combination With Other Anti-tumor Therapies in Subjects With Advanced Prostate Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,212,"Qilu Pharmaceutical Co., Ltd.",Qilu Pharmaceutical,108,1,0,multi_experimental,4,qlc5508,abiraterone acetate;enzalutamide;qlc5508;qlh12016,B7-H3,ADC,AR,1,1,0,0,0,0,0,0,0
NCT07206056,"An Open-label Dose Escalation and Expansion, Followed by a Phase II Study of Tulmimetostat (DZR123) and JSB462 (Luxdegalutamide) in Patients With Progressive Metastatic Castrate Resistant Prostate Cancer (mCRPC) (TulmiSTAR-01)",PHASE1;PHASE2,Phase 2,RECRUITING,188,Novartis Pharmaceuticals,Novartis,836,1,1,active_comparator,10,standard of care (soc),jsb462 dose 1 qd;jsb462 dose 2 qd;jsb462 qd;tulmimetostat dl1 qd;tulmimetostat dl2 qd;tulmimetostat dl3 qd;tulmimetostat doses 1 or 2 qd;tulmimetostat rp2d qd,AR,Small Molecule,AR;AR-V7,0,1,0,0,0,0,0,0,0
NCT07213674,A Study of Xaluritamig Plus Abiraterone Versus Investigator's Choice in Participants With Chemotherapy-naïve Metastatic Castration-resistant Prostate Cancer,PHASE3,Phase 3,RECRUITING,750,Amgen,Amgen,323,1,1,active_comparator,2,abiraterone acetate;cabazitaxel;docetaxel,abiraterone acetate;xaluritamig,STEAP1,Bispecific Antibody,STEAP1 protein,1,1,1,0,0,0,0,0,1
NCT07214961,Study of Alpha Radioligand Therapy AB001 in Patients With Metastatic Castration Resistant Prostate Cancer (mCRPC),PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,80,ARTBIO Inc.,ARTBIO,2,1,0,multi_experimental,2,ab001,ab001,,Radiopharmaceutical,,0,1,0,0,1,0,0,0,1
NCT07218666,Zanzalintinib in Men With Aggressive Variant Prostate Cancer,PHASE2,Phase 2,RECRUITING,30,Deepak Kilari,Deepak Kilari,2,0,0,single_arm,1,zanzalintinib,zanzalintinib,EGFR,Small Molecule,PD-L1;genomic,0,1,1,0,1,0,0,1,1
NCT07225946,A Study of Pasritamig With Docetaxel Versus Docetaxel in Participants With Metastatic Castration-Resistant Prostate Cancer,PHASE3,Phase 3,RECRUITING,800,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,active_comparator,2,docetaxel;prednisone/prednisolone,docetaxel;pasritamig,KLK2,Bispecific Antibody,,1,1,1,1,0,0,0,0,1
NCT07226986,A Phase Ib/II Open-label Study of AMO959 With Lutetium (177Lu) Vipivotide Tetraxetan (AAA617) in Combination With ARPI in Adult Participants With PSMA-positive mCRPC,PHASE1;PHASE2,Phase 2,RECRUITING,123,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,6,aaa617,aaa617;abiraterone;amo959;enzalutamide,PSMA,Small Molecule,PSMA,0,1,0,0,1,0,0,0,1
NCT07230106,"A Study of SHR3680, HS-20093 and SHR2554 in Subjects With Prostate Cancer",PHASE2,Phase 2,RECRUITING,218,"Jiangsu HengRui Medicine Co., Ltd.",Hengrui,312,1,0,multi_experimental,2,shr3680 tablet,abiraterone tablet;darotamine capsule;enzalutamide tablet;hs-20093 for injection;shr2554 tablet;shr3680 tablet,,,,0,1,0,0,0,0,0,0,0
NCT07236112,Study of TRDC002 in the Diagnosis of Patients With PSMA-positive Prostate Cancer,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,6,C Ray Therapeutics,C Ray Therapeutics,2,1,0,multi_experimental,2,intravenous (iv) single dose,intravenous (iv) single dose,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT07241416,A Phase III Clinical Study of Rezvilutamide in Patients With Metastatic Hormone-Sensitive Prostate Cancer,PHASE3,Phase 3,RECRUITING,206,"Jiangsu HengRui Medicine Co., Ltd.",Hengrui,312,1,0,active_comparator,2,enzalutamide soft capsules,rezvilutamide tablets,AR,Small Molecule,PSA,0,1,1,0,0,0,0,0,1
NCT07244341,A Study of Valemetostat (DS-3201b) in Combination With Darolutamide in Metastatic Castration Resistant Prostate Cancer (mCRPC),PHASE1,Phase 1,RECRUITING,60,Daiichi Sankyo,Daiichi Sankyo,178,1,1,multi_experimental,2,darolutamide;valemetostat,darolutamide;valemetostat,EZH2,Small Molecule,EZH2,0,1,1,0,0,0,0,0,1
NCT07244393,Lutetium (177Lu) DGUL Combined With Pembrolizumab in Metastatic Castration-Resistant Prostate Cancer,PHASE1,Phase 1,NOT_YET_RECRUITING,30,"Cellbion Co., Ltd.",Cellbion,2,1,1,multi_experimental,2,lutetium (177lu) dgul,lutetium (177lu) dgul;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,1,0,0,1,1
NCT07255664,"A FIH, Phase I/IIa, Trial Assessing Feasibility of Administrations of TIL-based Immunotherapy in Patients With Metastatic CRC and PC",PHASE1;PHASE2,Phase 2,RECRUITING,12,CuraCell TX AB,CuraCell TX,1,1,0,single_arm,1,cc-38;cyclophosphamid;interleukin-2;pembrolizumab;uromitexan,cc-38;cyclophosphamid;interleukin-2;pembrolizumab;uromitexan,,Cell Therapy,BRAF,1,1,0,0,0,0,0,0,0
NCT07258407,A Clinical Trial Evaluating the Safety of TD001 In Patients With PSMA-Expressing Metastatic Prostate Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,180,T.O.A.D. Oncology SA,T.O.A.D. Oncology,1,1,0,multi_experimental,2,td001,td001,PSMA,ADC,PSMA,1,1,1,0,1,0,0,0,1
NCT07259213,A Study of Terbium 161 (161Tb)-RAD402 in Participants With CRPC,PHASE1;PHASE2,Phase 2,RECRUITING,73,"Radiopharm Theranostics, Ltd",Radiopharm Theranostics,7,1,0,single_arm,1,161tb rad402,161tb rad402,KLK3,Radiopharmaceutical,PSA,0,1,1,0,1,0,0,1,1
NCT07285057,Diagnostic Utility of rhPSMA-7.3 (18F) PET/CT in Men With Prostate Cancer on Active Surveillance,PHASE2,Phase 2,RECRUITING,120,Icahn School of Medicine at Mount Sinai,Icahn School of Medicine at Mount Sinai,28,0,0,single_arm,1,flotufolastat f18;posluma);rhpsma-7.3 (18f) pet/ct imaging (flotufolastat f18,flotufolastat f18;posluma);rhpsma-7.3 (18f) pet/ct imaging (flotufolastat f18,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,0,0,0,0,0
NCT07285694,"AB-3028, a Programmable Circuit T Cell Therapy in Patients With Castration Resistant Prostate Cancer (CRPC)",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,190,"Arsenal Biosciences, Inc.",Arsenal Biosciences,3,1,0,single_arm,1,ab-3028,ab-3028,,Cell Therapy,,1,1,1,0,1,0,0,0,1
NCT07287150,A Study to Test Inavolisib Treatment in Participants With Metastatic Castration-Resistant Prostate Cancer,PHASE2,Phase 2,RECRUITING,100,Hoffmann-La Roche,Roche/Genentech,922,1,1,active_comparator,2,abiraterone;docetaxel;enzalutamide,enzalutamide;inavolisib,PI3K,Small Molecule,8P;biomarker;biomarker-selected,0,1,1,0,1,0,0,0,1
NCT07288359,Study of GVV858 as a Single Agent or in Combination With Endocrine Therapy in Patients With HR+/HER2- Breast Cancer and Other Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,205,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,5,gvv858,fulvestrant;gvv858;letrozole,HER2,,HER2,0,1,0,0,0,0,0,0,0
NCT07293585,Vascular Optimized Radiotherapy Tuned to Critical Structures for Erectile Function Using High-Precision X-Ray Treatment,PHASE3,Phase 3,RECRUITING,200,Jonsson Comprehensive Cancer Center,Jonsson Comprehensive Cancer Center,117,0,0,active_comparator,2,neurovascular sparing stereotactic body radiation therapy,neurovascular sparing stereotactic body radiation therapy,,,,0,1,0,0,1,0,0,0,1
NCT07310355,68Ga-PSMA-0057 and 177Lu-PSMA-0057 in Patients With PSMA-Positive Metastatic Castration-Resistant Prostate Cancer,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,49,"Chengdu StarRay Therapeutics Co., Ltd",Chengdu StarRay Therapeutics,1,1,0,single_arm,1,177lu-psma-0057;68ga-psma-0057,177lu-psma-0057;68ga-psma-0057,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,1,1
NCT07311694,"A Phase III Study Comparing HRS-4357 With Novel Androgen Receptor Pathway Inhibitors in Patients With Progressive, PSMA-Positive Metastatic Castration-Resistant Prostate Cancer",PHASE3,Phase 3,RECRUITING,370,"Jiangsu HengRui Medicine Co., Ltd.",Hengrui,312,1,0,active_comparator,2,enzalutamide；abiraterone,hrs-4357 injection,,,,0,1,0,0,1,0,0,0,1
NCT07319871,A Study of Pasritamig (JNJ-78278343) in Combination With JNJ-86974680 for Treatment of Prostate Cancer,PHASE1,Phase 1,RECRUITING,40,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,multi_experimental,2,jnj-86974680;pasritamig,jnj-86974680;pasritamig,ADORA2A,Small Molecule,AR,0,1,1,0,0,0,0,0,1
NCT07332000,A Biomarker Study in Men With Localized Prostate Cancer Treated With Aglatimagene Besadenovec,PHASE2,Phase 2,RECRUITING,45,"Candel Therapeutics, Inc.",Candel Therapeutics,12,1,0,active_comparator,2,external beam radiation therapy (ebrt),aglatimagene besadenovec + valacyclovir;external beam radiation therapy (ebrt),,Oncolytic Virus,MET;biomarker,1,1,0,0,0,0,0,0,0
NCT07332455,First-Time-in-Human Study of GSK5471713 in Adults With mCRPC,PHASE1;PHASE2,Phase 2,RECRUITING,54,GlaxoSmithKline,GSK,468,1,1,single_arm,1,gsk5471713,gsk5471713,AR,Small Molecule,AR,0,1,1,0,0,0,0,0,1
NCT07333066,Phase III Randomized International Open Label Clinical Trial of Treatment Intensification With Docetaxel Plus Apalutamide in Patients With Metastatic Hormone-sensitive Prostate Cancer Who Did Not Achieve a Deep PSA Response After Initial Treatment With Apalutamide: REINFORCE Trial.,PHASE3,Phase 3,RECRUITING,320,Alianza multidisciplinar para la investigación de los tumores genitourinarios -GUARD,Alianza multidisciplinar para la investigación de los tumores genitourinarios -GUARD,3,0,0,multi_experimental,2,apalutamide (erleada);docetaxel,apalutamide (erleada);docetaxel,AR,Small Molecule,PSA,0,1,0,0,0,0,0,0,0
NCT07336446,A Trial to Learn How Safe AZD9750 is and How Well it Works in People With Metastatic Prostate Cancer When Given With or Without Other Anticancer Drugs,PHASE1;PHASE2,Phase 2,RECRUITING,300,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,7,azd9750,azd5305;azd9750,AR,Small Molecule,AR;AR-V7;PSA,0,1,0,0,0,0,0,0,0
NCT07339267,A Study to Evaluate the Safety and Drug Levels of ASP5541 in Chinese Participants With Prostate Cancer,PHASE1,Phase 1,RECRUITING,12,"Astellas Pharma Global Development, Inc.",Astellas,171,1,1,single_arm,1,asp5541,asp5541,CYP17A1,Small Molecule,AR,0,1,1,0,1,0,0,0,1
NCT07341737,SL-28 for Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,60,Second Life Therapeutics,Second Life Therapeutics,1,1,0,multi_experimental,3,sl-28,sl-28,,,biomarker,0,1,0,0,0,0,0,1,0
NCT07344311,A Phase I Trial of A-CAR032 in Participants With mCRPC,PHASE1,Phase 1,RECRUITING,27,Shanghai AbelZeta Ltd.,Shanghai AbelZeta,13,1,0,single_arm,1,dntgfβrii-armoured steap2-targeted autologous car t-cell injection,dntgfβrii-armoured steap2-targeted autologous car t-cell injection,STEAP2,CAR-T,biomarker,1,1,0,0,0,0,0,0,0
NCT07354594,External Beam and Radioligand Radiotherapy for mCRPC,PHASE2,Phase 2,RECRUITING,120,Centre hospitalier de l'Université de Montréal (CHUM),Centre hospitalier de l'Université de Montréal (CHUM),14,0,0,active_comparator,2,standard of care 177lutetium-psma,external beam radiotherapy delivered between cycles of radioligand radiotherapy,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT07354919,Axelopran for Advanced Cancer in Patients Receiving Opioids,PHASE2,Phase 2,RECRUITING,34,HealthPartners Institute,HealthPartners Institute,2,0,0,single_arm,1,axelopran,axelopran,,,biomarker,0,1,1,0,0,0,0,1,1
NCT07358806,Study to Assess the Effect of OCT-598 in Patients With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,51,Oscotec Inc.,Oscotec,3,1,0,multi_experimental,9,oct-598,docetaxel;oct-598,EP2/EP4,Small Molecule,,0,1,0,0,0,0,0,1,0
NCT07365995,A Phase III Trial of BNT324 Versus Docetaxel in Metastatic Castration-resistant Prostate Cancer,PHASE3,Phase 3,RECRUITING,736,BioNTech SE,BioNTech,45,1,0,active_comparator,2,docetaxel;prednisone/prednisolone,bnt324,B7-H3,ADC,,1,1,1,0,0,0,0,0,1
NCT07393867,Androgen-responsive POSLUMA-guided Intra-prostatic Boost,PHASE2,Phase 2,RECRUITING,23,"Martin T. King, MD, PhD","Martin T. King, MD, PhD",1,0,0,single_arm,1,androgen deprivation therapy (adt) +/- bicalutamide;diagnostic test: psma pet/ct;stereotactic body radiation therapy (sbrt) +/- focal microboost,androgen deprivation therapy (adt) +/- bicalutamide;diagnostic test: psma pet/ct;stereotactic body radiation therapy (sbrt) +/- focal microboost,AR,Small Molecule,PSA,0,1,1,0,1,0,0,0,1
NCT07407283,A Clinical Study of SHR-4394 in Combination With Anti-tumor Therapy in Prostate Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,100,"Jiangsu HengRui Medicine Co., Ltd.",Hengrui,312,1,0,single_arm,1,hrs-5041 tablets;rezvilutamide;shr-4394;tazemetostat,hrs-5041 tablets;rezvilutamide;shr-4394;tazemetostat,AR,Small Molecule,AR-V7,0,1,0,0,0,0,0,0,0
NCT07414940,ACTinium in Castrate-RESistant Prostate Cancer After LUTEtium,PHASE1;PHASE2,Phase 2,RECRUITING,60,"University College, London","University College, London",51,0,0,multi_experimental,2,actinium (225ac) rhpsma-10.1,actinium (225ac) rhpsma-10.1,PSMA,Radiopharmaceutical,PSMA,0,1,1,0,1,0,1,1,1
NCT07423117,A Study of ITC-6146RO in Patients With Advanced or Metastatic Cancer Who Have Failed Standard Therapy,PHASE1,Phase 1,NOT_YET_RECRUITING,102,"IntoCell, Inc",IntoCell,1,1,0,single_arm,1,itc-6146ro,itc-6146ro,,,,0,1,0,0,0,0,0,0,0
NCT07424547,Phase I Study of SYS6043 in Patients With Advanced/Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,386,"Conjupro Biotherapeutics, Inc.",Conjupro Biotherapeutics,8,1,0,multi_experimental,3,sys6043,sys6043,B7-H3,ADC,,1,1,0,0,0,0,0,0,0
NCT07441837,Terbium 161 PSMA in Lutetium-177 PSMA Naive Patients,PHASE2,Phase 2,NOT_YET_RECRUITING,60,Ankara University,Ankara University,1,0,0,single_arm,1,terbium 161- psma i&t,terbium 161- psma i&t,PSMA,Radiopharmaceutical,PSMA,0,1,1,0,1,0,0,0,1
NCT07450599,A Study to Learn How Well a Combination of Darolutamide and Androgen Deprivation Therapy (ADT) Works as a Treatment Before Surgery for Men Who Have High-risk Localized Prostate Cancer.,PHASE2,Phase 2,RECRUITING,250,Bayer,Bayer,283,1,1,multi_experimental,2,adt;darolutamide,adt;darolutamide,AR,Small Molecule,,0,1,0,0,0,0,0,0,0
NCT07455903,Assessing Efficacy of Neoadjuvant ADT in Localized High-Risk Prostate Cancer Patients Utilizing 18F-Flotufolastat PSMA PET/CT,PHASE2,Phase 2,RECRUITING,50,Baptist Health South Florida,Baptist Health South Florida,19,0,0,single_arm,1,bicalutamide;degarelix;diagnostic test: 18-f flotufolastat psma pet;leuprolide;radical prostatectomy;relugolix;triptorelin,bicalutamide;degarelix;diagnostic test: 18-f flotufolastat psma pet;leuprolide;radical prostatectomy;relugolix;triptorelin,GnRH,Peptide,,0,1,0,0,1,0,0,0,1
NCT07457164,"A Study Investigating the Pharmacokinetics, Pharmacodynamics, Efficacy and Safety of Teverelix DP, a Gonadotropin-releasing Hormone (GnRH) Antagonist, in Patients With Advanced Prostate Cancer",PHASE2,Phase 2,NOT_YET_RECRUITING,40,Antev Ltd.,Antev,2,1,0,single_arm,1,teverelix dp,teverelix dp,GnRH,Small Molecule,,0,1,0,0,0,0,1,0,0
NCT07468396,A Phase I Clinical Study of GLR2037 in Patients With Advanced Prostate Cancer,PHASE1,Phase 1,NOT_YET_RECRUITING,65,Gan & Lee Pharmaceuticals.,Gan & Lee Pharmaceuticals.,1,1,0,single_arm,1,glr2037,glr2037,,,AR,0,1,0,0,0,0,0,0,0
NCT07468708,"The Dosimetry, Safety and Diagnostic Efficacy of ⁶⁸Ga-FC516 in Healthy Subjects and Patients With Prostate Cancer",EARLY_PHASE1,Phase 1,RECRUITING,10,"FindCure Biosciences (ZhongShan) Co., Ltd.",FindCure Biosciences (ZhongShan),5,1,0,multi_experimental,2,,⁶⁸ga-fc516;⁶⁸ga-fc516 and ⁶⁸ga-labeled prostate cancer-targeting tracer,ACP3,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0
NCT07488923,"A First-in-human (FIH), Phase 1 Study of ML261, an Autologous Potency Enhanced Anti-DLL3 CAR T Cell Therapy, in Participants With R/R SCLC or Select NECs (SPECTRAL-1)",PHASE1,Phase 1,RECRUITING,110,"Moonlight Bio, Inc",Moonlight Bio,1,1,0,single_arm,1,ml261,ml261,DLL3,CAR-T,DLL3,1,1,0,0,0,0,0,1,0
NCT07490210,Rezvilutamide With Radical Prostatectomy and Metastasis-Directed Therapy in Oligometastatic Prostate Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,300,Fudan University,Fudan University,29,0,0,active_comparator,3,rezvilutamide + adt,metastasis-directed radiotherapy;radical prostatectomy;rezvilutamide + adt,AR,Small Molecule,AR-V7,0,1,0,0,0,0,0,0,0
NCT07493512,Trial of Xaluritamig in Adults With Metastatic Castration-resistant Prostate Cancer,PHASE1,Phase 1,RECRUITING,40,Amgen,Amgen,323,1,1,single_arm,1,xaluritamig,xaluritamig,STEAP1,Bispecific Antibody,STEAP1 protein,1,1,1,0,1,0,0,0,1
NCT07503808,A Study of IDE034 in Adult Participants With Locally Advanced/Metastatic Solid Tumors Types,PHASE1,Phase 1,RECRUITING,150,IDEAYA Biosciences,IDEAYA Biosciences,11,1,0,multi_experimental,2,ide034,ide034,PTK7,ADC,HER2,1,1,0,0,0,0,0,0,0
NCT07514065,"TSL2109 Capsules in Advanced Solid Tumor Patients: Safety, Tolerability, PK and Preliminary Efficacy",PHASE1,Phase 1,RECRUITING,78,"Tasly Pharmaceutical Group Co., Ltd",Tasly Pharmaceutical,2,1,0,single_arm,1,treatment arm: tsl2109 capsules。oral administration。,treatment arm: tsl2109 capsules。oral administration。,HER2,,AR;ER;HER2,0,1,1,0,0,0,0,0,1
NCT07517198,Dose Determining Study of EXS74539 (REC-4539) in Participants With Select Solid Tumors,PHASE1,Phase 1,RECRUITING,40,"Exscientia AI Ltd., a wholly owned subsidiary of Recursion Pharmaceuticals, Inc.","Exscientia AI Ltd., a wholly owned subsidiary of Recursion Pharmaceuticals",3,1,0,single_arm,1,exs74539,exs74539,LSD1,Small Molecule,,0,1,0,0,0,0,0,1,0
NCT07529717,First-in-Human Study to Evaluate AZD8359 STEAP2 TCE in Participants With Prostate Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,42,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,4,azd8359,azd8359,STEAP2,Bispecific Antibody,,1,1,1,0,0,0,0,0,1
