nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,BRCA/HRD,platinum_status,PD-L1,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT05973487,A Basket Study of Customized Autologous TCR-T Cell Therapies in Patients With Locally Advanced (Unresectable) or Metastatic Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,840,"TScan Therapeutics, Inc.",TScan Therapeutics,1,1,0,multi_experimental,28,,tsc-200-a0201;tsc-200-a0201 + tsc-201-b0702;tsc-200-a0201 + tsc-202-a0201;tsc-200-a0201 + tsc-203-a0201;tsc-200-a0201 + tsc-204-a0101;tsc-201-b0702;tsc-201-b0702 + tsc-202-a0201;tsc-202-a0201;tsc-203-a0201;tsc-203-a0201 + tsc-201-b0702;tsc-203-a0201 + tsc-202-a0201;tsc-203-a0201 + tsc-204-a0101;tsc-204-a0101;tsc-204-a0101 + tsc-202-a0201;tsc-204-a0201;tsc-204-a0201 + tsc-200-a0201;tsc-204-a0201 + tsc-201-b0702;tsc-204-a0201 + tsc-202-a0201;tsc-204-a0201 + tsc-203-a0201;tsc-204-a0201 + tsc-204-a0101;tsc-204-a0201 + tsc-204-c0702;tsc-204-c0702;tsc-204-c0702 + tsc-200-a0201;tsc-204-c0702 + tsc-201-b0702;tsc-204-c0702 + tsc-202-a0201;tsc-204-c0702 + tsc-203-a0201;tsc-204-c0702 + tsc-204-a0101,,Cell Therapy,genomic,1,1,0,0,0,0,0,0,,metastatic · small-cell · measurable (RECIST)
NCT05983276,Decitabine and Selinexor in Combination to Reverse Drug Resistance With Standard Chemotherapy in Ovarian Cancer,PHASE2,Phase 2,RECRUITING,40,Loyola University,Loyola University,12,0,0,single_arm,1,carboplatin;decitabine;paclitaxel;selinexor,carboplatin;decitabine;paclitaxel;selinexor,DNMT1,Small Molecule,DNA,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT05983432,Evaluate BL-B01D1 in Patients With Metastatic or Unresectable Non-Small Cell Lung Cancer (NSCLC) and Other Solid Tumors,PHASE1,Phase 1,RECRUITING,470,SystImmune Inc.,SystImmune,7,1,0,multi_experimental,2,bl-b01d1,bl-b01d1,EGFR/HER3,ADC,ALK;EGFR;HER2;MET;PD-L1;ROS1;genomic,1,1,1,1,1,0,1,1,"BRCA/HRD+, platinum-status, PD-L1+",metastatic · 2nd-line+ · adenoca. · measurable (RECIST) · ECOG 0-1
NCT05985655,Study to Assess GTAEXS617 in Participants With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,230,"Exscientia AI Ltd., a wholly owned subsidiary of Recursion Pharmaceuticals, Inc.","Exscientia AI Ltd., a wholly owned subsidiary of Recursion Pharmaceuticals",3,1,0,multi_experimental,4,gtaexs617,gtaexs617;soc,CDK7,Small Molecule,HER2,0,1,0,1,0,0,1,1,platinum-status,metastatic · 2nd-line+ · adenoca.
NCT06003231,A Study of Disitamab Vedotin in Previously Treated Solid Tumors That Express HER2,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,120,"Seagen, a wholly owned subsidiary of Pfizer",Pfizer,687,1,1,multi_experimental,4,disitamab vedotin,disitamab vedotin,HER2,ADC,HER2,1,1,1,1,0,0,1,1,"BRCA/HRD+, platinum-status",metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06010875,A Clinical Research About CD70-targeted CAR-T in the Treatment of CD70-positive Advanced/Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,48,"Chongqing Precision Biotech Co., Ltd",Chongqing Precision Biotech,41,1,0,multi_experimental,2,cd70 car-t cells,cd70 car-t cells,CD70,CAR-T,CD70,1,1,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 0
NCT06014190,HS-20089 in Patients With Ovarian Cancer and Endometrial Cancer,PHASE2,Phase 2,RECRUITING,460,Hansoh BioMedical R&D Company,Hansoh,82,1,0,multi_experimental,6,hs-20089,hs-20089,B7-H4,Cell Therapy,,1,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06014528,IN10018 in Combination With Pegylated Liposomal Doxorubicin (PLD) vs. Placebo in Combination With PLD for the Treatment of Platinum-resistant Recurrent Ovarian Cancer,PHASE2,Phase 2,RECRUITING,168,"InxMed (Shanghai) Co., Ltd.",InxMed (Shanghai),13,1,0,placebo_comparator,2,pegylated liposomal doxorubicin;placebo of in10018,in10018;pegylated liposomal doxorubicin,FAK,Small Molecule,KRAS,0,1,0,1,0,1,1,1,platinum-status,metastatic · 1st-line · measurable (RECIST)
NCT06023862,A Three-arm Randomized Phase II Study of Dostarlimab Alone or With Bevacizumab Versus Nonplatinum Chemotherapy in Recurrent Gynecological Clear Cell Carcinoma: DOVE (APGOT-OV7/ ENGOT-ov80 Study),PHASE2,Phase 2,RECRUITING,198,Yonsei University,Yonsei University,10,0,1,active_comparator,3,doxorubicin;gemcitabine;paclitaxel;pegylated liposomal doxorubicin,bevacizumab;dostarlimab,PD-1,Monoclonal Antibody,MSI-H;PD-L1;dMMR,1,1,0,0,1,0,1,1,PD-L1+,metastatic · 2nd-line+ · measurable (RECIST)
NCT06028932,A Study of Sacituzumab Govitecan (IMMU-132) in Platinum-resistant Ovarian Cancer Patients,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,20,Yale University,Yale University,65,0,1,single_arm,1,sacituzumab govitecan,sacituzumab govitecan,TROP2,ADC,TROP2;biomarker,1,1,0,1,0,0,1,1,platinum-status,metastatic · 2nd-line+ · measurable (RECIST)
NCT06051695,"A Study to Evaluate the Safety and Efficacy of Mesothelin-Targeting Logic-gated CAR T, in Participants With Solid Tumors That Express MSLN and Have Lost HLA-A*02 Expression",PHASE1;PHASE2,Phase 2,RECRUITING,474,A2 Biotherapeutics Inc.,A2 Biotherapeutics,3,1,0,multi_experimental,2,diagnostic test: xt cdx with hla-loh assay,a2b543;a2b694;diagnostic test: xt cdx with hla-loh assay,MSLN,CAR-T,MSLN,1,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06072781,A Study of Avutometinib (VS-6766) + Defactinib (VS-6063) in Recurrent Low-Grade Serous Ovarian Cancer,PHASE3,Phase 3,RECRUITING,270,"Verastem, Inc.",Verastem,25,1,0,active_comparator,2,anastrozole;letrozole;paclitaxel;pegylated liposomal doxorubicin,avutometinib;defactinib,MEK,Small Molecule,BRAF;KRAS,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06084416,A Study of Sovilnesib in Subjects With Ovarian Cancer,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,120,"Volastra Therapeutics, Inc.",Volastra Therapeutics,3,1,0,multi_experimental,4,sovilnesib,sovilnesib,KIF18A,Small Molecule,MSI;MSI-H;dMMR,0,1,0,1,0,0,1,1,platinum-status,metastatic · 2nd-line+ · measurable (RECIST)
NCT06084481,Study to Assess Adverse Events and Change in Disease Activity in Adult Participants With Select Advanced Solid Tumor Indications Receiving Intravenous (IV) ABBV-400,PHASE1,Phase 1,RECRUITING,325,AbbVie,AbbVie,274,1,1,multi_experimental,10,abbv-400,abbv-400;bevacizumab;itraconazole (itz),HER2,,HER2,0,1,0,1,0,0,0,1,platinum-status,metastatic · adenoca. · measurable (RECIST)
NCT06172478,A Study of HER3-DXd in Subjects With Locally Advanced or Metastatic Solid Tumors,PHASE2,Phase 2,RECRUITING,740,Daiichi Sankyo,Daiichi Sankyo,178,1,1,single_arm,1,her3-dxd,her3-dxd,HER3,ADC,ALK;BRAF;CLDN18.2;ER;HER2;HER3;KRAS;MET;MMR;MSI;NTRK;PD-L1;RET;ROS1;genomic,1,1,0,0,1,1,1,1,PD-L1+,metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 0
NCT06188520,"A First-in-human Dose Escalation and Expansion Study to Evaluate the Safety, and Tolerability of AZD8421 Alone or in Combination in Participants With Selected Advanced or Metastatic Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,564,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,2,azd8421,abemaciclib;azd8421;camizestrant;palbociclib;ribociclib,CDK2,Small Molecule,CCNE1;ER;HER2;RB-DEFICIENT,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT06215950,A Clinical Research About CD70-targeted CAR-T in the Treatment of CD70-positive Advanced/Metastatic Gynecologic Cancer,PHASE1,Phase 1,RECRUITING,36,"Chongqing Precision Biotech Co., Ltd",Chongqing Precision Biotech,41,1,0,multi_experimental,2,cd70 car-t cells,cd70 car-t cells,CD70,CAR-T,CD70,1,1,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 0
NCT06234423,A Study of CUSP06 in Patients With Platinum-Refractory/Resistant Ovarian Cancer and Other Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,263,"OnCusp Therapeutics, Inc.",OnCusp Therapeutics,1,1,0,multi_experimental,3,cusp06,cusp06,CDH6,ADC,CDH6,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT06238479,"A Study of LY4101174 in Participants With Recurrent, Advanced or Metastatic Solid Tumors",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,490,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,3,ly4101174,ly4101174,NECTIN4,ADC,NECTIN-4,1,1,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT06242470,A Study of MGC026 in Participants With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,250,MacroGenics,MacroGenics,29,1,0,multi_experimental,12,,mgc026 dose escalation;mgc026 dose for expansion,,,,0,1,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT06251947,Efbemalenograstim Alfa Injection for Ovarian or Cervical Cancer Receiving Chemotherapy Regimen,PHASE2,Phase 2,RECRUITING,83,Shandong University,Shandong University,3,0,0,single_arm,1,efbemalenograstim alfa,efbemalenograstim alfa,G-CSF,Small Molecule,,0,1,0,0,0,1,0,0,,metastatic · 1st-line · ECOG 2
NCT06257264,A Study to Examine the Safety of Different Doses of BG-68501 Given to Participants With Advanced-Stage Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,103,BeiGene,BeiGene/BeOne,149,1,1,multi_experimental,5,bg-68501,bg-68501;bgb-43395;fulvestrant,CDK2,Small Molecule,HER2,0,1,0,1,0,0,1,1,platinum-status,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06276491,"Phase 1, Safety and Tolerability Study of XmAb541 in Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,282,"Xencor, Inc.",Xencor,19,1,0,single_arm,1,xmab541,xmab541,CD33,Monoclonal Antibody,,1,1,0,0,0,0,0,0,,metastatic · adenoca.
NCT06293898,Open Label Study to Evaluate BL-M07D1 in HER2 Expressing Malignant Solid Tumors,PHASE1,Phase 1,RECRUITING,280,SystImmune Inc.,SystImmune,7,1,0,multi_experimental,3,bl-m07d1,bl-m07d1,HER2,ADC,HER2;MET;PD-L1,1,1,0,0,1,0,1,1,PD-L1+,metastatic · 2nd-line+ · squamous · measurable (RECIST) · ECOG 0-1
NCT06303505,"FiH Study to Investigate Safety, PK and Efficacy of the NaPi2b ADC TUB-040 in Patients With PROC or r/r Adenocarcinoma NSCLC",PHASE1;PHASE2,Phase 2,RECRUITING,250,Tubulis GmbH,Tubulis,5,1,0,multi_experimental,3,tub-040,tub-040,NaPi2b,ADC,NAPI2B;biomarker,1,1,0,0,0,0,0,0,,recurrent · measurable (RECIST) · ECOG 0-1
NCT06334432,Safety and Efficacy Study of NUV-1511 in Adult Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,466,Nuvation Bio Inc.,Nuvation,16,1,0,multi_experimental,5,nuv-1511,nuv-1511,,Small Molecule,HER2,0,1,0,1,0,0,1,1,platinum-status,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06337084,Diagnostic Efficacy and Dosimetry of MNPR-101-DFO*-89Zr in Patients With Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,12,Monopar Therapeutics,Monopar Therapeutics,3,1,0,single_arm,1,diagnostic test: pet/ct diagnostic imaging;mnpr-101-dfo*-89zr,diagnostic test: pet/ct diagnostic imaging;mnpr-101-dfo*-89zr,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06365853,A Study of Ocular Toxicity Evaluation and Mitigation During Treatment With Mirvetuximab Soravtansine in Participants With Recurrent Ovarian Cancer With High Folate Receptor-Alpha Expression,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,108,AbbVie,AbbVie,274,1,1,multi_experimental,2,lubricating eye drops;mirvetuximab soravtansine,brimonidine tartrate ophthalmic solution eye drops;lubricating eye drops;mirvetuximab soravtansine;prednisolone acetate ophthalmic suspension 1% eye drops,FOLR1,ADC,FOLR1;PR,1,1,1,1,0,1,1,1,"BRCA/HRD+, platinum-status",recurrent · 1st-line
NCT06366490,Safety and Immunogenicity of Innocell Autologous Cellular Immunotherapy for Recurrent Epithelial Ovarian Cancer,PHASE1,Phase 1,RECRUITING,8,"PhotonPharma, Inc.",PhotonPharma,1,1,0,single_arm,1,innocell autologous cellular immunotherapy,innocell autologous cellular immunotherapy,,Cell Therapy,,1,1,1,0,0,0,0,1,BRCA/HRD+,advanced · squamous
NCT06380660,Study of ACE-86225106 to Treat Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,298,Acerand Therapeutics (Shanghai) Limited,Acerand Therapeutics (Shanghai),1,1,0,single_arm,1,ace-86225106 tablet,ace-86225106 tablet,PARP,Small Molecule,BRCA1;BRCA2;CDK12;HRR;PALB2,0,1,1,0,0,0,0,1,BRCA/HRD+,metastatic · measurable (RECIST)
NCT06380816,A Phase I/II Trial of UCB4594 in Participants With Advanced Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,167,Cancer Research UK,Cancer Research UK,16,0,0,multi_experimental,2,ucb4594,ucb4594,,,,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT06390995,A Study of TAK-853 in Adult Participants With Folate Receptor Alpha-Positive Advanced Ovarian Cancer And Other Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,28,Takeda,Takeda,82,1,1,single_arm,1,tak-853,tak-853,FRα,ADC,Folate Receptor Alpha;PR,1,1,0,1,0,1,1,1,platinum-status,metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 0
NCT06394492,SHR-A1921 for Injection in Patients With Platinum-Resistant Recurrent Epithelial Ovarian Cancer,PHASE3,Phase 3,RECRUITING,440,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,active_comparator,2,doxorubicin;paclitaxel;topotecan,shr-a1921,TROP2,ADC,HER2;TROP2,1,1,0,1,0,0,0,1,platinum-status,measurable (RECIST) · ECOG 0-1
NCT06394804,"A Study of Avutometinib, Defactinib, and Letrozole in People With Low-Grade Serous Ovarian Cancer",PHASE2,Phase 2,RECRUITING,20,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,0,single_arm,1,avutometinib;defactinib;letrozole,avutometinib;defactinib;letrozole,MEK,Small Molecule,BRAF;KRAS;MET,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06395519,A Study of PARG Inhibitor ETX-19477 in Patients With Advanced Solid Malignancies,PHASE1;PHASE2,Phase 2,RECRUITING,120,"858 Therapeutics, Inc.",858 Therapeutics,1,1,0,multi_experimental,2,etx-19477,etx-19477,PARG,Small Molecule,,0,1,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT06399757,A Study to Investigate APL-5125 in Adults With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,100,Apollo Therapeutics Ltd,Apollo Therapeutics,2,1,0,multi_experimental,2,apl-5125,apl-5125,,,KRAS,0,1,0,0,0,0,0,0,,metastatic · adenoca. · ECOG 1
NCT06400472,A Study of Sofe-M in Participants With Selected Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,575,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,11,sofe-m,bevacizumab;carboplatin;itraconazole;pembrolizumab;sofe-m,VEGF/VEGFR,Monoclonal Antibody,,1,1,0,0,0,0,0,0,,metastatic · small-cell
NCT06433219,Tuvusertib Combined With Niraparib or Lartesertib in Participants With Epithelial Ovarian Cancer (DDRiver EOC 302),PHASE2,Phase 2,COMPLETED,63,"EMD Serono Research & Development Institute, Inc.",Merck KGaA,166,1,1,multi_experimental,5,tuvusertib (m1774),lartesertib (m4076);niraparib;tuvusertib (m1774),ATR,Small Molecule,BRCA;HRD,0,1,1,1,0,1,1,1,"BRCA/HRD+, platinum-status",metastatic · 1st-line · measurable (RECIST)
NCT06434610,A Study of B013 in Combination With Paclitaxel in Patients With Platinum-resistant Recurrent Ovarian Cancer.,PHASE2,Phase 2,RECRUITING,90,"Shanghai Jiaolian Drug Research and Development Co., Ltd",Shanghai Jiaolian Drug Research and Development,2,1,0,placebo_comparator,2,paclitaxel,b013;paclitaxel,,,,0,1,0,0,0,0,0,0,,metastatic
NCT06437353,Surufatinib Combined With Carboplatin/Paclitaxel and Surufatinib Combined With Olaparib as First-line and Maintenance Therapy for Newly Diagnosed High-risk Ovarian Cancer,PHASE2,Phase 2,RECRUITING,74,Anhui Provincial Cancer Hospital,Anhui Provincial Cancer Hospital,1,0,0,single_arm,1,paclitaxel,paclitaxel,Tubulin,Small Molecule,,0,1,0,0,0,0,0,0,,metastatic
NCT06451497,"This is a Phase 1 Trial of ZM008, an Anti-LLT1 Antibody, Used as Single Agent Followed by Combination Treatment With Toripalimab in Patients With Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,100,Zumutor Biologics Inc.,Zumutor Biologics,1,1,0,single_arm,1,zm008,zm008,LLT1,Monoclonal Antibody,,1,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06465069,A Study of LY4052031 in Participants With Advanced or Metastatic Urothelial Cancer or Other Solid Tumors,PHASE1,Phase 1,RECRUITING,420,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,3,ly4052031,ly4052031,NECTIN4,ADC,NECTIN-4,1,1,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT06469281,"A Study to Learn if 27T51, a Mucin-16 (MUC16) Protein Targeting Immune Cell Therapy, Administered Alone or in Combination is Safe and How Well it Works for Adult Participants With Recurrent or Treatment Resistant Ovarian Cancers",PHASE1,Phase 1,RECRUITING,90,Regeneron Pharmaceuticals,Regeneron,95,1,1,multi_experimental,4,27t51,27t51;bevacizumab;cemiplimab,PD-1,Monoclonal Antibody,,1,1,0,0,0,0,1,0,,recurrent · 2nd-line+ · measurable (RECIST)
NCT06476808,"A Study to Evaluate the Safety, Tolerability, and Efficacy of Escalating Doses of BMS-986463 in Participants With Select Advanced Malignant Tumors.",PHASE1,Phase 1,RECRUITING,240,Bristol-Myers Squibb,Bristol Myers Squibb,764,1,1,multi_experimental,2,bms-986463,bms-986463,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,,metastatic
NCT06494150,Nab-Sirolimus and Endocrine Therapy in Recurrent Low Grade Serous Ovarian Cancer (NARETO),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,37,University of Oklahoma,University of Oklahoma,23,0,0,single_arm,1,fulvestrant;nab-sirolimus,fulvestrant;nab-sirolimus,mTOR,Small Molecule,,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06504147,"A Study of Radspherin® in Patients With Primary Advanced Epithelial Cancer, With Peritoneal Metastasis That Are Homologous Recombination Proficient Scheduled to Undergo Neoadjuvant Chemotherapy and Interval Debulking Surgery",PHASE2,Phase 2,RECRUITING,114,Oncoinvent Solutions AS,Oncoinvent Solutions AS,3,1,0,multi_experimental,2,radspherin,radspherin,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,,metastatic
NCT06515613,A Phase 1 Study of CTIM-76 in Patients With Recurring Ovarian Cancer and Other Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,156,Context Therapeutics Inc.,Context Therapeutics,5,1,0,single_arm,1,ctim-76,ctim-76,CLDN6,Bispecific Antibody,,1,1,0,1,0,0,1,1,platinum-status,metastatic · 2nd-line+ · measurable (RECIST) · ECOG 0-1
NCT06522828,A Study to Evaluate SSGJ-707 in Advanced Gynecologic Cancer Patients,PHASE2,Phase 2,RECRUITING,80,"Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd.",Sunshine Guojian Pharmaceutical (Shanghai),12,1,0,multi_experimental,4,paclitaxel;ssgj-707,carboplatin;paclitaxel;ssgj-707,PD-1,Bispecific Antibody,PD-L1,1,1,0,1,0,0,0,1,platinum-status,metastatic
NCT06531486,A Study of XS-02 Capsules in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,96,"NovaOnco Therapeutics Co., Ltd.",NovaOnco Therapeutics,3,1,0,single_arm,1,xs-02 capsules,xs-02 capsules,,,,0,1,0,1,0,0,1,1,platinum-status,metastatic · 2nd-line+ · squamous · measurable (RECIST) · ECOG 0-1
NCT06545942,Study of Orally Administered MOMA-313 in Participants With Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,220,MOMA Therapeutics,MOMA Therapeutics,2,1,0,multi_experimental,2,moma-313,moma-313;olaparib,Polθ,Small Molecule,MET,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST) · ECOG 2
NCT06547840,A Study of MOv18 IgE in Patients With Solid Tumours That Express Folate Receptor Alpha,PHASE1,Phase 1,RECRUITING,45,Epsilogen Ltd,Epsilogen,1,1,0,single_arm,1,mov18 ige,mov18 ige,FOLR1,Monoclonal Antibody,ER;Folate Receptor Alpha;HER2,1,1,0,1,0,0,0,1,platinum-status,metastatic · squamous · measurable (RECIST)
NCT06560112,"An Exploratory, Multi-cohort Phase II Study of Combination Therapy With AK104 and AK112 for Recurrent Ovarian Cancer",PHASE2,Phase 2,RECRUITING,172,Akeso,Akeso,103,1,0,multi_experimental,4,,ak104;ak112,PD-1,Bispecific Antibody,PD-L1,1,1,0,1,0,0,1,1,platinum-status,metastatic · 2nd-line+ · measurable (RECIST) · ECOG 0
NCT06582017,"Safety, PK and Efficacy of QXL138AM in Patients With Solid Tumors and Multiple Myeloma",PHASE1,Phase 1,RECRUITING,100,Nammi Therapeutics Inc,Nammi Therapeutics,1,1,0,multi_experimental,4,qxl138am injection every 2 weeks by iv infusion,qxl138am injection every 2 weeks by iv infusion,,Recombinant Protein,,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06586957,A Study With NKT3964 for Adults With Advanced/Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,150,"NiKang Therapeutics, Inc.",NiKang Therapeutics,5,1,0,multi_experimental,2,nkt3964,nkt3964,CDK2,Small Molecule,HER2,0,1,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca.
NCT06594679,A Study of Niraparib in Combination With Abemaciclib for Late Line Treatment of Ovarian Cancer (NICHOL TRIAL),PHASE1;PHASE2,Phase 2,RECRUITING,73,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano","Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",8,0,1,single_arm,1,niraparib tosylate monohydrate,niraparib tosylate monohydrate,PARP,Small Molecule,BRCA;HRD,0,1,1,1,0,0,0,1,"BRCA/HRD+, platinum-status",metastatic · squamous · measurable (RECIST)
NCT06617169,Dose-Escalation of MNPR-101-PCTA-177Lu in Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,12,Monopar Therapeutics,Monopar Therapeutics,3,1,0,multi_experimental,5,mnpr-101-pcta-177lu,mnpr-101-pcta-177lu,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,,metastatic
NCT06618235,Trial of THEO-260 in Ovarian Cancer Patients,PHASE1;PHASE2,Phase 2,RECRUITING,44,Theolytics Limited,Theolytics,2,1,0,single_arm,1,theo-260,theo-260,,Oncolytic Virus,,1,1,0,1,0,1,1,1,platinum-status,metastatic · 1st-line · measurable (RECIST)
NCT06619236,Study to Assess the Efficacy of Rina-S Compared to Treatment of Investigator's Choice in Participants With Platinum Resistant Ovarian Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,530,Genmab,Genmab,65,1,1,active_comparator,2,gemcitabine;paclitaxel;pegylated liposomal doxorubicin (pld);topotecan,rina-s,FRα,ADC,PR,1,1,1,1,0,1,1,1,"BRCA/HRD+, platinum-status",metastatic · 1st-line · ductal · measurable (RECIST)
NCT06620029,"BMX-001 + Paclitaxel in Adult Patients With Advanced, Recurrent, Metastatic Ovarian or Endometrial Cancer",PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,27,"BioMimetix JV, LLC",BioMimetix JV,5,1,0,single_arm,1,bmx-001;paclitaxel (taxol),bmx-001;paclitaxel (taxol),,,biomarker,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 0-1
NCT06650709,NEoadjuvant Olaparib Combination OvArian Cancer Targeted Study,PHASE2,Phase 2,NOT_YET_RECRUITING,40,British Columbia Cancer Agency,British Columbia Cancer Agency,21,0,1,single_arm,1,bevacizumab;durvalumab;olaparib,bevacizumab;durvalumab;olaparib,PARP,Small Molecule,BRCA1;BRCA2;PD-L1,0,1,0,0,1,0,0,1,PD-L1+,metastatic · ductal · measurable (RECIST)
NCT06652529,Phase 1 Dose Escalation and Expansion to Evaluate AROG4-01 in Patients With Advanced Solid Tumors,PHASE1,Phase 1,NOT_YET_RECRUITING,35,Aromics Therapeutics,Aromics Therapeutics,1,1,0,single_arm,1,arog4-01,arog4-01,G-quadruplexes,Small Molecule,,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06666270,Study of SYN818 for the Treatment of Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,30,"Hangzhou SynRx Therapeutics Biomedical Technology Co., Ltd",Hangzhou SynRx Therapeutics Biomedical Technology,3,1,0,single_arm,1,syn818,syn818,POLQ,Small Molecule,,0,1,1,0,0,0,1,1,BRCA/HRD+,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT06677190,Belzutifan in Recurrent Clear Cell Carcinoma of Gynecologic Origin,PHASE2,Phase 2,RECRUITING,32,Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,326,0,1,single_arm,1,belzutifan,belzutifan,HIF-2α,Small Molecule,HIF-2α;VHL,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06682572,A Study of Avutometinib + Defactinib in Recurrent Low-Grade Serous Ovarian Cancer in Japanese Patients,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,16,"Verastem, Inc.",Verastem,25,1,0,single_arm,1,avutometinib (vs-6766) + defactinib (vs-6063),avutometinib (vs-6766) + defactinib (vs-6063),BRAF,Small Molecule,BRAF;KRAS,0,1,0,0,0,0,0,0,,metastatic · measurable (RECIST)
