nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,BRAF,NRAS,PD-L1,first_line,later_line,biomarker_selected
NCT06326411,A Study to Investigate the Safety and Efficacy of NST-628 Oral Tablets in Subjects With Solid Tumors,PHASE1,Phase 1,RECRUITING,230,"Nested Therapeutics, Inc",Nested Therapeutics,1,1,0,single_arm,1,nst-628,nst-628,RAF/MEK,Small Molecule,BRAF;KRAS;MAPK pathway,0,1,0,1,0,0,0,1
NCT06332755,"Study to Evaluate LB-LR1109, Administered Alone for the Treatment of Solid Tumor and in Combination With Atezolizumab for the Treatment of NSCLC",PHASE1,Phase 1,RECRUITING,76,LG Chem,LG Chem,2,1,0,multi_experimental,2,,phase 1a: lb-lr1109;phase 1b: lb-lr1109 and atezolizumab,PD-L1,Monoclonal Antibody,genomic,1,1,0,0,0,0,0,0
NCT06346067,A Study to Assess Naporafenib (ERAS-254) Administered With Trametinib in Patients With NRAS-mutant Melanoma (SEACRAFT-2),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,78,"Erasca, Inc.",Erasca,9,1,0,active_comparator,5,dacarbazine;temozolomide;trametinib,naporafenib;trametinib,BRAF,Small Molecule,NRAS;biomarker;biomarker analysis,0,1,0,1,0,0,0,1
NCT06359860,A Study of ST-1898 for Unresectable or Metastatic Melanoma,PHASE1;PHASE2,Phase 2,RECRUITING,64,Beijing Scitech-Mq Pharmaceuticals Limited,Beijing Scitech-Mq Pharmaceuticals,3,1,0,multi_experimental,2,st-1898 tablets,st-1898 tablets,RET,Small Molecule,MET;RET;biomarker,0,1,0,0,0,0,0,0
NCT06362369,A Study of Oral 7HP349 (Alintegimod) in Combination With Ipilimumab Followed by Nivolumab Monotherapy,PHASE1;PHASE2,Phase 2,RECRUITING,126,"7 Hills Pharma, LLC",7 Hills Pharma,2,1,0,single_arm,1,alintegimod;ipilimumab;nivolumab,alintegimod;ipilimumab;nivolumab,CTLA-4,Monoclonal Antibody,ALK;MMR;MSI;MSI-H;PD-L1;genomic,1,1,0,0,1,0,1,1
NCT06398418,R-5780-01 In Combination With PD-1 Checkpoint Inhibitors (Checkpoint Protein on Immune Cells Called T Cells) in Patients With Solid Tumors,PHASE1,Phase 1,RECRUITING,33,Rise Therapeutics LLC,Rise Therapeutics,1,1,0,single_arm,1,r-5780,,PD-1,,BRAF,0,0,1,0,0,0,1,1
NCT06413680,A First-In Human (FIH) Study to Find Out How Well REGN10597 Medicine Given Alone or in Combination With Cemiplimab Works in Adult Participants Who Have Cancer With Tumors That Have Spread in Their Body,PHASE1;PHASE2,Phase 2,RECRUITING,240,Regeneron Pharmaceuticals,Regeneron,95,1,1,multi_experimental,4,regn10597,cemiplimab;regn10597,PD-1,Bispecific Antibody,PD-L1,1,1,0,0,1,0,0,1
NCT06414590,Neoadjuvant Tebentafusp for Uveal Melanoma,PHASE2,Phase 2,RECRUITING,19,Thomas Jefferson University,Thomas Jefferson University,22,0,0,single_arm,1,tebentafusp-tebn,tebentafusp-tebn,gp100,Bispecific Antibody,GPC3;HLA-A*02:01;ctDNA,1,1,0,0,0,1,0,0
NCT06425926,Safety and Tolerability Study of GIM-531 in Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,117,Georgiamune Inc,Georgiamune,2,1,0,multi_experimental,2,gim-531,anti-pd-1 monoclonal antibody;gim-531,,,BRAF,0,1,0,0,0,0,0,0
NCT06444815,A Study of VET3-TGI in Patients With Solid Tumors,PHASE1,Phase 1,RECRUITING,60,KaliVir Immunotherapeutics,KaliVir Immunotherapeutics,1,1,0,multi_experimental,4,vet3-tgi,atezolizumab;vet3-tgi,TGF-β,Oncolytic Virus,,1,1,0,0,1,0,0,1
NCT06472661,FUSA With Intratumoral PolyICLC in Regionally Advanced Resectable Melanoma,EARLY_PHASE1,Phase 1,RECRUITING,11,University of Virginia,University of Virginia,14,0,0,single_arm,1,device: echopulse or echopulse hd;polyiclc,device: echopulse or echopulse hd;polyiclc,TLR3,Small Molecule,BRAF,0,1,0,0,0,0,1,0
NCT06500091,TQB2916 Injection Combined With Chemotherapy or Penpulimab Injection in the Treatment of Solid Tumors,PHASE2,Phase 2,NOT_YET_RECRUITING,54,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",Chia Tai Tianqing Pharmaceutical,213,1,0,multi_experimental,2,,tqb2916 injection + doxorubicin hydrochloride for injection;tqb2916 injection+penpulimab injection,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,1,0
NCT06521567,A Study of Cobolimab Plus Dostarlimab in Pediatric and Young Adult Participants With Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,83,GlaxoSmithKline,GSK,468,1,1,multi_experimental,2,cobolimab;dostarlimab,cobolimab;dostarlimab,PD-1,Monoclonal Antibody,BRAF;MET;PD-L1,1,1,0,0,0,0,1,0
NCT06529822,Personalized Cancer Vaccine (PCV) Strategy in Patients With Solid Tumors and Molecular Residual Disease,PHASE1,Phase 1,RECRUITING,64,Washington University School of Medicine,Washington University School of Medicine,178,0,0,multi_experimental,4,device: signatera assay;poly iclc;synthetic long peptide personalized cancer vaccine,device: signatera assay;poly iclc;synthetic long peptide personalized cancer vaccine,,Vaccine,ALK;RET;ROS1,1,1,0,0,0,0,0,0
NCT06540391,A Phase 1b Trial to Evaluate Safety of MB097 in Combination With Pembrolizumab in Melanoma Patients,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,41,Microbiotica Ltd,Microbiotica,1,1,1,multi_experimental,3,pembrolizumab,mb097;pembrolizumab;vancomycin,PD-1,,PD-L1,0,1,0,0,1,0,1,1
NCT06551064,Assessment of PK Similarity of FYB206 in Comparison With Keytruda in Resected Stage II or III Melanoma Patients,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,96,Formycon AG,Formycon,2,1,0,active_comparator,2,pembrolizumab,fyb206,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,1,0,0,1
NCT06566092,"Study of Autologous Tumor-Infiltrating Lymphocytes in Pediatric, Adolescent, and Young Adult Participants",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,40,"Iovance Biotherapeutics, Inc.",Iovance Biotherapeutics,15,1,0,multi_experimental,4,ln-145/ln-144,ln-145/ln-144,,Cell Therapy,,1,1,0,0,0,0,1,0
NCT06581406,"A Randomized, Phase 2/3 Study to Investigate the Efficacy and Safety of RP2 in Combination With Nivolumab in Immune Checkpoint Inhibitor-Naïve Adult Patients With Metastatic Uveal Melanoma",PHASE2;PHASE3,Phase 3,RECRUITING,280,"Replimune, Inc.",Replimune,10,1,0,multi_experimental,2,nivolumab,ipilimumab;nivolumab;rp2,GM-CSF,Oncolytic Virus,PD-L1;ctDNA,1,1,0,0,0,0,0,0
NCT06594991,"A Study of Fianlimab, Cemiplimab, and Ipilimumab in People With Melanoma",PHASE2,Phase 2,RECRUITING,88,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,1,multi_experimental,2,cemiplimab;fianlimab;ipilimumab,cemiplimab;fianlimab;ipilimumab,LAG-3,Monoclonal Antibody,PD-L1,1,1,0,0,1,0,0,1
NCT06596915,Safety and Efficacy of BA1302 in Patients With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,167,"Shandong Boan Biotechnology Co., Ltd",Shandong Boan Biotechnology,6,1,0,single_arm,1,ba1302,ba1302,,,biomarker;biomarker analysis,0,1,0,0,0,0,0,0
NCT06624644,A Trial of LNS8801 With or Without Pembrolizumab in Patients With Refractory Melanoma,PHASE2;PHASE3,Phase 3,RECRUITING,135,"Linnaeus Therapeutics, Inc.",Linnaeus Therapeutics,2,1,0,active_comparator,3,chemotherapy (dacarbazine or temozolomide);immunotherapy (ipilimumab and nivolumab);immunotherapy (nivolumab and relatlimab);immunotherapy (pembrolizumab),lns8801;pembrolizumab,PD-1,Monoclonal Antibody,BRAF;PD-L1,1,1,0,0,0,0,0,0
NCT06627244,Study of Tebentafusp and Radioembolization in the Treatment of Metastatic Uveal Melanoma,PHASE2,Phase 2,RECRUITING,30,University of Miami,University of Miami,25,0,0,single_arm,1,tebentafusp;therasphere yttrium-90 trans-arterial radioembolization,tebentafusp;therasphere yttrium-90 trans-arterial radioembolization,gp100,Bispecific Antibody,HLA-A*0201;HLA-A*02:01,1,1,0,0,0,0,0,0
NCT06636435,"A Phase I, First in Human Study of CBA-1205, Anti-DLK1 Monoclonal Antibody in Patients With Advanced Solid Tumors, Hepatocellular Carcinoma (HCC), Melanoma, and Pediatric Cancer",PHASE1,Phase 1,RECRUITING,66,Chiome Bioscience Inc.,Chiome Bioscience,2,1,0,multi_experimental,5,,cba-1205 part 1;cba-1205 part 2;cba-1205 part 3;cba-1205 part 4;cba-1205 part 5,DLK1,Monoclonal Antibody,,1,1,0,0,0,0,1,0
NCT06640530,Clinical Study of the Efficacy and Safety of BCD-263 and Opdivo® as Monotherapy in Subjects With Advanced Melanoma of the Skin,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,392,Biocad,Biocad,28,1,0,active_comparator,2,nivolumab,bcd-263,,,,0,1,0,0,1,0,0,1
NCT06651151,NeoLIPA: Neoadjuvant LTX-315 in Combination with Pembrolizumab in Resectable Stage III/IV Melanoma,PHASE2,Phase 2,RECRUITING,27,Oslo University Hospital,Oslo University Hospital,14,0,0,single_arm,1,ltx-315 + pembrolizumab,ltx-315 + pembrolizumab,PD-1,Monoclonal Antibody,BRAF;PD-L1,1,1,0,0,0,0,0,0
NCT06697301,Safety and Efficacy of EIK1001 in Combo With Pembro Versus Placebo and Pembro as First-Line Therapy in Patients With Advanced Melanoma.,PHASE2;PHASE3,Phase 3,RECRUITING,740,Eikon Therapeutics,Eikon Therapeutics,10,1,1,active_comparator,3,pembrolizumab (keytruda ),eik1001;pembrolizumab (keytruda ),PD-1,Small Molecule,BRAF,0,1,1,0,0,0,1,1
NCT06703398,A Study of GC101 TIL in Advanced Melanoma,PHASE2,Phase 2,RECRUITING,98,Shanghai Juncell Therapeutics,Shanghai Juncell Therapeutics,19,1,0,active_comparator,2,dacarbazine;paclitaxel;platinum or cisplatin;temozolomide,gc101 til,,Cell Therapy,BRAF,1,1,1,1,0,0,0,1
NCT06708455,Phase 2b of RAPA-201 Cell Therapy in Post-PD-(L)-1 Melanoma,PHASE2,Phase 2,NOT_YET_RECRUITING,65,Rapa Therapeutics LLC,Rapa Therapeutics,3,1,0,single_arm,1,chemotherapy prior to rapa-201 therapy;rapa-201 rapamycin resistant t cells,chemotherapy prior to rapa-201 therapy;rapa-201 rapamycin resistant t cells,,Cell Therapy,BRAF;PD-(L)1,1,1,1,0,0,0,1,1
NCT06708663,HX009+ IN10018 With or Without Standard Chemotherapy for Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,124,"Hangzhou Hanx Biopharmaceuticals, Ltd.",Hangzhou Hanx Biopharmaceuticals,6,1,0,single_arm,1,hx009+in10018,hx009+in10018,,,BRAF;KRAS;NTRK;PD-L1;RET,0,1,1,1,1,0,0,1
NCT06717126,A Randomised Phase II Study of Roginolisib in Patients With Advanced/Metastatic Uveal Melanoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,85,iOnctura,iOnctura,4,1,0,active_comparator,3,investigator choice of standard therapy,roginolisib,PI3K,Small Molecule,PIK3CA;PTEN,0,1,0,0,0,0,0,0
NCT06727630,A Phase Ib Study of PRJ1-3024 for Treatment of Advanced or Metastatic Melanoma,PHASE1;PHASE2,Phase 2,RECRUITING,40,"Zhuhai Yufan Biotechnologies Co., Ltd",Zhuhai Yufan Biotechnologies,3,1,0,single_arm,1,prj1-3024,prj1-3024,HPK1,Small Molecule,,0,1,0,0,0,1,1,0
NCT06743126,"SUPRAME-ACTengine® IMA203 vs. Investigator's Choice of Treatment in Previously Treated, Unresectable or Metastatic Cutaneous Melanoma",PHASE3,Phase 3,RECRUITING,360,"Immatics US, Inc.",Immatics US,6,1,0,active_comparator,2,albumin-bound paclitaxel;dacarbazine;ipilimumab;lifileucel;nivolumab;nivolumab plus relatlimab;paclitaxel;paclitaxel plus carboplatin;pembrolizumab;temozolomide,ima203,PRAME,Cell Therapy,BRAF;HLA-A*02:01;PD-L1,1,1,1,0,0,0,0,1
NCT06784648,"Different Doses of BI-1607 in Combination With Pembrolizumab and Ipilimumab, in Participants With Unresectable or Metastatic Melanoma",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,35,BioInvent International AB,BioInvent International,10,1,1,single_arm,1,bi-1607;ipilimumab (yervoytm;pembrolizumab (keytruda),bi-1607;ipilimumab (yervoytm;pembrolizumab (keytruda),FCGR2B,Monoclonal Antibody,BRAF,1,1,0,0,0,0,0,0
NCT06797297,A Study to Evaluate the Efficacy and Safety of IBI363 Monotherapy Compared to Pembrolizumab in Patients With Unresectable Locally Advanced or Metastatic Mucosal or Acral Melanoma Who Had Not Previously Received Systemic Therapy,PHASE2,Phase 2,RECRUITING,180,Innovent Biologics (Suzhou) Co. Ltd.,Innovent,107,1,0,active_comparator,2,pembrolizumab,ibi363,PD-1,Bispecific Antibody,PD-L1,1,1,0,0,0,0,0,0
NCT06805825,A Study of the c-Kit Specific Antibody-Drug Conjugate NN3201 for Advanced and/or Metastatic Solid Tumors Known to Express c-Kit,PHASE1,Phase 1,RECRUITING,67,"Novelty Nobility, Inc.",Novelty Nobility,1,1,0,multi_experimental,4,nn3201,nn3201,KIT,ADC,C-KIT;MET,1,1,0,0,0,0,1,0
NCT06814496,Radiation Combined With BIspecific T-Cell Engager in DLL3 Expressing Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,30,University of Arizona,University of Arizona,8,0,1,multi_experimental,4,tarlatamab,concurrent radiation therapy;sequential radiation therapy;tarlatamab,DLL3,Bispecific Antibody,DLL3;MET,1,1,0,0,0,1,1,0
NCT06848088,A Study to Learn About the Long-Term Health of Adult Participants From a Previous Study of a New Melanoma Treatment,PHASE2,Phase 2,ENROLLING_BY_INVITATION,48,Regeneron Pharmaceuticals,Regeneron,95,1,1,multi_experimental,2,fianlimab+cemiplimab,,PD-1,Monoclonal Antibody,PD-L1,1,0,0,0,0,0,0,0
NCT06887088,Encorafenib and biNimetinib Followed by CEmiplimab and FiAnLimab in Patients With BRAF Mutant melanOma and Symptomatic Brain Metastases,PHASE2,Phase 2,RECRUITING,33,Grupo Español Multidisciplinar de Melanoma,Grupo Español Multidisciplinar de Melanoma,7,0,1,single_arm,1,cemiplimab+fianlimab;encorafenib + binimetinib,cemiplimab+fianlimab;encorafenib + binimetinib,BRAF,Small Molecule,BRAF;MET,0,1,0,0,0,0,0,0
NCT06906822,PLUG-IN: Pembrolizumab Combined With Enfortumab Vedotin for Advanced Melanoma Patients,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,60,Grupo Español Multidisciplinar de Melanoma,Grupo Español Multidisciplinar de Melanoma,7,0,1,multi_experimental,2,enfortumab vedotin;pembrolizumab,enfortumab vedotin;pembrolizumab,PD-1,Monoclonal Antibody,BRAF;PD-L1,1,1,1,0,1,0,1,1
NCT06910657,IDOV-Immune for Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,78,"ViroMissile, Inc.",ViroMissile,1,1,0,single_arm,1,idov-immune (oncolytic vaccinia virus),idov-immune (oncolytic vaccinia virus),,Oncolytic Virus,,1,1,0,0,0,0,0,0
NCT06932757,Adjuvant Quisinostat in High-Risk Uveal Melanoma,PHASE2,Phase 2,RECRUITING,63,University of Miami,University of Miami,25,0,0,single_arm,1,quisinostat,quisinostat,HDAC,Small Molecule,,0,1,0,0,0,0,0,0
NCT06940739,A Study to Investigate the Safety and Efficacy of IOV-3001 in Adults With Advanced Melanoma Who Will Receive Lifileucel,PHASE1;PHASE2,Phase 2,RECRUITING,42,"Iovance Biotherapeutics, Inc.",Iovance Biotherapeutics,15,1,0,single_arm,1,iov-3001,iov-3001,IL-2,Peptide,BRAF;PD-L1,0,1,1,0,1,0,0,1
NCT06941818,HS-IT101 Injection in the Treatment of Advanced Melanoma,PHASE1,Phase 1,ENROLLING_BY_INVITATION,10,"Qingdao Sino-Cell Biomedicine Co., Ltd.",Qingdao Sino-Cell Biomedicine,6,1,0,single_arm,1,hs-it101 injection,hs-it101 injection,,Cell Therapy,BRAF,1,1,1,0,0,0,0,1
NCT06942143,"An Open-label, Phase I Clinical Trial of Super1 TCR-T in NY-ESO-1-positive Patients With Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,15,"Guangzhou FineImmune Biotechnology Co., LTD.",Guangzhou FineImmune Biotechnology,5,1,0,single_arm,1,super1 tcr-t,super1 tcr-t,NY-ESO-1,CAR-T,MET;NY-ESO-1,1,1,0,0,0,1,0,0
NCT06946225,ACTengine® IMA203 Combined With mRNA-4203,PHASE1,Phase 1,RECRUITING,15,"Immatics US, Inc.",Immatics US,6,1,0,single_arm,1,ima203;mrna-4203,ima203;mrna-4203,PRAME,Cell Therapy,HLA-A*02:01;PD-L1,1,1,0,0,0,0,0,0
NCT06956690,"A Phase 1/2 Clinical Trial to Assess the Safety, Tolerability, Pharmacokinetics and Preliminary Efficacy of HMBD-501 in Patients With HER3-Expressing Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,180,Hummingbird Bioscience,Hummingbird Bioscience,4,1,0,single_arm,1,env-501,env-501,EGFR,ADC,,1,1,0,0,0,0,1,0
NCT06961006,A Clinical Study of Intismeran Autogene (V940) and Pembrolizumab (MK-3475) in People With Melanoma (V940-012/INTerpath-012),PHASE2,Phase 2,RECRUITING,160,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,2,pembrolizumab,intismeran autogene;pembrolizumab,PD-1,Monoclonal Antibody,BRAF;PD-L1;biomarker;biomarker analysis,1,1,1,0,1,0,0,1
NCT06961786,TNFα and IL-2 Coding Oncolytic Adenovirus TILT-123 With Lymphocyte-depleting Chemotherapy and TILs in the Treatment of Melanoma,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,9,TILT Biotherapeutics Ltd.,TILT Biotherapeutics,6,1,0,single_arm,1,cyclophosphamide;fludarabine;til;tilt-123,cyclophosphamide;fludarabine;til;tilt-123,TNF-α and IL-2,Oncolytic Virus,BRAF,1,1,0,0,0,0,1,0
NCT06999980,"Neo IRENIE (NEOadjuvant Ipilimumab, RElatlimab, NIvolumab Evaluation)",PHASE2,Phase 2,RECRUITING,494,Melanoma Institute Australia,Melanoma Institute Australia,10,0,1,active_comparator,6,ipilimumab;pembrolizumab,ipilimumab;nivolumab,CTLA-4,Monoclonal Antibody,PD-L1;biomarker,1,1,0,0,0,0,0,0
NCT07015190,Neoadjuvant Darovasertib in Primary Uveal Melanoma,PHASE3,Phase 3,RECRUITING,520,IDEAYA Biosciences,IDEAYA Biosciences,11,1,0,active_comparator,2,primary local therapy,darovasertib,AURKA,Small Molecule,,0,1,0,0,0,0,0,0
NCT07027488,AB821 in Adult Participants With Locally Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,50,Yale University,Yale University,65,0,0,single_arm,1,ab821,ab821,IL-21R,Monoclonal Antibody,PD-L1,1,1,0,0,1,0,1,1
NCT07040436,Assessment of Safety and Efficacy of OPM-101 Combined With Anti-PD-1 in Patients With Advanced Melanoma Showing Resistance to Anti-PD-1,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,41,Oncodesign Precision Medicine,Oncodesign Precision Medicine,1,1,0,single_arm,1,opm-101,opm-101,RIPK2,Small Molecule,BRAF;MET;PD-L1;PR,0,1,0,0,0,0,0,0
NCT07070518,Study of GV20-0251 in Participants With Solid Tumor Malignancies,PHASE1;PHASE2,Phase 2,RECRUITING,350,GV20 Therapeutics,GV20 Therapeutics,3,1,0,single_arm,1,gv20-0251,gv20-0251,IGSF8,Oncolytic Virus,IGSF8 RNA;IGSF8 membrane protein;PD-L1,1,1,0,0,0,0,1,0
NCT07072728,Psilocybin-Assisted Psychotherapy in Cancer Patients With Adjustment Disorder,PHASE2,Phase 2,RECRUITING,87,Psyence Australia Pty Ltd,Psyence Australia Pty,1,1,0,active_comparator,3,psilocybin therapy,,,,,0,0,0,0,0,0,0,0
NCT07086105,A Study to Evaluate Adze1.C in Participants With Metastatic Melanoma,PHASE1,Phase 1,RECRUITING,30,Adze Biotechnology Australia Pty Ltd,Adze Biotechnology Australia Pty,1,1,0,single_arm,1,adze1.c,adze1.c,,Oncolytic Virus,MET,1,1,0,0,0,0,1,0
NCT07099430,"A Trial of LBL-024 Monotherapy, LBL-024 Combined With LBL-007 or Toripalimab in Patients With Advanced Melanoma",PHASE1;PHASE2,Phase 2,RECRUITING,200,"Nanjing Leads Biolabs Co.,Ltd",Nanjing Leads Biolabs,19,1,0,multi_experimental,3,lbl-024 for injection,lbl-007 injection;lbl-024 for injection;toripalimab injection,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0
NCT07106827,A Study of GV20-0251 in Advanced or Refractory Solid Tumors,PHASE1,Phase 1,RECRUITING,10,West China Hospital,West China Hospital,11,0,0,single_arm,1,gv20-0251,gv20-0251,IGSF8,Oncolytic Virus,IGSF8 RNA;IGSF8 membrane protein;PD-L1,1,1,0,0,0,0,1,0
NCT07107178,A Clinical Study of BT02 for the Treatment of Patients With Advanced Malignant Melanoma,PHASE1,Phase 1,NOT_YET_RECRUITING,58,Biotroy Therapeutics,Biotroy Therapeutics,3,1,0,single_arm,1,bt02,bt02,,Monoclonal Antibody,,1,1,0,0,0,0,0,0
NCT07115043,A Study to Investigate Safety of AZD6750 in Adult Participants With Select Advanced or Metastatic Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,120,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,2,azd6750,azd6750;rilvegostomig,IL-2,Small Molecule,PD-L1,0,1,0,0,1,0,0,1
NCT07136181,"Evaluation of the Safety, Efficacy, and Pharmacokinetics of NBM-BMX in Patients With Metastatic Uveal Melanoma",PHASE1;PHASE2,Phase 2,RECRUITING,36,Novelwise Pharmaceutical Corporation,Novelwise Pharmaceutical,3,1,0,single_arm,1,nbm-bmx capsule are proprietary products developed by novelwise pharmaceutical corporation (novelwise) for treatment of patients suffering from cancers.,nbm-bmx capsule are proprietary products developed by novelwise pharmaceutical corporation (novelwise) for treatment of patients suffering from cancers.,,Small Molecule,,0,1,0,0,0,0,0,0
NCT07160335,"A Phase I Clinical Study to Evaluate the PK Profile, Efficacy, Safety and Immunogenicity of HLX17 vs. Keytruda® in Multiple Resected Solid Tumors",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,174,Shanghai Henlius Biotech,Shanghai Henlius,98,1,0,active_comparator,2,hlx17;us-sourced keytruda,hlx17,PD-1,Monoclonal Antibody,ALK;PD-L1,1,1,0,0,1,0,0,1
NCT07177937,A Study of DXC014 in Patients With Advanced Solid Tumors.,PHASE1,Phase 1,RECRUITING,150,"Hangzhou DAC Biotechnology Co., Ltd.",Hangzhou DAC Biotechnology,5,1,0,single_arm,1,dxc014,dxc014,B7-H3,ADC,,1,1,0,0,0,0,0,0
NCT07221734,"Study to Compare Pharmacokinetics, Efficacy, Safety, and Immunogenicity of MB11 Versus EU-/US-Opdivo® in Subjects With Previously Untreated Advanced [Unresectable or Metastatic] Melanoma",PHASE3,Phase 3,RECRUITING,632,mAbxience Research S.L.,mAbxience Research S.L.,5,1,0,active_comparator,3,eu-opdivo;us- sourced opdivo,mb11 (proposed nivolumab biosimilar),PD-1,Monoclonal Antibody,BRAF;PD-L1,1,1,1,0,1,0,0,1
NCT07224425,A Study of BI 3810944 in Patients With Advanced Cancer,PHASE1,Phase 1,RECRUITING,69,Boehringer Ingelheim,Boehringer Ingelheim,237,1,1,multi_experimental,2,bi 3810944,bi 3810944,,,BRAF,0,1,0,0,0,0,0,0
NCT07252661,Study of ACC-1898 in Adult Participants With Advanced Solid Tumors,PHASE1,Phase 1,NOT_YET_RECRUITING,40,"AccSalus Biosciences, Inc.",AccSalus Biosciences,1,1,0,multi_experimental,2,acc-1898,acc-1898,,Cell Therapy,,1,1,0,0,0,0,0,0
NCT07276386,Phase 2 Combination of Melphalan/HDS Via PHP + Tebentafusp in Treating Metastatic Uveal Melanoma,PHASE2,Phase 2,RECRUITING,18,H. Lee Moffitt Cancer Center and Research Institute,H. Lee Moffitt Cancer Center and Research Institute,228,0,0,single_arm,1,melphalan/hds (percutaneous hepatic perfusion);tebentafusp,melphalan/hds (percutaneous hepatic perfusion);tebentafusp,,Small Molecule,,0,1,0,0,0,0,0,0
NCT07280832,Phase I/II Clinical Study of JMT108 Injection for the Treatment of Advanced Malignant Melanoma and Urinary Tract Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,500,Shanghai JMT-Bio Inc.,Shanghai JMT-Bio,33,1,0,multi_experimental,6,jmt108,jmt108,PD-1,Bispecific Antibody,,1,1,0,0,0,0,0,0
NCT07281924,Hepzato Kit and Opdualag for Metastatic Melanoma and Liver Metastasis,PHASE1;PHASE2,Phase 2,RECRUITING,15,"University of Wisconsin, Madison","University of Wisconsin, Madison",61,0,0,single_arm,1,device: melphalan;nivolumab and relatlimab,device: melphalan;nivolumab and relatlimab,PD-1,Bispecific Antibody,BRAF;PD-L1,1,1,0,0,0,0,0,0
NCT07287917,Study of AMXT 1501 and DFMO in Combination With Standard Therapies in Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,92,"Aminex Therapeutics, Inc.",Aminex Therapeutics,4,1,0,multi_experimental,2,amxt 1501 dicaprate;dfmo,amxt 1501 dicaprate;capivasertib;dfmo;fulvestrant;pembrolizumab,AKT1,Small Molecule,BRAF;ER;HER2;PIK3CA;PTEN,0,1,1,0,0,0,1,1
NCT07288112,DOC1021 Dendritic Cell Immunotherapy for Refractory Melanoma,PHASE1;PHASE2,Phase 2,RECRUITING,35,Diakonos Oncology Corporation,Diakonos Oncology,3,1,0,single_arm,1,doc1021;pifn (peginterferon alfa-2a);tumor resection,doc1021;pifn (peginterferon alfa-2a);tumor resection,PD-1,Cell Therapy,,1,1,0,0,0,0,1,0
NCT07288203,A Study of Lifileucel (Tumor-infiltrating Lymphocytes) in Adults With Advanced Melanoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,100,"Iovance Biotherapeutics, Inc.",Iovance Biotherapeutics,15,1,0,single_arm,1,lifileucel,lifileucel,,Cell Therapy,BRAF,1,1,1,0,0,0,0,1
NCT07310758,Contrast-enhanced Ultrasound for Sentinel Node Detection,PHASE2;PHASE3,Phase 3,RECRUITING,91,The Netherlands Cancer Institute,The Netherlands Cancer Institute,72,0,0,single_arm,1,sonazoid,,,,,0,0,0,0,0,0,0,0
NCT07310784,A Phase II Trial of LM103 in Advanced Melanoma,PHASE2,Phase 2,RECRUITING,92,"Suzhou BlueHorse Therapeutics Co., Ltd.",Suzhou BlueHorse Therapeutics,8,1,0,active_comparator,2,carboplatin/cisplatin;dacarbazine;paclitaxel;temozolomide,lm103 tils injection,MET,Cell Therapy,BRAF;MET,1,1,1,1,0,0,0,1
NCT07339176,Intratumoral N17350 in Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,275,Onchilles Pharma Inc,Onchilles Pharma,1,1,0,multi_experimental,10,n17350,n17350,CD95,Oncolytic Virus,,1,1,0,0,0,0,0,0
