nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,HR/ER,HER2,PD-L1,BRCA/HRD,PIK3CA,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT07235176,Phase Ib/II Clinical Study of QLS1304 Combined With Endocrine Therapy in the Treatment of ER+/HER2- Breast Cancer Patients,PHASE1;PHASE2,Phase 2,RECRUITING,300,"Qilu Pharmaceutical Co., Ltd.",Qilu Pharmaceutical,108,1,0,multi_experimental,2,,qls1304 tablet+fulvestrant or qlc1401;qls1304 tablet+fulvestrant，ai or qlc1401+cdk4/6i,KAT6A,Small Molecule,ER;HER2,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · measurable (RECIST) · ECOG 0-1
NCT07237256,"Chemotherapy De-escalation in HR +, HER2-, Intermediate-risk Early Breast Cancer Treated With Adjuvant Ribociclib",PHASE3,Phase 3,RECRUITING,3902,UNICANCER,UNICANCER,64,0,1,multi_experimental,2,de-escalation,de-escalation,CDK4/6,Small Molecule,ER;HER2;HR;MET;genomic,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · squamous
NCT07242352,Marker - Adjusted Therapy Comparing Adjuvant Elacestrant With Standard Endocrine Treatment in Genomically and/or Clinically High-risk ER+/HER2- eBC,PHASE3,Phase 3,RECRUITING,1520,Women's Cancer Study Group GmbH,Women's Cancer Study,15,0,0,active_comparator,2,standard-of-care endocrine treatment,elacestrant,ESR1,Small Molecule,ER;HER2;PR;genomic,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · squamous · ECOG 1
NCT07250386,A Study of CEA-Targeted CAR-T Therapy in Patients With CEA-Positive Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,48,"Second Affiliated Hospital, Zhejiang University, School of Medicine","Second Affiliated Hospital, Zhejiang University, School of Medicine",12,0,0,multi_experimental,2,,cea-targeted car-t (intrapleural);cea-targeted car-t (intravenous),CEA,CAR-T,CEA;MET,1,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · small-cell · measurable (RECIST)
NCT07260058,Immune Cell Therapy for Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,48,"Liaoning Medical Diagnosis and Treatment Technology Research and Development Co., Ltd.",Liaoning Medical Diagnosis and Treatment Technology Research and Development,1,1,0,active_comparator,2,standard,autologous immune cells;standard,,Cell Therapy,,1,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07261631,Phase I Study of [177Lu]Lu-DFC413 in Patients With Solid Tumors,PHASE1,Phase 1,RECRUITING,180,Novartis Pharmaceuticals,Novartis,836,1,1,single_arm,1,177lu-dfc413;68ga-nns309,177lu-dfc413;68ga-nns309,,Radiopharmaceutical,HER2;MMR;MSI;MSI-H;dMMR;genomic,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · ductal
NCT07272642,"A Phase 1, Multicenter Imaging Study of LNTH-2403 in Participants With Locally Advanced or Metastatic Solid Tumors.",PHASE1,Phase 1,NOT_YET_RECRUITING,16,"Radiopharm Theranostics, Ltd",Radiopharm Theranostics,7,1,0,single_arm,1,lnth-2403,lnth-2403,LRRC15,Radiopharmaceutical,biomarker,0,1,0,0,0,0,0,0,0,0,,metastatic · squamous
NCT07274852,"A Study of Lutetium [177Lu]-BL-ARC001 in Patients With Locally Advanced or Metastatic Lung Cancer, Breast Cancer, Head and Neck Squamous Cell Carcinoma and Other Solid Tumors",PHASE1,Phase 1,RECRUITING,22,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,lutetium [177lu] bl-arc001,lutetium [177lu] bl-arc001,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07276880,"Preoperative Chemotherapy, Pembrolizumab and Low or High Dose RADiation in an Expansion Cohort of Node(+), Triple Negative Breast Cancer",PHASE2,Phase 2,RECRUITING,32,UNC Lineberger Comprehensive Cancer Center,UNC Lineberger Comprehensive Cancer Center,85,0,1,multi_experimental,2,neoadjuvant pembrolizumab,high dose neoadjuvant boost;low dose neoadjuvant boost;neoadjuvant pembrolizumab,PD-1,Monoclonal Antibody,HER2;PD-L1,1,1,0,0,0,0,0,0,0,0,,
NCT07281833,"Phase III Study to Evaluate the Safety, Efficacy, and Impact on Quality of Life of Capivasertib Alongside Standard-of-care Endocrine Treatment in Patients With HR+/HER2- Advanced Breast Cancer and Progression on Prior Endocrine-based Treatment",PHASE3,Phase 3,RECRUITING,250,Women's Cancer Study Group GmbH,Women's Cancer Study,15,0,1,single_arm,1,capivasertib,capivasertib,AKT1,Small Molecule,ER;HER2;PIK3CA;PTEN;biomarker,0,1,1,1,0,0,1,0,1,1,"HR+, HER2+, PIK3CAm",metastatic · 2nd-line+
NCT07281976,A Trial of LBL-024 Monotherapy or Combination Drug in Patients With Triple Negative Breast Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,220,"Nanjing Leads Biolabs Co.,Ltd",Nanjing Leads Biolabs,19,1,0,active_comparator,2,albumin-bound paclitaxel injection;toripalimab injection,albumin-bound paclitaxel injection;lbl-024 for injection,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0,0,,measurable (RECIST) · ECOG 0
NCT07287098,A Study of Imlunestrant (LY3484356) in Premenopausal Women With Estrogen Receptor-Positive (ER+) Human Epidermal Growth Factor Receptor 2 Negative (HER2-) Early Breast Cancer,PHASE2,Phase 2,RECRUITING,600,Eli Lilly and Company,Eli Lilly,535,1,1,active_comparator,5,tamoxifen,goserelin;imlunestrant,ESR1,Small Molecule,ER;HER2,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic
NCT07287917,Study of AMXT 1501 and DFMO in Combination With Standard Therapies in Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,92,"Aminex Therapeutics, Inc.",Aminex Therapeutics,4,1,0,multi_experimental,2,amxt 1501 dicaprate;dfmo,amxt 1501 dicaprate;capivasertib;dfmo;fulvestrant;pembrolizumab,AKT1,Small Molecule,BRAF;ER;HER2;PIK3CA;PTEN,0,1,1,1,0,0,1,0,1,1,"HR+, HER2+, PIK3CAm",metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07288359,Study of GVV858 as a Single Agent or in Combination With Endocrine Therapy in Patients With HR+/HER2- Breast Cancer and Other Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,205,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,5,gvv858,fulvestrant;gvv858;letrozole,HER2,,HER2,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · adenoca. · measurable (RECIST)
NCT07294508,A Study to Evaluate HLX22 in Combination With HLX87 in Patients With HER2-Positive Recurrent or Metastatic Breast Cancer,PHASE2;PHASE3,Phase 3,RECRUITING,706,Shanghai Henlius Biotech,Shanghai Henlius,98,1,0,active_comparator,4,t-dxd + pertuzumab;thp,hlx87 + hlx22;hlx87 + pertuzumab,HER2,ADC,ER;HER2,1,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · measurable (RECIST)
NCT07294534,A Phase II/III Clinical Study to Evaluate the Efficacy and Safety of HLX87in Combination With HLX22 or Pertuzumab in the Neoadjuvant Therapy of HER2-Positive Bresat Cancer,PHASE2;PHASE3,Phase 3,NOT_YET_RECRUITING,817,Shanghai Henlius Biotech,Shanghai Henlius,98,1,0,active_comparator,3,tcbhp,hlx87 + pertuzumab;hlx87+hx22,HER2,ADC,ER;HER2;PR,1,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · ductal
NCT07299825,A Study of A166 in Patients With HER2-Positive Unresectable or Metastatic Breast Cancer,PHASE2,Phase 2,RECRUITING,40,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd.",Kelun,50,1,0,single_arm,1,a166,a166,HER2,ADC,HER2,1,1,0,1,0,0,0,0,0,1,HER2+,metastatic · measurable (RECIST)
NCT07310420,A Trial to Evaluate Ovarian Suppression Following Subcutaneous ZOLADEX 10.8 mg in Premenopausal Women With Early-stage and Advanced HR+ Breast Cancer,PHASE1,Phase 1,RECRUITING,176,TerSera Therapeutics LLC,TerSera Therapeutics,3,1,0,single_arm,1,zoladex,zoladex,GnRH,Peptide,ER;HER2;HR;MET;PR,0,1,1,1,0,0,1,1,0,1,"HR+, HER2+, PIK3CAm",metastatic · 1st-line · adenoca.
NCT07310758,Contrast-enhanced Ultrasound for Sentinel Node Detection,PHASE2;PHASE3,Phase 3,RECRUITING,91,The Netherlands Cancer Institute,The Netherlands Cancer Institute,72,0,0,single_arm,1,sonazoid,,,,,0,0,0,0,0,0,0,0,0,0,,
NCT07311993,Phase 1 Study of CLR 125 in Triple Negative Breast Cancer,PHASE1,Phase 1,RECRUITING,60,"Cellectar Biosciences, Inc.",Cellectar Biosciences,11,1,0,multi_experimental,4,clr 125,clr 125,,Radiopharmaceutical,ER;PR,0,1,1,0,0,0,0,0,0,1,HR+,metastatic · measurable (RECIST)
NCT07318805,A Study to Learn About the Study Medicine Called PF-08032562 in People With Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,260,Pfizer,Pfizer,687,1,1,multi_experimental,7,pf-08032562,bevacizumab;cetuximab;fluorouracil;fulvestrant;leucovorin;oxaliplatin;pf-08032562,,,,0,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07319195,Window Study of Intratumoral Mitazalimab in Breast Cancer (WINIT-BC),EARLY_PHASE1,Phase 1,RECRUITING,32,Jennifer Zhang,Jennifer Zhang,1,0,0,multi_experimental,6,intratumoral mitazalimab,intratumoral mitazalimab;intratumoral nivolumab,CD40,Monoclonal Antibody,ER;HER2,1,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic
NCT07336771,"JSKN016 in Combination With D-0502 for Locally Advanced or Metastatic HR-Positive, HER2-Negative Breast Cancer",PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,60,"Jiangsu Alphamab Biopharmaceuticals Co., Ltd",Jiangsu Alphamab Biopharmaceuticals,35,1,0,multi_experimental,2,d-0502,d-0502;jskn016 q2w;jskn016 q3w,HER2,ADC,ER;HER2;PR,1,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · measurable (RECIST)
NCT07339176,Intratumoral N17350 in Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,275,Onchilles Pharma Inc,Onchilles Pharma,1,1,0,multi_experimental,10,n17350,n17350,CD95,Oncolytic Virus,,1,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07340658,"A Study to Investigate the Efficacy and Safety of Letrozole SIE Compared With Femara® (Both Combined With the CDK4/6 Inhibitor Ribociclib) in Postmenopausal Women With HR-Positive, HER2-Negative, Inoperable Locally Advanced or Metastatic Breast Cancer",PHASE3,Phase 3,NOT_YET_RECRUITING,300,Rovi Pharmaceuticals Laboratories,Rovi Pharmaceuticals Laboratories,4,1,0,active_comparator,2,oral femara + ribociclib + injectable placebo,letrozole sie + ribociclib + oral placebo,CDK4/6,Small Molecule,HER2;HR,0,1,0,1,0,0,0,1,0,1,HER2+,metastatic · 1st-line · squamous · measurable (RECIST)
NCT07341737,SL-28 for Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,60,Second Life Therapeutics,Second Life Therapeutics,1,1,0,multi_experimental,3,sl-28,sl-28,,,biomarker,0,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07349069,A Phase III Trial Comparing HRS-8080 With Standard Endocrine Therapy in Patients With Intermediate or High Risk Early Breast Cancer,PHASE3,Phase 3,RECRUITING,5500,"Shandong Suncadia Medicine Co., Ltd.",Shandong Suncadia Medicine,22,1,0,active_comparator,2,anastrozole tablets;exemestane tablets;letrozole tablets;tamoxifen citrate tablets,hrs-8080 tablets,ER,Small Molecule,ER,0,1,0,0,0,0,0,0,0,0,,metastatic
NCT07350928,Observation of the Effect of Preoperative Use of Dexmedetomidine Hydrochloride Nasal Spray on Optimizing Awake Sedation During Breast-Conserving Surgery for Breast Cancer and Postoperative Awake Status,PHASE3,Phase 3,RECRUITING,394,Tianjin Medical University Cancer Institute and Hospital,Tianjin Medical University Cancer Institute and Hospital,28,0,0,placebo_comparator,2,induction of anesthesia with placebo spray prior to surgery,induction of anesthesia with dexmedetomidine nasal spray prior to surgery,,,,0,1,1,0,0,0,0,0,0,1,HR+,
NCT07354022,A Study to Evluate Efficacy and Safety of HRS-8080 Combined With Dalpiciclib in Patients With Advanced or Metastatic Breast Cancer Resistant to Adjuvant Endocrine Therapy.,PHASE3,Phase 3,RECRUITING,912,"Shandong Suncadia Medicine Co., Ltd.",Shandong Suncadia Medicine,22,1,0,active_comparator,2,fulvestrant injection ;dalpiciclib isethionate,hrs-8080 tablet ; dalpiciclib isethionate,CDK4/6,Small Molecule,ER;HER2;PR,0,1,0,0,0,0,0,0,0,0,,metastatic · ECOG 0-1
NCT07354919,Axelopran for Advanced Cancer in Patients Receiving Opioids,PHASE2,Phase 2,RECRUITING,34,HealthPartners Institute,HealthPartners Institute,2,0,0,single_arm,1,axelopran,axelopran,,,biomarker,0,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · small-cell · measurable (RECIST)
NCT07358377,"A Trial of HRS-6209-205 to Evaluate the Safety, Tolerability, Pharmacokinetics and Efficacy of HRS-6209 in Combination Therapy in Subjects With HR-Positive/HER2-Negative Cancer",PHASE1,Phase 1,RECRUITING,15,Atridia Pty Ltd.,Atridia Pty,13,1,0,single_arm,1,hrs-6209 capsules and fulvestrant injection,hrs-6209 capsules and fulvestrant injection,HER2,,HER2,0,1,0,1,0,0,0,0,0,1,HER2+,metastatic
NCT07358806,Study to Assess the Effect of OCT-598 in Patients With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,51,Oscotec Inc.,Oscotec,3,1,0,multi_experimental,9,oct-598,docetaxel;oct-598,EP2/EP4,Small Molecule,,0,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07361562,"A Study of a Selective ERBB2 Inhibitor (CGT4255), in Patients With Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,100,"Cogent Biosciences, Inc.",Cogent Biosciences,11,1,0,multi_experimental,3,cgt4255,cgt4255,HER2,Small Molecule,HER2,0,1,0,1,0,0,0,0,0,1,HER2+,metastatic · measurable (RECIST)
NCT07368998,To Study the Effect of Inavolisib in Combination With Fulvestrant in Participants With Breast Cancer,PHASE2,Phase 2,RECRUITING,80,Hoffmann-La Roche,Roche/Genentech,922,1,1,multi_experimental,2,fulvestrant;inavolisib,fulvestrant;inavolisib,PI3K,Small Molecule,8P;ER;HER2;biomarker,0,1,1,1,0,0,1,0,0,1,"HR+, HER2+, PIK3CAm",metastatic · measurable (RECIST)
NCT07369505,Sapu003 in Advanced mTOR-sensitive Solid Tumors,PHASE1,Phase 1,RECRUITING,27,SAPU NANO (US) LLC,SAPU NANO (US),1,1,0,multi_experimental,2,sapu003,exemestane;sapu003,HER2,,HER2,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · measurable (RECIST)
NCT07373782,Continuous Positive Airway Pressure (CPAP) Assisted Radiotherapy in Breast Cancer,PHASE2;PHASE3,Phase 3,RECRUITING,53,Universitaire Ziekenhuizen KU Leuven,Universitaire Ziekenhuizen KU Leuven,13,0,0,multi_experimental,2,device: continuous positive airway pressure (cpap),device: continuous positive airway pressure (cpap),,,HER2,0,1,0,1,0,0,0,0,0,1,HER2+,metastatic
NCT07377643,"IBI354 With or Without Pertuzumab Versus Taxane, Trastuzumab and Pertuzumab in HER2-positive Metastatic Breast Cancer",PHASE3,Phase 3,RECRUITING,540,"Innovent Biopharmaceutical Technology (Hangzhou) Co., LTD.",Innovent,107,1,0,active_comparator,3,docetaxel;paclitaxel;pertuzumab;trastuzumab,ibi354;pertuzumab,HER2,Monoclonal Antibody,ER;HER2,1,1,1,1,0,0,0,1,0,1,"HR+, HER2+",metastatic · 1st-line · squamous · measurable (RECIST)
NCT07383506,"A Study of Mutant Selective-Inhibitor (CGT6297), in Patients With Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,90,"Cogent Biosciences, Inc.",Cogent Biosciences,11,1,0,multi_experimental,2,cgt6297,cgt6297,PIK3CA,Small Molecule,BRAF;HER2;KRAS;PIK3CA,0,1,0,1,0,0,1,1,1,1,"HER2+, PIK3CAm",advanced · 1st-line · measurable (RECIST)
NCT07386938,"A Study of the Efficacy, Safety and Pharmacokinetics of RPH-051 and Perjeta® in Combination With Trastuzumab and Docetaxel as the 1st Line Therapy in Patients With HER2-positive Breast Cancer",PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,246,R-Pharm,R-Pharm,36,1,0,active_comparator,2,docetaxel;perjeta;trastuzumab,docetaxel;rph-051;trastuzumab,HER2,Monoclonal Antibody,HER2;MET,1,1,0,1,0,0,0,1,0,1,HER2+,metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 0-1
NCT07389733,"A Study of HRS-6208 in Combination With HRS-8080, or Fulvestrant, or Letrozole, With or Without HRS-6209 in Patients With Advanced Unresectable or Metastatic Breast Cancer",PHASE1;PHASE2,Phase 2,RECRUITING,180,"Shandong Suncadia Medicine Co., Ltd.",Shandong Suncadia Medicine,22,1,0,multi_experimental,3,hrs-6208 capsule;hrs-6209 capsule,fulvestrant injection;hrs-6208 capsule;hrs-6209 capsule;hrs-8080 tablet;letrozole tablets,,,,0,1,0,0,0,0,0,0,0,0,,metastatic · squamous · ECOG 0-1
NCT07390838,A Study of SH009 Injection in Patients With Advanced Solid Tumors.,PHASE1,Phase 1,RECRUITING,150,"Nanjing Sanhome Pharmaceutical, Co., Ltd.",Nanjing Sanhome Pharmaceutical,16,1,0,single_arm,1,sh009,sh009,,,PD-L1;biomarker,0,1,0,0,1,0,0,0,0,1,PD-L1+,metastatic · squamous · measurable (RECIST)
NCT07393321,A Phase III Clinical Trial of NTQ1062 in Combination With Fulvestrant for the Treatment of Advanced or Metastatic HR+/HER2- Breast Cancer,PHASE3,Phase 3,NOT_YET_RECRUITING,210,Nanjing Chia-tai Tianqing Pharmaceutical,Nanjing Chia-tai Tianqing Pharmaceutical,5,1,0,placebo_comparator,2,placebo + fulvestrant,ntq1062+fulvestrant,HER2,,ER;HER2,0,1,1,0,0,0,1,0,0,1,"HR+, PIK3CAm",metastatic · squamous · measurable (RECIST)
NCT07393425,Neoadjuvant Trastuzumab Deruxtecan (SHR-A1811) + Pertuzumab in HER2+ Breast Cancer,PHASE2,Phase 2,RECRUITING,50,Shanghai Jiao Tong University School of Medicine,Shanghai Jiao Tong University School of Medicine,6,0,0,single_arm,1,pertuzumab;pyrotinib;taxane;trastuzumab (or biosimilar);trastuzumab deruxtecan,pertuzumab;pyrotinib;taxane;trastuzumab (or biosimilar);trastuzumab deruxtecan,HER2,Monoclonal Antibody,HER2,1,1,0,1,0,0,0,0,0,1,HER2+,stage IV · squamous · measurable (RECIST)
NCT07401381,A Study to Compare the Steady-State Bioavailability of Injectable Letrozole SIE and Oral Letrozole in Post-Menopausal Women With Hormone Receptor Positive Early Breast Cancer,PHASE1,Phase 1,RECRUITING,120,Rovi Pharmaceuticals Laboratories,Rovi Pharmaceuticals Laboratories,4,1,0,multi_experimental,2,,eu sourced oral femara + letrozole sie;us-sourced oral femara + letrozole sie,AR,Small Molecule,ER;HER2;PR,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",adjuvant
NCT07405801,A Phase II Study Evaluating the Efficacy and Safety of Inavolisib Plus Ribociclib Plus Fulvestrant Versus Placebo Plus Ribociclib Plus Fulvestrant in Participants With Advanced Breast Cancer,PHASE2,Phase 2,RECRUITING,80,Hoffmann-La Roche,Roche/Genentech,922,1,1,placebo_comparator,2,fulvestrant;ribociclib,fulvestrant;inavolisib;ribociclib,PI3K,Small Molecule,8P;ER;HER2;PR;biomarker,0,1,1,0,0,0,1,0,0,1,"HR+, PIK3CAm",metastatic · measurable (RECIST)
NCT07406542,"A Phase III Study of SYS6010 Versus Chemotherapy in HER2-Negative, EGFR-Positive Recurrent or Metastatic Breast Cancer",PHASE3,Phase 3,NOT_YET_RECRUITING,400,"CSPC Megalith Biopharmaceutical Co.,Ltd.",CSPC Megalith Biopharmaceutical,29,1,0,active_comparator,2,capecitabine;gemcitabine;investigator's choice of chemotherapy (eribulin;or vinorelbine),sys6010,HER2,ADC,EGFR;HER2,1,1,0,1,0,0,0,0,0,1,HER2+,metastatic · squamous · measurable (RECIST)
NCT07406789,"Phase II, Prospective, Randomized, Proof-of-concept Study to Evaluate the Effects of a Personalized Dietary Intervention in Women With Advanced Gynecologic or Breast Tumors Treated With Antibody-Drug Conjugates (ADCs).",PHASE2,Phase 2,NOT_YET_RECRUITING,100,TNC Nutrición Terapéutica S.L.,TNC Nutrición Terapéutica S.L.,1,0,0,active_comparator,2,behavioral: general recommendations,dietary supplement: personalised dietary intervention.,,,,0,1,0,0,0,0,0,0,0,0,,unresectable
NCT07413939,RO7771950 Versus Tucatinib in Combination With Trastuzumab and Capecitabine in People With Locally Advanced or Metastatic Breast Cancer That is Human Epidermal Growth Factor Receptor 2 (HER2)-Positive,PHASE2;PHASE3,Phase 3,RECRUITING,650,Hoffmann-La Roche,Roche/Genentech,922,1,1,active_comparator,3,capecitabine;trastuzumab;tucatinib,capecitabine;ro7771950;trastuzumab,HER2,ADC,HER2,1,1,0,1,0,0,0,1,1,1,HER2+,metastatic · 1st-line · measurable (RECIST)
NCT07423117,A Study of ITC-6146RO in Patients With Advanced or Metastatic Cancer Who Have Failed Standard Therapy,PHASE1,Phase 1,NOT_YET_RECRUITING,102,"IntoCell, Inc",IntoCell,1,1,0,single_arm,1,itc-6146ro,itc-6146ro,,,,0,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07424547,Phase I Study of SYS6043 in Patients With Advanced/Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,386,"Conjupro Biotherapeutics, Inc.",Conjupro Biotherapeutics,8,1,0,multi_experimental,3,sys6043,sys6043,B7-H3,ADC,,1,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07426822,Rash & Diarrhea Prophylaxis With Capivasertib,PHASE2,Phase 2,RECRUITING,108,Maryam Lustberg,Maryam Lustberg,1,0,1,multi_experimental,2,capivasertib;ceterizine;fulvestrant,capivasertib;ceterizine;fulvestrant,AKT1,Small Molecule,HER2;PIK3CA;PTEN,0,1,0,0,0,0,1,0,1,1,PIK3CAm,metastatic · 2nd-line+
NCT07427394,Study to Evaluate the Safety and Tolerability of Camizestrant in Combination With Atirmociclib in Women With Advanced Breast Cancer,PHASE2,Phase 2,RECRUITING,24,AstraZeneca,AstraZeneca,780,1,1,single_arm,1,atirmociclib;camizestrant,atirmociclib;camizestrant,CDK4/6,Small Molecule,ER;HER2,0,1,1,0,0,0,0,0,1,1,HR+,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07432633,[18F]FPyQCP PET Imaging of Fibroblast Activation Protein in Selected Oncology Indications,PHASE1;PHASE2,Phase 2,RECRUITING,71,Blue Earth Diagnostics,Blue Earth Diagnostics,11,1,0,single_arm,1,[18f]fpyqcp,[18f]fpyqcp,FAP,Radiopharmaceutical,,0,1,0,0,0,0,0,1,0,0,,metastatic · 1st-line · squamous
NCT07441460,A Phase III Study of KN026 in Combination With HB1801 as Adjuvant Therapy for Resectable HER2-Positive Breast Cancer,PHASE3,Phase 3,RECRUITING,1800,Shanghai JMT-Bio Inc.,Shanghai JMT-Bio,33,1,0,active_comparator,2,carboplatin;cyclophosphamide;docetaxel;doxorubicin;epirubicin;pertuzumab;trastuzumab,carboplatin;cyclophosphamide;doxorubicin;epirubicin;hb1801;kn026,HER2,ADC,HER2,1,1,0,1,0,0,0,0,0,1,HER2+,
NCT07454642,AVA6103 in Subjects With Locally Advanced or Metastatic Selected Solid Tumors,PHASE1,Phase 1,RECRUITING,174,Avacta Life Sciences Ltd,Avacta Life Sciences,2,1,0,multi_experimental,3,ava6103,ava6103,FAP,Peptide,FAP;SLFN11,0,1,1,0,0,0,0,0,0,1,HR+,metastatic
NCT07458113,Sac-TMT for Active TNBC Brain Metastases,PHASE2,Phase 2,NOT_YET_RECRUITING,20,Yale University,Yale University,65,0,1,single_arm,1,sacituzumab tirumotecan,sacituzumab tirumotecan,TROP-1,ADC,ER;HER2;TROP-1;biomarker,1,1,1,1,0,0,0,0,0,1,"HR−, HER2+",metastatic · measurable (RECIST) · ECOG 0-1
NCT07459283,"The Safety, Dosimetry and Efficacy of 177Lu-INN805 in Patients With Malignant Solid Tumors",EARLY_PHASE1,Phase 1,RECRUITING,10,"FindCure Biosciences (ZhongShan) Co., Ltd.",FindCure Biosciences (ZhongShan),5,1,0,single_arm,1,inn805,inn805,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07459738,"A Phase II Study to Evaluate the Efficacy and Safety of HLX43 in Patients With Hormone Receptor Positive, HER2 Negative Locally Advanced or Metastatic Breast Cancer",PHASE2,Phase 2,NOT_YET_RECRUITING,60,Shanghai Henlius Biotech,Shanghai Henlius,98,1,0,multi_experimental,2,hlx43,hlx43,PD-L1,ADC,HER2;PD-L1,1,1,1,1,0,0,0,0,0,1,"HR+, HER2−",metastatic · measurable (RECIST) · ECOG 0-1
NCT07461454,YL202 Versus Treatment of Physician's Choice in Patients With HR+/HER2- Breast Cancer,PHASE3,Phase 3,RECRUITING,376,"MediLink Therapeutics (Suzhou) Co., Ltd.",MediLink Therapeutics (Suzhou),23,1,0,active_comparator,2,capecitabine;eribulin;gemcitabine;sacituzumab govitecan;vinorelbine,yl202,HER3,ADC,HER2;HR,1,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · measurable (RECIST)
NCT07486089,Dual-Target CAR-NK Cells for Advanced Breast Cancer (HER2+ and TNBC),PHASE1;PHASE2,Phase 2,RECRUITING,60,Beijing Biotech,Beijing Biotech,30,1,0,multi_experimental,4,dual-target car-nk cells (eb-dt-car-nk);lymphodepleting;supportive care,dual-target car-nk cells (eb-dt-car-nk);lymphodepleting;supportive care,HER2,CAR-T,HER2,1,1,0,1,0,0,0,0,0,1,HER2+,metastatic · measurable (RECIST)
NCT07487519,"Phase II Study of HLX43 Monotherapy or Combined With Immune Checkpoint Inhibitors in Patients With Locally Advanced, Recurrent, or Metastatic Triple-negative Breast Cancer.",PHASE2,Phase 2,NOT_YET_RECRUITING,180,Shanghai Henlius Biotech,Shanghai Henlius,98,1,0,multi_experimental,6,,hlx43 dose 1 + hlx10;hlx43 dose 1 in ≥2l tnbc;hlx43 dose 2 in 1l tnbc;hlx43 dose 2 in ≥2l tnbc;hlx43 dose1 in 1l tnbc;hlx43 dose2 + hlx10,PD-L1,ADC,ER;HER2;PD-L1;PR,1,1,1,1,1,0,0,0,0,1,"HR+, HER2+, PD-L1+",metastatic · measurable (RECIST) · ECOG 0-1
NCT07492394,Dalpiciclib With or Without Entinostat and Letrozole in HR+/HER2- Early Breast Cancer,PHASE2,Phase 2,RECRUITING,60,Hebei Medical University Fourth Hospital,Hebei Medical University Fourth Hospital,6,0,0,placebo_comparator,2,dalpiciclib;entinostat;letrozole,dalpiciclib;letrozole,CDK4/6,Small Molecule,ER;HER2;PR,0,1,1,1,0,0,0,0,0,1,"HR+, HER2+",metastatic · measurable (RECIST)
