nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,PD-L1,FGFR,HER2,MSI-H/dMMR,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT06528483,Bladder Preservation With Sacituzumab Govitecan + Zimberelimab for Muscle-Invasive Bladder Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,63,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano","Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",8,0,1,single_arm,1,sacituzumab govitecan + zimberelimab,sacituzumab govitecan + zimberelimab,TROP2,ADC,TROP-2,1,1,0,0,0,0,0,0,0,,metastatic · squamous
NCT06529822,Personalized Cancer Vaccine (PCV) Strategy in Patients With Solid Tumors and Molecular Residual Disease,PHASE1,Phase 1,RECRUITING,64,Washington University School of Medicine,Washington University School of Medicine,178,0,0,multi_experimental,4,device: signatera assay;poly iclc;synthetic long peptide personalized cancer vaccine,device: signatera assay;poly iclc;synthetic long peptide personalized cancer vaccine,,Vaccine,ALK;RET;ROS1,1,1,0,0,0,0,0,0,0,,metastatic · adenoca.
NCT06534983,A Study to Evaluate the Efficacy and Safety of Autogene Cevumeran With Nivolumab Versus Nivolumab Alone in Participants With High-risk Muscle-invasive Urothelial Carcinoma (MIUC),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,62,Hoffmann-La Roche,Roche/Genentech,922,1,1,active_comparator,2,nivolumab,autogene cevumeran;nivolumab,PD-1,Monoclonal Antibody,CD30;biomarker;biomarker analysis,1,1,0,0,0,0,0,0,0,,metastatic
NCT06545955,A Trial to Evaluate Intravesical Nadofaragene Firadenovec Alone or in Combination With Chemotherapy or Immunotherapy in Participants With High-grade BCG Unresponsive Non-muscle Invasive Bladder Cancer,PHASE3,Phase 3,RECRUITING,250,Ferring Pharmaceuticals,Ferring Pharmaceuticals,42,1,0,multi_experimental,3,nadofaragene firadenovec,docetaxel;gemcitabine;nadofaragene firadenovec;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0,,metastatic · ECOG 2
NCT06567743,Phase 2 Study to Evaluate Safety and Efficacy of Cretostimogene Grenadenorepvec in High-Risk NMIBC,PHASE2,Phase 2,RECRUITING,325,"CG Oncology, Inc.",CG Oncology,7,1,0,multi_experimental,7,cretostimogene grenadenorepvec,cretostimogene grenadenorepvec,,Oncolytic Virus,,1,1,0,0,0,0,0,0,0,,metastatic
NCT06571708,Gemcitabine/Cisplatin Plus Cemiplimab With or Without Fianlimab in Localized Muscle-invasive Bladder Cancer (NeoSTOP-IT),PHASE2,Phase 2,RECRUITING,36,Columbia University,Columbia University,40,0,1,multi_experimental,2,cemiplimab;cisplatin;gemcitabine,cemiplimab;cisplatin;fianlimab;gemcitabine,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic
NCT06582017,"Safety, PK and Efficacy of QXL138AM in Patients With Solid Tumors and Multiple Myeloma",PHASE1,Phase 1,RECRUITING,100,Nammi Therapeutics Inc,Nammi Therapeutics,1,1,0,multi_experimental,4,qxl138am injection every 2 weeks by iv infusion,qxl138am injection every 2 weeks by iv infusion,,Recombinant Protein,,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06592326,9MW2821 in Combination With Toripalimab vs Standard Chemotherapy in Locally Advanced or Metastatic Urothelial Cancer,PHASE3,Phase 3,RECRUITING,460,"Mabwell (Shanghai) Bioscience Co., Ltd.",Mabwell (Shanghai) Bioscience,33,1,0,active_comparator,2,cisplatin/carboplatin;gemcitabine,9mw2821;toripalimab,Nectin-4,ADC,PD-L1;TROP-1,1,1,1,0,0,0,1,1,1,PD-L1+,metastatic · 1st-line · measurable (RECIST) · ECOG 0
NCT06617169,Dose-Escalation of MNPR-101-PCTA-177Lu in Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,12,Monopar Therapeutics,Monopar Therapeutics,3,1,0,multi_experimental,5,mnpr-101-pcta-177lu,mnpr-101-pcta-177lu,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0,,metastatic
NCT06632262,A Phase 2 Clinical Study of ABSK061 and ABSK043,PHASE2,Phase 2,RECRUITING,202,"Abbisko Therapeutics Co, Ltd",AbbVie,274,1,0,multi_experimental,4,,absk061 + absk043;absk061+absk043 in combination with capox,FGFR,Small Molecule,ALK;BRAF;EGFR;FGFR2;FGFR2/3;FGFR2B;HER2;KRAS;MET;NTRK;RET;ROS1,0,1,0,1,1,0,0,0,1,"FGFR-alt, HER2−",metastatic · squamous · measurable (RECIST)
NCT06632951,Study to Evaluate Adverse Events and Change in Disease Activity When Intravenously (IV) Infused Livmoniplimab is Used in Combination With IV Infused Budigalimab in Adult Participants With Urothelial Carcinoma (UC),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,150,AbbVie,AbbVie,274,1,1,multi_experimental,3,,budigalimab;docetaxel;gemcitabine;livmoniplimab;paclitaxel,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic · squamous · measurable (RECIST)
NCT06637423,A Clinical Study of Sacituzumab Tirumotecan (MK-2870) in Patients With Bladder Cancer (MK-2870-027),PHASE1;PHASE2,Phase 2,RECRUITING,32,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,single_arm,1,rescue medication;sacituzumab tirumotecan;supportive care measures,rescue medication;sacituzumab tirumotecan;supportive care measures,TROP-1,ADC,TROP-1,1,1,0,0,0,0,0,0,0,,metastatic
NCT06639347,A Trial of SHR-A2102 With Antitumor Therapy in Advanced Urothelial Carcinoma,PHASE1;PHASE2,Phase 2,RECRUITING,90,"Shanghai Hengrui Pharmaceutical Co., Ltd.",Hengrui,312,1,0,single_arm,1,adebrelimab injection;shr-8068 injection;shr-a2102,adebrelimab injection;shr-8068 injection;shr-a2102,Nectin-4,ADC,EGFR;Nectin-4 H-score,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06645808,PET-imaging of Two Vartumabs in Patients With Solid Tumors,EARLY_PHASE1,Phase 1,RECRUITING,32,Var2 Pharmaceuticals,Var2 Pharmaceuticals,1,1,0,multi_experimental,2,pet/ct scan,89zr-dfo-n-suc-c9scfv;89zr-dfo-n-suc-f8scfv;pet/ct scan,oncofetal chondroitin sulfate,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0,,adjuvant · squamous
NCT06663137,A Study to Evaluate the Safety and Efficacy of NDV-01 in Participants With NMIBC,PHASE2,Phase 2,RECRUITING,70,"Relmada Therapeutics, Inc.",Relmada Therapeutics,4,1,0,single_arm,1,ndv01 intravesical controlled release formulation of gemcitabine and docetaxel,ndv01 intravesical controlled release formulation of gemcitabine and docetaxel,,,,0,1,0,0,0,0,0,0,0,,metastatic · squamous · ECOG 2
NCT06668493,Low-grade UTUC Treated With Nadofaragene Firadenovec Administered to Renal Pelvis,PHASE1;PHASE2,Phase 2,RECRUITING,20,Ferring Pharmaceuticals,Ferring Pharmaceuticals,42,1,0,single_arm,1,nadofaragene firadenovec,nadofaragene firadenovec,,Cell Therapy,,1,1,0,0,0,0,0,0,0,,squamous · ECOG 2
NCT06682728,Adjuvant Sacituzumab Govitecan and Nivolumab in Muscle-Invasive Urothelial Carcinoma at High-Risk Recurrence,PHASE2,Phase 2,RECRUITING,23,"University of California, Irvine","University of California, Irvine",22,0,1,single_arm,1,nivolumab;sacituzumab govitecan (sg),nivolumab;sacituzumab govitecan (sg),PD-1,Monoclonal Antibody,CD30;MET;PD-L1,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic · small-cell
NCT06686381,Tetra-modality Bladder Preservation Strategies in Muscle-invasive Bladder Cancer: TURBT+ Chemo/Immunotherapy+ Radiation Therapy+ Maintenance Immunotherapy vs. W&W,PHASE2,Phase 2,NOT_YET_RECRUITING,80,American University of Beirut Medical Center,American University of Beirut Medical Center,4,0,1,multi_experimental,2,chemotherapy + immunotherapy induction;maximum turbt;radiotherapy,chemotherapy + immunotherapy induction;immunotherapy maintenance;maximum turbt;radiotherapy;watchful waiting with supportive care,PD-L1,Monoclonal Antibody,,1,1,0,0,0,0,0,0,0,,metastatic · adenoca.
NCT06695845,A Phase 2 Study of Zanidatamab in Patients With HER2-expressing Tumors,PHASE2,Phase 2,RECRUITING,200,Jazz Pharmaceuticals,Jazz Pharmaceuticals,59,1,0,single_arm,1,zanidatamab,zanidatamab,HER2,Bispecific Antibody,ALK;BRAF;EGFR;HER2;KRAS;MET;ROS1,1,1,0,0,1,0,0,0,1,HER2+,metastatic · small-cell · measurable (RECIST)
NCT06714617,Evaluate BL-M17D1 in Patients w/HER2-Expressing/Mutant Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,120,SystImmune Inc.,SystImmune,7,1,0,multi_experimental,3,bl-m17d1,bl-m17d1,HER2,ADC,HER2;MET,1,1,0,0,1,0,0,1,1,HER2+,metastatic · 2nd-line+ · squamous · measurable (RECIST) · ECOG 0-1
NCT06732531,"Safety, Tolerability, and Preliminary Efficacy of BH011 in Subjects With Non-Muscle-Invasive Bladder Cancer",PHASE1;PHASE2,Phase 2,RECRUITING,48,"Zhuhai Beihai Biotech Co., Ltd",Zhuhai Beihai Biotech,4,1,0,single_arm,1,bh011,bh011,docetaxel,Small Molecule,MET,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · ECOG 0-1
NCT06738251,A Phase III Study of SHR-A2102 Versus Investigator-selected Therapy in Advanced Urothelial Carcinoma,PHASE3,Phase 3,RECRUITING,402,"Shanghai Hengrui Pharmaceutical Co., Ltd.",Hengrui,312,1,0,active_comparator,2,docetaxel injection;gemcitabine hydrochloride for injection;paclitaxel injection;pemetrexed disodium for injection,shr-a2102 for injection,TROP-1,ADC,TROP-1,1,1,0,0,0,0,1,0,0,,metastatic · 1st-line · squamous · measurable (RECIST)
NCT06774131,A Phase 3 Single-arm Study of UGN-104 for the Treatment of Low-grade Upper Tract Urothelial Cancer,PHASE3,Phase 3,RECRUITING,70,UroGen Pharma Ltd.,UroGen Pharma,14,1,0,single_arm,1,ugn-104,ugn-104,,Cell Therapy,,1,1,0,0,0,0,0,1,0,,recurrent · 2nd-line+ · squamous
NCT06778863,A Study of CLSP-1025 in Adult Patients With Solid Tumors That Harbor the p53 R175H Mutation,PHASE1,Phase 1,RECRUITING,90,"Clasp Therapeutics, Inc.",Clasp Therapeutics,2,1,0,multi_experimental,2,clsp-1025,clsp-1025,p53,Bispecific Antibody,HLA-A*02:01;P53,1,1,0,0,0,0,0,0,0,,metastatic
NCT06809140,Enfortumab Vedotin Plus Pembrolizumab With Selective Bladder Sparing for Treatment of Muscle-invasive Bladder Cancer,PHASE2,Phase 2,RECRUITING,75,Matthew Galsky,Matthew Galsky,11,0,1,single_arm,1,enfortumab vedotin;pembrolizumab,enfortumab vedotin;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1,PD-L1+,squamous
NCT06814496,Radiation Combined With BIspecific T-Cell Engager in DLL3 Expressing Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,30,University of Arizona,University of Arizona,8,0,1,multi_experimental,4,tarlatamab,concurrent radiation therapy;sequential radiation therapy;tarlatamab,DLL3,Bispecific Antibody,DLL3;MET,1,1,0,0,0,0,1,1,0,,metastatic · 1st-line · small-cell · measurable (RECIST)
NCT06823427,9MW2821 + Toripalimab vs 9MW2821 for 1st Line Locally Advanced or Metastatic Urothelial Carcinoma,PHASE2,Phase 2,RECRUITING,60,"Mabwell (Shanghai) Bioscience Co., Ltd.",Mabwell (Shanghai) Bioscience,33,1,0,active_comparator,2,9mw2821,9mw2821;toripalimab (js001 ),Nectin-4,ADC,PD-L1;TROP-1,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic · squamous · measurable (RECIST) · ECOG 0-1
NCT06829823,Clinical Trial of Ablation Therapy in Participants With Intermediate-Risk Non-Muscle Invasive Papillary Bladder Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,20,"ImmunityBio, Inc.",ImmunityBio,63,1,0,multi_experimental,2,,n-803 and bcg;n-803 and gemcitabine,,,,0,1,0,0,0,0,0,0,0,,metastatic · squamous
NCT06833073,A Clinical Study of Intismeran Autogene (V940) and BCG in People With Bladder Cancer (V940-011/INTerpath-011),PHASE2,Phase 2,RECRUITING,308,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,3,bcg,bcg;intismeran autogene,,Oncolytic Virus,,1,1,0,0,0,0,0,0,0,,metastatic
NCT06857175,A Study Comparing BL-B01D1 With Chemotherapy of Physician's Choice in Patients With Recurrent or Metastatic Urothelial Carcinoma(PANKU-Bladder01),PHASE3,Phase 3,RECRUITING,508,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,active_comparator,2,docetaxel or paclitaxel,bl-b01d1,PD-1,ADC,PD-L1,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic · measurable (RECIST) · ECOG 0
NCT06879145,Clinical Study on the Treatment of MIBC Patients With SHR-A2102 Injection Combined With Adebrelimab (SHR-1316),PHASE2;PHASE3,Phase 3,RECRUITING,840,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,single_arm,1,shr-a2102；adebrelimab,shr-a2102；adebrelimab,Nectin-4,ADC,PD-L1,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 0
NCT06910657,IDOV-Immune for Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,78,"ViroMissile, Inc.",ViroMissile,1,1,0,single_arm,1,idov-immune (oncolytic vaccinia virus),idov-immune (oncolytic vaccinia virus),,Oncolytic Virus,,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06919965,A Study to Evaluate TAR-210 Versus Intravesical Chemotherapy Treatment in Participants With High Risk Non-Muscle-Invasive Bladder Cancer,PHASE3,Phase 3,RECRUITING,220,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,active_comparator,2,gemcitabine;mitomycin c,tar-210,FGFR,Small Molecule,FGFR,0,1,0,1,0,0,0,0,1,FGFR-alt,metastatic · small-cell
NCT06943521,A Study of MT-4561 in Patients With Various Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,27,"Tanabe Pharma America, Inc.",Tanabe Pharma America,3,1,0,single_arm,1,mt-4561,mt-4561,BRD4,Small Molecule,,0,1,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06960577,Perioperative Durvalumab With Neoadjuvant ddMVAC or Gemcitabine/Cisplatin in Patients With Muscle-invasive Bladder Cancer (NIAGARA-2),PHASE3,Phase 3,RECRUITING,150,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,2,cisplatin;durvalumab,cisplatin;doxorubicin;durvalumab;gemcitabine;methotrexate;vinblastine,PD-L1,Monoclonal Antibody,EGFR,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic
NCT06963346,Study Investigating Intravesical HDAC Inhibition to Improve Response to Immuno-Oncology Agents,PHASE1,Phase 1,RECRUITING,12,H. Lee Moffitt Cancer Center and Research Institute,H. Lee Moffitt Cancer Center and Research Institute,228,0,1,multi_experimental,3,durvalumab;romidepsin,durvalumab;romidepsin,PD-L1,Monoclonal Antibody,EGFR;PD-L1,1,1,1,0,0,0,0,0,1,PD-L1+,ECOG 2
NCT06966024,Study of DCC-2812 in Participants With Advanced Genitourinary Cancers,PHASE1,Phase 1,RECRUITING,60,"Deciphera Pharmaceuticals, LLC",Deciphera,17,1,0,single_arm,1,dcc-2812,dcc-2812,GCN2,Small Molecule,,0,1,0,0,0,0,0,0,0,,metastatic
NCT06971614,"A Study of T3011 in Patients With BCG-Unresponsive NMIBC or BCG-Exposed, Chemotherapy-Unresponsive NMIBC",PHASE2,Phase 2,RECRUITING,160,ImmVira Pharma Co. Ltd,ImmVira Pharma,8,1,0,single_arm,1,t3011,t3011,PD-1,Oncolytic Virus,PD-L1,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic
NCT06999187,"A Study of DR-0202 in Patients With Locally Advanced or Metastatic, Relapsed or Refractory Carcinomas",PHASE1,Phase 1,RECRUITING,96,Dren Bio,Dren Bio,2,1,0,multi_experimental,8,dr-0202,dr-0202,,Bispecific Antibody,HER2,1,1,0,0,1,0,0,1,1,HER2+,metastatic · 2nd-line+ · measurable (RECIST)
NCT07020117,A Study of [225Ac]Ac-AKY-1189 in Patients With Solid Tumors,PHASE1,Phase 1,RECRUITING,150,"Aktis Oncology, Inc.",Aktis Oncology,2,1,0,single_arm,1,[225ac]ac-aky-1189 (therapeutic);[64cu]cu-aky-1189 (imaging),[225ac]ac-aky-1189 (therapeutic);[64cu]cu-aky-1189 (imaging),NECTIN4,Radiopharmaceutical,NECTIN4,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07030257,Study of CP-383 in Patients With Advanced or Metastatic Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,150,Tasca Therapeutics,Tasca Therapeutics,1,1,0,multi_experimental,10,cp-383,cp-383,,,,0,1,0,0,0,0,0,0,0,,metastatic · small-cell
NCT07038343,AVENTINE-1: Study of AVZO-1418 as a Single Agent and in Combination Therapy in Patients With Locally Advanced or Metastatic Solid Tumors (AVZO-1418-1001),PHASE1;PHASE2,Phase 2,RECRUITING,480,"Avenzo Therapeutics, Inc.",Avenzo Therapeutics,4,1,0,multi_experimental,4,avzo-1418,avzo-1418;combination agent 1;combination agent 2,,,,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07090499,A Study to Learn About the Study Medicine Called PF-08046876 in People With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,540,Pfizer,Pfizer,687,1,1,multi_experimental,3,pf-08046876,pf-08046876,ITGB6,ADC,,1,1,0,0,0,0,0,0,0,,advanced · measurable (RECIST)
NCT07106762,Phase 2/3 Trial of Izalontamab Brengitecan vs Platinum-based Chemotherapy for Metastatic Urothelial Cancer With Disease Progression on or After Immunotherapy,PHASE2;PHASE3,Phase 3,RECRUITING,470,Bristol-Myers Squibb,Bristol Myers Squibb,764,1,1,active_comparator,5,carboplatin;cisplatin;gemcitabine,iza-bren,EGFR,ADC,ER;HER2;TNBC,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT07122414,A Study of Intravesical FL115 Alone or in Combination With BCG in Non-Muscle Invasive Bladder Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,80,"Suzhou Forlong Biotechnology Co., Ltd",Suzhou Forlong Biotechnology,5,1,0,single_arm,1,fl115;fl115+bcg,fl115;fl115+bcg,IL-15,Monoclonal Antibody,,1,1,0,0,0,0,0,0,0,,metastatic · ECOG 0
NCT07129993,Study of Datopotamab Deruxtecan Plus Carboplatin or Cisplatin Versus Gemcitabine Plus Carboplatin or Cisplatin in Participants With Locally Advanced or Metastatic Urothelial Carcinoma,PHASE2;PHASE3,Phase 3,RECRUITING,630,Daiichi Sankyo,Daiichi Sankyo,178,1,1,active_comparator,4,carboplatin;cisplatin;gemcitabine,carboplatin;cisplatin;dato-dxd,TROP1,ADC,PD-L1;TROP1;TROP2;biomarker,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic · squamous
NCT07169734,A Study to Investigate ALE.P03 as Monotherapy in Adult Patients With Selected Advanced or Metastatic CLDN1+ Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,180,Alentis Therapeutics AG,Alentis Therapeutics,3,1,0,multi_experimental,3,ale.p03,ale.p03,CLDN1,ADC,CLDN1,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07183319,Circulating Tumor DNA Response In Urothelial Cancer,PHASE2,Phase 2,RECRUITING,30,University of Oklahoma,University of Oklahoma,23,0,0,single_arm,1,pembrolizumab;pembrolizumab & enfortumab vedotin (pev),pembrolizumab;pembrolizumab & enfortumab vedotin (pev),PD-1,Monoclonal Antibody,PD-L1,1,1,1,0,0,0,0,0,1,PD-L1+,metastatic · squamous · measurable (RECIST)
NCT07185945,Zanzalintinib for Advanced Urothelial Carcinoma Progressing After Prior Therapy,PHASE2,Phase 2,NOT_YET_RECRUITING,44,Guru Sonpavde,Guru Sonpavde,2,0,0,single_arm,1,zanzalintinib,zanzalintinib,EGFR,Small Molecule,PD-L1,0,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07193511,BEACON-1: Study of AVZO-103 as a Single Agent and in Combination Therapy in Patients With Locally Advanced or Metastatic Urothelial Cancer or Other Solid Tumors (AVZO-103-1001),PHASE1;PHASE2,Phase 2,RECRUITING,355,"Avenzo Therapeutics, Inc.",Avenzo Therapeutics,4,1,0,multi_experimental,4,avzo-103,avzo-103;combination agent,Nectin4,ADC,NECTIN4,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07206225,A Study to Learn About the Study Medicine PF-08052667 in People With Bladder Cancer,PHASE1,Phase 1,RECRUITING,294,Pfizer,Pfizer,687,1,1,multi_experimental,3,pf-02921367;pf-08052667,bcg;pf-02921367;pf-08052667;sasanlimab,ITGB6,ADC,PD-L1;biomarker,1,1,0,0,0,0,0,0,0,,recurrent · ECOG 0
NCT07217171,"A Study Evaluating the Safety, Efficacy, and Pharmacokinetics (PK) of EVOLVE104 in Participants With Advanced Urothelial and Squamous Cell Carcinomas",PHASE1,Phase 1,RECRUITING,160,"EvolveImmune United, Inc",EvolveImmune United,1,1,0,multi_experimental,12,evolve104,evolve104,CD3,Bispecific Antibody,,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous
NCT07218003,A Phase 1/1b of RNDO-564 Single Agent or in Combination With Pembrolizumab in Bladder Cancer and Other Solid Tumors Associated With Nectin-4,PHASE1,Phase 1,ENROLLING_BY_INVITATION,149,Rondo Therapeutics,Rondo Therapeutics,1,1,0,multi_experimental,15,rndo-564,pembrolizumab;rndo-564,NECTIN4,Bispecific Antibody,NECTIN-4,1,1,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT07218380,A Study of Vepugratinib (LY3866288) in Participants With Cancer in the Urinary Tract,PHASE3,Phase 3,RECRUITING,450,Eli Lilly and Company,Eli Lilly,535,1,1,placebo_comparator,3,ev;pembrolizumab,ev;pembrolizumab;vepugratinib,FGFR3,Small Molecule,FGFR3,0,1,0,0,0,0,0,0,0,,metastatic · small-cell · measurable (RECIST)
NCT07222488,A Clinical Study of MK-3120 in People With Bladder Cancer (MK-3120-003),PHASE1;PHASE2,Phase 2,RECRUITING,45,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,single_arm,1,mk-3120,mk-3120,Nectin-4,ADC,PD-L1,1,1,0,0,0,0,0,0,0,,metastatic
NCT07227168,A Study of STRO-004 in Adults With Refractory/Recurrent Metastatic Cancer,PHASE1,Phase 1,RECRUITING,200,"Sutro Biopharma, Inc.",Sutro Biopharma,8,1,0,multi_experimental,3,stro-004,pembrolizumab;stro-004,PD-1,ADC,genomic,1,1,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT07232602,KEYMAKER-U04 Substudy 04D: A Clinical Study of New Treatments Given With Enfortumab Vedotin and Pembrolizumab in People With Urothelial Cancer (MK-3475-04D/KEYMAKER-U04),PHASE1;PHASE2,Phase 2,RECRUITING,55,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,single_arm,1,ev;mk-3120;pembrolizumab;rescue medication,ev;mk-3120;pembrolizumab;rescue medication,Nectin-4,ADC,PD-L1,1,1,0,0,0,0,0,0,0,,metastatic
NCT07252661,Study of ACC-1898 in Adult Participants With Advanced Solid Tumors,PHASE1,Phase 1,NOT_YET_RECRUITING,40,"AccSalus Biosciences, Inc.",AccSalus Biosciences,1,1,0,multi_experimental,2,acc-1898,acc-1898,,Cell Therapy,,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07265947,Phase 2A/B Efficacy and Safety of Dabogratinib in Participants With Low Grade Upper Tract Urothelial Carcinoma,PHASE2,Phase 2,RECRUITING,230,"Tyra Biosciences, Inc",Tyra Biosciences,5,1,0,multi_experimental,3,,dabogratinib (tyra-300);dabogratinib (tyra-300) tbd,BRAF,Small Molecule,BRAF;genomic,0,1,0,1,0,0,0,0,1,FGFR-alt,metastatic · adenoca. · ECOG 0
NCT07277413,A Study of IDE892 as Monotherapy and Combination in MTAP-deleted Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,260,IDEAYA Biosciences,IDEAYA Biosciences,11,1,0,multi_experimental,4,ide892,ide397;ide892,PRMT5,Small Molecule,MTAP-DELETED;PD-L1;biomarker,0,1,1,0,0,0,0,0,1,PD-L1+,metastatic · adenoca. · measurable (RECIST)
NCT07278479,Study of [212Pb]Pb-DOTAM-MAM279 ([212Pb]Pb-MP0712) in Patients With Small Cell Lung Cancer and Other DLL3 Expressing Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,138,Molecular Partners AG,Molecular Partners,7,1,0,single_arm,1,[203pb]pb-mp0712;[212pb]pb-mp0712,[203pb]pb-mp0712;[212pb]pb-mp0712,DLL3,Radiopharmaceutical,DLL3,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT07283835,"Study of Cretostimogene Given in Patients With Non-Muscle Invasive Bladder Cancer ,Unresponsive to Bacillus-Calmette-Guerin",PHASE2,Phase 2,RECRUITING,16,"Lepu Biopharma Co., Ltd.",Lepu Biopharma,16,1,0,single_arm,1,cretostimogene grenadenorepvec;n-dodecyl-b-d-maltoside,cretostimogene grenadenorepvec;n-dodecyl-b-d-maltoside,,Oncolytic Virus,,1,1,0,0,0,0,0,0,0,,metastatic
NCT07296705,Neoadjuvant Zanidatamab + Tislelizumab + Chemotherapy for Selective Bladder Preservation in HER2-Positive MIBC,PHASE2,Phase 2,RECRUITING,25,Fujian Medical University Union Hospital,Fujian Medical University Union Hospital,3,0,1,single_arm,1,cisplatin;gemcitabine;nab-paclitaxel;tislelizumab;zanidatamab,cisplatin;gemcitabine;nab-paclitaxel;tislelizumab;zanidatamab,HER2,Bispecific Antibody,HER2,1,1,0,0,1,0,0,0,1,HER2+,
NCT07313891,A Study of Adjuvant NDV-01 (Sustained-release Gemcitabine-docetaxel) for the Treatment of Intermediate Risk NMIBC Following TURBT,PHASE3,Phase 3,WITHDRAWN,0,"Relmada Therapeutics, Inc.",Relmada Therapeutics,4,1,0,multi_experimental,2,ndv-01 (sustained-release gemcitabine-docetaxel),ndv-01 (sustained-release gemcitabine-docetaxel),,,,0,1,0,0,0,0,0,0,0,,metastatic · squamous
NCT07314723,9MW2821 Combined With Toripalimab in Perioperative Patients With Urothelial Cancer,PHASE2,Phase 2,RECRUITING,90,"Mabwell (Shanghai) Bioscience Co., Ltd.",Mabwell (Shanghai) Bioscience,33,1,0,multi_experimental,3,9mw2821;toripalimab injection,9mw2821;toripalimab injection,Nectin-4,ADC,PD-L1;TROP-1,1,1,1,0,0,0,0,1,1,PD-L1+,metastatic · 2nd-line+ · ECOG 0
